SMc02793,RL0001
xdhB1,noHit
xdhC,xdhC
SM_b21289,RL3512
SM_b21290,RL3511
SM_b21291,noHit
SM_b21292,noHit
guaD1,noHit
SM_b21294,noHit
SM_b21295,hspD
SM_b21296,pRL110321
pbpC,pRL110012
SM_b21298,pRL110013
deoR,RL2743
deoC,deoC2
SM_b21301,RL2745
SM_b21302,RL2746
SM_b21303,RL0669
SM_b21304,noHit
merA2,pRL110384
SM_b21144,qatX2
SM_b21145,qatW2
SM_b21146,qatV2
SM_b21147,qatY2
SM_b21148,pRL110485
SM_b21149,pRL110486
SM_b21150,pRL110487
SM_b21151,pRL110488
SM_b21152,pRL110489
SM_b21153,RL3004
SM_b21154,RL3182
SM_b21155,pRL110499
SM_b21156,pRL110500
SM_b21157,pRL110501
SM_b21158,pRL110502
SM_b21159,pRL110503
hexA,exoI
SM_b21161,RL4573
SM_b21162,pRL110504
hutU,pRL110203
hutG,pRL110204
hutH1,hutH1
hutI,hutI
SM_b21167,noHit
SM_b21168,noHit
SM_b21169,RL1192
phnN,phnN
phnM,phnM1
SM_b21172,noHit
SM_b21173,noHit
phoT,phoT
phoE,phoE
phoD,phoD
phoC,phoC
SM_b21178,noHit
SM_b21179,noHit
SM_b21180,noHit
SM_b21181,pRL110386
SM_b21182,RL3337
htpG,noHit
ackA2,ackA
gabD2,gabD2
gabT,goaG
SM_b21187,gabR
SM_b21188,noHit
SM_b21189,exoU
SM_b21190,noHit
msbA2,RL3632
cbbA2,noHit
SM_b21196,oppA
SM_b21197,oppB
SM_b21198,noHit
SM_b21199,noHit
SM_b21200,RL3892
SM_b21201,RL3893
SM_b21202,RL3672
SM_b21203,RL3671
SM_b21666,noHit
SM_b21204,RL3683
SM_b21205,RL3682
SM_b21206,RL3681
SM_b21207,RL3680
SM_b21208,RL3679
SM_b21209,noHit
SM_b21210,pRL110535
SM_b21211,noHit
SM_b21212,noHit
SM_b21667,noHit
pphA,RL3129
orf24,RL1988
orf23,noHit
wgeH,noHit
wgeG,noHit
wgeF,noHit
wgeE,noHit
wgeD,noHit
wgeC,noHit
wgeB,noHit
wgeA,noHit
wgdB,noHit
wgdA,noHit
wggR,noHit
wgcA,noHit
wgaA,noHit
wgaB,noHit
wgaD,noHit
wgaE,noHit
wgaF,noHit
wgaG,rmlA
wgaH,rmlC
wgaI,rffG
wgaJ,rfbD
SM_b21328,noHit
SM_b21329,noHit
SM_b21330,RL2307
SM_b21331,noHit
SM_b21332,RL2553
SM_b21333,noHit
SM_b21334,noHit
SM_b21335,noHit
SM_b21336,noHit
SM_b21337,noHit
SM_b21338,noHit
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,noHit
SM_b21342,noHit
SM_b21343,noHit
SM_b21344,noHit
SM_b21345,noHit
SM_b21346,RL2447
SM_b21347,pRL110387
SM_b21348,pRL110529
SM_b21349,pRL110530
SM_b21350,RL4361
SM_b21351,RL4360
SM_b21352,RL4359
SM_b21353,RL4358
uxaC,RL0099
SM_b21355,noHit
SM_b21356,noHit
SM_b21357,noHit
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,noHit
SM_b21362,noHit
SM_b21668,noHit
SM_b21363,pRL120374
SM_b21364,noHit
SM_b21365,noHit
SM_b21669,noHit
SM_b21366,noHit
cycA,noHit
SM_b21368,noHit
SM_b21369,noHit
SM_b21370,noHit
SM_b21371,noHit
SM_b21372,pRL120022
SM_b21373,agaZ1
SM_b21374,RL0642
SM_b21375,noHit
SM_b21376,noHit
SM_b21377,noHit
SM_b21378,RL2363
SM_b21379,RL3393
SM_b21380,noHit
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,RL2358
SM_b21385,RL1342
SM_b21525,noHit
tauA,pRL100239
tauB,pRL100238
tauC,pRL100237
SM_b21670,noHit
tauD,noHit
SM_b21530,noHit
SM_b21531,noHit
pta,noHit
SM_b21533,noHit
SM_b21534,RL0097
SM_b21535,noHit
SM_b21536,noHit
SM_b21537,noHit
phnA,noHit
SM_b21539,pRL80070
SM_b21671,noHit
SM_b21540,noHit
SM_b21541,noHit
SM_b21542,noHit
SM_b21543,noHit
SM_b21544,noHit
SM_b21545,noHit
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,noHit
SM_b21550,noHit
SM_b21551,noHit
aacC4,noHit
SM_b21554,noHit
kefB2,noHit
SM_b21556,noHit
SM_b21557,noHit
SM_b21558,noHit
SM_b21559,noHit
SM_b21560,noHit
SM_b21561,noHit
SM_b21562,noHit
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,RL2948
groEL5,groLp12
SM_b21568,noHit
SM_b21569,pRL120520
stcD,pRL120519
SM_b21571,pRL120518
SM_b21572,qatX3
SM_b21573,RL1845
SM_b21574,noHit
SM_b21575,RL2889
SM_b21576,noHit
SM_b21577,noHit
atcU2,noHit
hmrR2,hmrR2
SM_b21580,RL1177
SM_b21581,noHit
SM_b21582,noHit
SM_b21583,pRL120652
SM_b21584,noHit
SM_b21585,noHit
gshB2,noHit
SM_b21587,RL2376
SM_b21588,RL2377
SM_b21589,RL2378
SM_b21590,RL2379
SM_b21591,noHit
SM_b21592,pRL90233
SM_b21593,pRL90234
SM_b21594,pRL90235
SM_b21595,pRL90237
SM_b21596,pRL90238
SM_b21597,pRL90239
SM_b21598,pRL110030
SM_b21599,RL1141
ampC,RL3159
SM_b21601,pRL110283
SM_b21602,pRL90125
SM_b21603,noHit
SM_b21604,noHit
SM_b21605,noHit
abfA,abfA
SM_b21672,noHit
SM_b20925,noHit
SM_b20926,noHit
SM_b20927,noHit
SM_b20928,noHit
SM_b20929,RL3843
SM_b20930,RL3842
SM_b20931,RL3840
exsH,noHit
exsG,noHit
exsF,noHit
exsI,exsI
SM_b20936,noHit
exsE,RL4607
exsD,exsD
exsC,exsC
exsB,RL4254
exsA,pRL110060
exoB,exoB
exoZ,exoZ
exoQ,noHit
exoF1,RL3823
exoY,noHit
exoX,noHit
exoU,noHit
exoV,pssM
exoW,noHit
exoT,noHit
SM_b21673,noHit
exoI,noHit
SM_b20952,noHit
SM_b20953,noHit
exoH,noHit
exoK,noHit
exoL,noHit
exoA,noHit
exoM,noHit
exoO,noHit
exoN,noHit
exoP,PssP
thiD,thiD
SM_b20963,noHit
SM_b20964,RL2003
SM_b20965,RL4154
lacZ2,bgaB
SM_b20967,noHit
SM_b20968,noHit
SM_b20969,noHit
SM_b20970,noHit
SM_b20971,noHit
SM_b20972,noHit
SM_b20973,noHit
SM_b20974,noHit
SM_b20975,noHit
SM_b20976,noHit
SM_b20977,noHit
SM_b20978,noHit
SM_b20979,noHit
SM_b20980,noHit
SM_b20981,noHit
SM_b20982,noHit
SM_b20983,noHit
nirB,nasD
nirD,nirD
narB,nasA
SM_b20987,noHit
SM_b20988,pRL120246
SM_b20989,noHit
nfeD,noHit
SM_b20991,RL0670
SM_b20992,pRL110036
SM_b21674,noHit
SM_b20993,pRL90243
SM_b20994,noHit
engA,RL3553
SM_b20996,RL3554
SM_b20997,RL3555
SM_b20998,RL3556
bacA,bacA
SM_b21000,RL3558
SM_b21001,noHit
map2,map2
SM_b21003,RL3561
SM_b21004,RL2762
SM_b21005,RL2763
SM_b21006,RL2764
SM_b21007,RL2765
SM_b21008,RL2766
glpK,glpK1
bdhA,bdhA1
xdhA2,xdhA
xdhB2,xdhB
SM_b21676,noHit
SM_b20847,RL3573
SM_b20848,RL3576
guaD2,guaD
lldD1,lldD1
SM_b20851,noHit
SM_b20852,noHit
SM_b20853,noHit
SM_b20854,noHit
SM_b20855,noHit
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,noHit
SM_b21677,noHit
SM_b20860,cpo1
SM_b20861,noHit
SM_b20862,noHit
SM_b20863,RL3229
SM_b20864,RL3228
SM_b20865,RL3227
SM_b20866,RL2294
SM_b20867,noHit
SM_b20868,pRL120793
SM_b20869,pRL120790
SM_b20870,noHit
SM_b20871,RL1957
SM_b20872,RL3583
allA,allA
SM_b20874,RL3586
SM_b20875,RL3587
SM_b20876,RL3588
SM_b20877,goxB
SM_b20878,RL3590
SM_b20879,noHit
rhlE2,RL3597
SM_b20881,RL2431
SM_b20882,noHit
SM_b20883,noHit
SM_b20884,noHit
SM_b20885,RL3607
SM_b20886,RL3608
SM_b20887,RL3609
SM_b20888,RL3610
SM_b20889,noHit
araF,ilvD2
araE,RL3613
araD,RL3614
araC,RL3615
araB,RL3616
araA,RL3617
gbpR,RL3618
SM_b20897,RL3619
SM_b20898,noHit
SM_b21678,noHit
idhA,idhA
SM_b20900,noHit
SM_b21679,noHit
SM_b20901,RL3623
SM_b20902,RL3624
SM_b20903,RL3625
SM_b20904,RL3626
SM_b20905,noHit
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,noHit
SM_b21680,noHit
SM_b21681,noHit
SM_b20909,noHit
SM_b20910,noHit
SM_b20911,noHit
SM_b20912,noHit
SM_b20913,noHit
SM_b21682,noHit
SM_b20914,RL1920
aslA1,RL1911
SM_b20916,noHit
TRm1a,noHit
TRm1b,noHit
SM_b20920,noHit
SM_b20921,noHit
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,noHit
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,pRL110108
SM_b21407,noHit
SM_b21408,noHit
SM_b21410,RL2939
SM_b21411,noHit
SM_b21412,pRL120460
SM_b21413,noHit
SM_b21414,rhbB
SM_b21415,RL2668
ddhA,ddhA
ddhB,RL0245
SM_b21418,RL0244
SM_b21419,RL0628
SM_b21684,noHit
SM_b21420,araA
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,RL0631
SM_b21424,noHit
SM_b21425,RL0239
SM_b21426,noHit
SM_b21427,noHit
rmlC,noHit
SM_b21429,RL2715
SM_b21430,RL2714
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,RL2712
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,RL3085
SM_b21441,noHit
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,noHit
SM_b21445,pRL110305
glgX2,treX
glgB2,pRL120722
SM_b21448,pRL110312
gst12,pRL110307
SM_b21450,noHit
SM_b21452,noHit
SM_b21454,RL3959
SM_b21455,pRL120740
SM_b21456,pRL110268
SM_b21458,noHit
SM_b21459,noHit
SM_b21460,noHit
SM_b21461,noHit
SM_b21462,noHit
SM_b21463,noHit
SM_b21464,noHit
prsE,prsE
prsD,prsD
SM_b21467,noHit
SM_b21468,RL4100
SM_b21469,noHit
SM_b21470,noHit
SM_b21471,noHit
SM_b21472,RL2602
SM_b21473,RL2416
SM_b21474,RL4235
SM_b21475,noHit
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,RL2015
SM_b21480,noHit
SM_b21481,noHit
SM_b21482,noHit
SM_b21483,RL1644
SM_b21686,noHit
rpoE5,noHit
SM_b21687,noHit
SM_b21485,noHit
SM_b21486,pRL110043
cyoA,cyoAp11
cyoB,cyoBp11
cyoC,cyoCp11
SM_b21490,noHit
SM_b21491,pRL90069
SM_b21492,RL3388
SM_b21493,RL3094
ocd,arcB1
SM_b21689,noHit
SM_b21495,noHit
SM_b21496,noHit
acrE,noHit
acrF,noHit
SM_b21499,noHit
SM_b21500,noHit
SM_b21501,RL1952
SM_b21502,noHit
SM_b21503,noHit
SM_b21504,noHit
wzy,noHit
SM_b21506,RL0237
SM_b21507,noHit
dapA3,RL3247
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,noHit
wzx2,noHit
hemK2,noHit
SM_b21515,noHit
SM_b21516,RL1297
SM_b21517,noHit
SM_b21518,noHit
SM_b21519,RL1836
SM_b21520,RL1835
SM_b21521,noHit
minE,minE
minD,minD
minC,minC
SM_b20647,noHit
SM_b20648,RL1516
nadE1,noHit
SM_b20650,noHit
SM_b20651,noHit
asnB,noHit
SM_b20654,noHit
SM_b20655,RL3275
SM_b20656,pRL80049
SM_b20657,noHit
SM_b20658,pRL120223
SM_b20659,pRL120224
SM_b20660,pRL120225
SM_b20661,pRL120226
SM_b20662,noHit
SM_b20663,noHit
SM_b20664,pRL120228
SM_b20665,noHit
SM_b20666,pRL120619
SM_b20667,pRL120618
SM_b20668,pRL120616
SM_b20669,pRL120615
SM_b20670,pRL120614
SM_b20671,noHit
SM_b20672,noHit
SM_b20673,noHit
SM_b20674,pRL120677
SM_b20675,pRL110453
SM_b20676,noHit
SM_b20677,noHit
ttuD2,noHit
QglxR,RL3800
hyi,RL3799
gcl,noHit
iclR,noHit
SM_b20683,noHit
SM_b20684,pRL110462
SM_b20685,noHit
SM_b20686,noHit
SM_b20687,noHit
SM_b20688,pRL110093
xthA4,noHit
SM_b20690,noHit
SM_b20691,noHit
idnO1,gno2
SM_b20694,noHit
SM_b20695,pRL120084
SM_b20696,pRL120085
SM_b20697,noHit
SM_b20698,noHit
SM_b20699,noHit
SM_b20700,pRL120372
SM_b20701,noHit
SM_b20702,noHit
SM_b20703,pRL80018
glgA2,noHit
SM_b20705,pRL120742
SM_b20706,noHit
cyaG2,cyaA11
SM_b20708,RL0293
SM_b20709,RL3782
SM_b20710,pRL110148
SM_b20711,pRL110624
SM_b20712,intA
SM_b20713,intB
SM_b20714,intC
SM_b20715,noHit
SM_b20716,noHit
SM_b20717,RL4175
SM_b20718,RL4174
SM_b20719,RL4173
SM_b20720,RL4172
SM_b20721,RL4108
SM_b20722,RL4107
SM_b20723,RL4104
SM_b20724,RL4103
SM_b20725,RL4102
SM_b20726,RL4101
SM_b20727,noHit
SM_b20728,noHit
SM_b20729,noHit
glnII,glnII
gstI,noHit
SM_b20747,noHit
pssF,pRL90137
uxuB,RL0098
SM_b20750,RL2835
SM_b20751,pRL110406
SM_b20752,RL0606
SM_b20753,pRL100302
SM_b20754,noHit
pccB,pccB
pccA,pccA
bhbA,pRL90299
SM_b20758,RL0178
phnG,phnG
phnH,phnH
phnI,phnI
phnJ,phnJ
phnK,phnK
phnL,RL0172
SM_b20765,RL0171
TRm22,noHit
dak,dhaK1
SM_b20768,noHit
SM_b20769,noHit
SM_b20770,noHit
SM_b20771,noHit
pdxA2,pdxA2
SM_b20773,pRL100065
SM_b20774,noHit
SM_b20775,RL3165
cyaK,RL3166
TRm19,noHit
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,RL3910
SM_b20785,RL3909
SM_b20786,RL3908
SM_b20787,RL3907
SM_b20568,RL3906
SM_b20569,ssuB
SM_b20570,noHit
SM_b20571,ssuC
SM_b21691,ntaA1
SM_b20573,pRL100232
SM_b20574,treY
pcaB,pRL110085
pcaG,pcaG
pcaH,pcaH1
pcaC,pcaC
pcaD,pRL110089
pcaQ,pcaQ
SM_b20581,RL2846
SM_b20582,RL2848
pobA,pobA
SM_b20584,RL3894
ggt,ggt1
pcaR,pRL110286
pcaI,noHit
pcaJ,noHit
pcaF,pcaF
SM_b20590,RL2696
SM_b20591,noHit
rpoE8,noHit
SM_b20593,pRL120459
amcY,pRL120458
ftsK2,RL0161
SM_b20596,noHit
SM_b20597,RL4201
repA3,repAp11
repB3,noHit
SM_b20600,noHit
SM_b21707,RL3737
SM_b20602,RL3738
SM_b20603,RL3739
SM_b20604,RL3740
SM_b20605,RL3741
SM_b20606,noHit
SM_b20607,RL1213
SM_b20608,RL1214
SM_b20609,RL3743
SM_b20610,RL3744
dctA,dctA
dctB,dctB
dctD,dctD
SM_b20614,noHit
thiC,noHit
thiO,noHit
thiG,noHit
thiE,thiE
SM_b20619,noHit
SM_b20620,pRL90245
SM_b20621,pRL90247
SM_b20622,pRL90246
SM_b20623,noHit
SM_b20624,noHit
SM_b20625,noHit
SM_b20626,RL2334
SM_b20627,noHit
SM_b20628,noHit
SM_b20629,noHit
SM_b20630,RL4373
SM_b20631,RL4374
SM_b20632,RL4375
SM_b20633,RL4376
SM_b20634,RL4377
SM_b21706,RL4378
TRm19,noHit
SM_b21630,noHit
nspC,noHit
SM_b21632,noHit
paaG,noHit
SM_b21634,noHit
paaZ,noHit
paaE,noHit
paaD,noHit
paaC,noHit
paaB,noHit
paaA,noHit
paaX,noHit
SM_b21642,noHit
agaL2,pRL110247
agpD,pRL110246
agpC,pRL110245
agpB,pRL110244
agpA,pRL110243
melA,pRL110242
agpT,pRL110241
lacR,noHit
SM_b21651,pRL120057
SM_b22003,noHit
SM_b22004,kluB
SM_b22005,noHit
SM_b22002,noHit
SM_b22001,noHit
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,noHit
SM_b22010,noHit
SM_b22011,noHit
SM_b22012,noHit
SM_b22025,RL0165
SM_b22013,noHit
groES5,groSp12
SM_b22014,pRL120791
SM_b22015,noHit
cyoD,cyoDp11
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,noHit
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,RL0297
SMc05007,noHit
ecnA,noHit
SMc05008,noHit
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,noHit
fdoG,noHit
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,noHit
selB,noHit
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,noHit
SMa0034,noHit
SMa0036,pRL90063
SMa0039,noHit
SMa0041,noHit
SMa0044,RL0386
cah,noHit
SMa0050,noHit
SMa0052,noHit
SMa0056,noHit
SMa0058,RL3363
SMa0059,noHit
SMa0060,noHit
SMa0062,noHit
SMa0063,noHit
SMa0064,noHit
SMa0065,noHit
SMa0067,noHit
SMa0070,noHit
SMa0072,noHit
SMa0074,pRL110164
SMa0077,RL4228
SMa0078,noHit
SMa0079,noHit
SMa0081,pRL110078
SMa0082,pRL120078
SMa0083,noHit
SMa0085,noHit
SMa0087,pRL100397
SMa0089,RL1166
SMa0091,noHit
SMa0093,noHit
SMa0095,noHit
SMa0097,noHit
SMa0101,noHit
SMa0104,noHit
SMa0105,noHit
SMa0106,noHit
SMa0108,noHit
SMa0110,noHit
SMa0112,noHit
SMa0113,noHit
SMa0114,RL1642
SMa0116,pRL90198
SMa0117,pRL90199
SMa0118,RL3855
SMa0121,noHit
SMa0123,RL1413
groEL3,groLch2
groES3,groSch2
cspA8,cspAp11
SMa0128,noHit
SMa0130,RL1400
SMa0132,RL4305
SMa0134,RL1164
SMa0136,pRL110248
SMa0137,RL4167
SMa0139,noHit
SMa0142,noHit
rpoE6,RL0788
SMa0144,noHit
SMa0146,noHit
SMa0148,noHit
SMa0149,RL2859
SMa0150,matB
SMa0151,noHit
SMa0155,noHit
SMa0157,noHit
SMa0160,RL0989
SMa0162,noHit
pilQ2,noHit
SMa0164,noHit
SMa0166,noHit
SMa0168,noHit
SMa0169,RL1974
SMa0171,noHit
SMa0172,pRL100445
SMa0175,noHit
SMa0179,noHit
SMa0180,noHit
cspA7,cspAp10
SMa0185,noHit
SMa0187,noHit
SMa0189,noHit
SMa0190,noHit
SMa0191,noHit
SMa0193,noHit
SMa0196,pRL120288
SMa0197,pRL120287
SMa0198,pRL120286
SMa0199,pRL120285
SMa0203,pRL120284
SMa0204,pRL120283
SMa0206,pRL120282
SMa0209,pRL110209
SMa0210,noHit
SMa0211,noHit
kduI,noHit
SMa0216,noHit
SMa0217,noHit
SMa0218,noHit
SMa0220,noHit
SMa0222,pRL90056
SMa0223,RL2910
SMa0224,noHit
SMa0226,noHit
gdhA,noHit
SMa0229,noHit
SMa0232,noHit
otsA,otsA
SMa0235,ilvD4
SMa0237,RL3773
SMa0241,pRL120227
SMa0244,noHit
SMa0246,noHit
SMa0247,pRL90298
SMa0249,noHit
SMa0250,noHit
SMa0252,noHit
SMa0254,RL3519
SMa0255,pRL110533
SMa0257,noHit
SMa0259,pRL120604
gabD3,gabD3
SMa0263,pRL120602
SMa0265,pRL120601
SMa0267,pRL120600
SMa0270,noHit
SMa0271,noHit
SMa0273,noHit
SMa0275,pRL120599
SMa0277,RL1055
SMa0279,noHit
SMa0280,noHit
SMa0281,noHit
SMa0285,noHit
SMa0286,noHit
SMa0287,pRL110468
SMa0288,pRL110467
SMa0291,RL1396
SMa0293,noHit
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,RL1404
SMa0308,noHit
SMa0310,noHit
SMa0312,noHit
SMa0314,RL0295
SMa0316,noHit
SMa0319,RL1967
SMa0320,RL1969
SMa0322,RL1970
SMa0323,RL1971
SMa0325,RL1198
SMa0326,RL3451
SMa0329,noHit
SMa0333,noHit
SMa0335,pRL120120
SMa0337,noHit
SMa0339,pRL110166
wrbA2,noHit
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,noHit
SMa0349,RL1254
SMa0352,noHit
SMa0353,RL1960
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,noHit
SMa0367,noHit
SMa0369,noHit
SMa0372,pRL120457
SMa0374,pRL120456
SMa0376,pRL120455
SMa0380,pRL120453
SMa0383,pRL120451
SMa0384,noHit
hisC3,noHit
SMa0389,noHit
SMa0391,noHit
SMa0392,noHit
SMa0394,noHit
SMa0396,noHit
hisD2,noHit
SMa0400,noHit
SMa0402,noHit
SMa0403,noHit
SMa0404,noHit
SMa0405,noHit
SMa0407,noHit
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,RL1001
SMa0424,pRL120212
SMa0426,pRL110107
SMa0429,noHit
SMa0431,noHit
SMa0433,noHit
SMa0436,noHit
SMa0444,noHit
SMa0445,noHit
SMa0447,noHit
SMa0448,noHit
SMa0450,noHit
SMa0453,pRL90095
SMa0461,noHit
SMa0462,RL1859
cyaI2,noHit
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,pRL120128
SMa0471,RL2523
SMa0473,pRL110045
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,noHit
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,pRL110213
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,pRL120079
SMa0503,noHit
SMa0506,noHit
SMa0508,pRL120081
SMa0510,pRL100390
idnD,idnD
idnO1,gno2
idnK,noHit
SMa0516,pRL100393
SMa0518,noHit
SMa0520,noHit
SMa0522,noHit
SMa0523,noHit
SMa0525,noHit
SMa0526,noHit
SMa0527,noHit
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,noHit
SMa0543,noHit
SMa0545,noHit
SMa0548,stbC1
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,RL2733
SMa0558,RL0775
SMa0559,RL2355
SMa0561,RL2357
SMa0563,RL2356
SMa0564,noHit
SMa0567,noHit
cyaF4,pRL110576
SMa0572,pRL100321
SMa0574,RL2483
SMa0575,noHit
SMa0576,noHit
cyaN,noHit
nrtC,pRL100346
nrtB,pRL100345
nrtA,pRL100344
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,RL2874
SMa0601,RL2873
SMa0604,noHit
SMa0606,noHit
SMa0607,RL1925
SMa0609,noHit
SMa0610,noHit
fixN3,fixN3
fixO3,fixO3
fixQ3,fixQ3
fixP3,fixP3
SMa0620,RL0533
fixI2,fixI
fixS2,noHit
SMa0625,noHit
SMa0626,RL0063
aqpZ2,noHit
SMa0629,noHit
SMa0630,noHit
SMa0631,noHit
SMa0633,RL4008
SMa0636,RL0067
SMa0637,noHit
SMa0638,noHit
SMa0639,noHit
SMa0640,noHit
SMa0643,noHit
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,noHit
SMa0657,noHit
SMa0659,noHit
SMa0661,noHit
SMa0662,noHit
SMa0663,RL2872
SMa0664,noHit
SMa0665,RL3143
SMa0667,noHit
SMa0669,noHit
SMa0670,RL2867
SMa0673,noHit
SMa0674,noHit
SMa0675,noHit
SMa0677,noHit
SMa0678,noHit
SMa0680,noHit
SMa0682,noHit
SMa0683,noHit
SMa0684,noHit
SMa0687,RL2308
SMa0689,RL2862
SMa0690,RL2863
arcA1,noHit
arcB,noHit
arcC,noHit
SMa0699,RL2865
SMa0702,RL3142
dgoK2,noHit
SMa0707,noHit
SMa0708,noHit
SMa0709,noHit
SMa0710,noHit
SMa0711,noHit
SMa0713,noHit
SMa0714,noHit
SMa0715,noHit
SMa0717,noHit
SMa0719,RL3848
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,noHit
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,noHit
SMa0750,noHit
SMa0751,noHit
SMa0752,noHit
SMa0753,noHit
SMa0754,noHit
nodD2,nodD
SMa0758,noHit
SMa0759,noHit
fixT2,noHit
fixK2,noHit
SMa0763,noHit
fixN2,fixN2
fixO2,noHit
fixQ2,fixQ1
fixP2,noHit
SMa0771,noHit
nodL,nodL
noeA,noHit
noeB,noHit
SMa0775,noHit
SMa0776,noHit
SMa0779,noHit
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,noHit
SMa0789,gstR
SMa0791,pRL100242
SMa0792,pRL100243
SMa0793,pRL100244
SMa0794,pRL100245
SMa0796,pRL100246
SMa0797,pRL100247
SMa0799,gtsA
SMa0800,gtsB
SMa0802,gtsC
SMa0803,gtsD
gabD4,noHit
syrB3,noHit
SMa0809,noHit
fixU,noHit
fdxN,noHit
nifB,nifB
nifA,nifA
fixX,fixX
fixC,fixC
fixB,fixB
fixA,fixA
SMa0824,noHit
nifH,nifH
nifD,nifD
nifK,nifK
nifE,nifE
nifX,noHit
SMa0833,noHit
fdxB,fdxB1
SMa0835,noHit
syrA,noHit
nodD3,noHit
SMa0841,noHit
SMa0846,noHit
SMa0848,noHit
syrM,noHit
SMa0850,noHit
nodH,noHit
nodF,nodF
nodE,nodE
nodG,noHit
nodP1,noHit
nodQ1,noHit
SMa0861,noHit
nodJ,nodJ
nodI,nodI
nodC,nodC
nodB,nodB
nodA,nodA
nodD1,noHit
SMa0872,noHit
nifN,nifN
nodN,nodN
nolG,noHit
nolF,noHit
nodM,nodM
SMa0882,noHit
SMa0883,noHit
SMa0886,noHit
SMa0887,noHit
SMa0888,RL2115
SMa0890,pRL80057
dnaE3,dnaE2
SMa0894,noHit
SMa0896,noHit
SMa0900,noHit
SMa0903,pRL70009
SMa0905,noHit
SMa0907,noHit
SMa0909,noHit
SMa0911,pRL70012
SMa0914,pRL70013
SMa0917,pRL70015
SMa0922,pRL70017
traG,traGp8
traD,traDp7
traC,traCp8
traA1,noHit
SMa0937,RL3997
SMa0939,noHit
SMa0940,noHit
SMa0941,noHit
SMa0943,noHit
SMa0945,noHit
SMa0947,noHit
SMa0950,noHit
SMa0951,noHit
SMa0952,pRL120170
SMa0953,noHit
SMa0955,noHit
SMa0956,optG
SMa0958,noHit
SMa0959,noHit
SMa0961,noHit
SMa0964,noHit
SMa0967,noHit
