SMc02793,DK53_1986
SM_b21221,noHit
SM_b21222,noHit
nodP2,cysD
nodQ2,cysC
SM_b21225,noHit
SM_b21226,noHit
SM_b21227,noHit
SM_b21228,noHit
SM_b21229,noHit
SM_b21230,noHit
SM_b21231,noHit
SM_b21232,noHit
TRm1b,noHit
TRm1a,noHit
SM_b21235,noHit
SM_b21236,noHit
SM_b21237,noHit
SM_b21238,noHit
SM_b21239,noHit
SM_b21240,noHit
SM_b21241,noHit
SM_b21242,noHit
SM_b21243,noHit
SM_b21244,noHit
exoF3,noHit
SM_b21246,noHit
SM_b21247,noHit
SM_b21248,DK53_541
SM_b21249,noHit
SM_b21250,noHit
SM_b21251,noHit
SM_b21252,noHit
SM_b21253,noHit
SM_b21254,noHit
SM_b21255,noHit
SM_b21256,noHit
SM_b21257,noHit
SM_b21258,noHit
SM_b21259,noHit
SM_b21260,noHit
SM_b21261,noHit
SM_b21262,noHit
SM_b21263,noHit
redA,noHit
redB,noHit
SM_b21266,noHit
SM_b21267,noHit
SM_b21268,noHit
SM_b21269,noHit
SM_b21270,noHit
SM_b21271,noHit
SM_b21272,noHit
SM_b21273,noHit
SM_b21274,noHit
SM_b21275,noHit
SM_b21277,noHit
adeC2,noHit
SM_b21279,noHit
SM_b21280,noHit
SM_b21281,DK53_2554
SM_b21283,noHit
SM_b21284,uraD
SM_b21285,uraH
xdhA1,xdhA
xdhB1,xdhB
xdhC,xdhC
SM_b21289,noHit
SM_b21290,noHit
SM_b21291,DK53_387
SM_b21292,DK53_388
guaD1,guaD
SM_b21294,noHit
SM_b21295,noHit
SM_b21296,noHit
pbpC,noHit
SM_b21298,noHit
deoR,noHit
deoC,noHit
SM_b21301,noHit
SM_b21302,DK53_1313
SM_b21303,noHit
SM_b21304,noHit
merA2,noHit
SM_b21144,DK53_231
SM_b21145,DK53_230
SM_b21146,DK53_229
SM_b21147,DK53_228
SM_b21148,noHit
SM_b21149,DK53_2477
SM_b21150,DK53_2476
SM_b21151,noHit
SM_b21152,noHit
SM_b21153,DK53_1776
SM_b21154,noHit
SM_b21155,DK53_2474
SM_b21156,noHit
SM_b21157,noHit
SM_b21158,DK53_2481
SM_b21159,DK53_2479
hexA,noHit
SM_b21161,noHit
SM_b21162,noHit
hutU,hutU
hutG,hutG
hutH1,hutH
hutI,hutI
SM_b21167,noHit
SM_b21168,noHit
SM_b21169,noHit
phnN,noHit
phnM,phnM
SM_b21172,noHit
SM_b21173,noHit
phoT,noHit
phoE,noHit
phoD,noHit
phoC,noHit
SM_b21178,noHit
SM_b21179,noHit
SM_b21180,noHit
SM_b21181,DK53_1075
SM_b21182,DK53_2921
htpG,noHit
ackA2,ackA
gabD2,noHit
gabT,noHit
SM_b21187,noHit
SM_b21188,noHit
SM_b21189,noHit
SM_b21190,noHit
msbA2,noHit
cbbA2,noHit
SM_b21196,DK53_2672
SM_b21197,DK53_2673
SM_b21198,DK53_2674
SM_b21199,nikE
SM_b21200,noHit
SM_b21201,noHit
SM_b21202,noHit
SM_b21203,noHit
SM_b21666,noHit
SM_b21204,DK53_2735
SM_b21205,noHit
SM_b21206,noHit
SM_b21207,noHit
SM_b21208,noHit
SM_b21209,noHit
SM_b21210,noHit
SM_b21211,noHit
SM_b21212,noHit
SM_b21667,noHit
pphA,noHit
orf24,DK53_856
orf23,noHit
wgeH,noHit
wgeG,noHit
wgeF,noHit
wgeE,noHit
wgeD,noHit
wgeC,noHit
wgeB,noHit
wgeA,noHit
wgdB,noHit
wgdA,noHit
wggR,noHit
wgcA,noHit
wgaA,noHit
wgaB,noHit
wgaD,noHit
wgaE,noHit
wgaF,noHit
wgaG,noHit
wgaH,noHit
wgaI,noHit
wgaJ,noHit
SM_b21328,noHit
SM_b21329,noHit
SM_b21330,noHit
SM_b21331,noHit
SM_b21332,noHit
SM_b21333,noHit
SM_b21334,noHit
SM_b21335,noHit
SM_b21336,noHit
SM_b21337,noHit
SM_b21338,noHit
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,noHit
SM_b21342,noHit
SM_b21343,noHit
SM_b21344,noHit
SM_b21345,noHit
SM_b21346,noHit
SM_b21347,noHit
SM_b21348,noHit
SM_b21349,noHit
SM_b21350,noHit
SM_b21351,noHit
SM_b21352,noHit
SM_b21353,noHit
uxaC,uxaC
SM_b21355,DK53_2777
SM_b21356,noHit
SM_b21357,noHit
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,noHit
SM_b21362,noHit
SM_b21668,noHit
SM_b21363,noHit
SM_b21364,noHit
SM_b21365,noHit
SM_b21669,noHit
SM_b21366,noHit
cycA,noHit
SM_b21368,noHit
SM_b21369,noHit
SM_b21370,noHit
SM_b21371,noHit
SM_b21372,noHit
SM_b21373,noHit
SM_b21374,noHit
SM_b21375,noHit
SM_b21376,noHit
SM_b21377,noHit
SM_b21378,noHit
SM_b21379,noHit
SM_b21380,noHit
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,noHit
SM_b21385,noHit
SM_b21525,noHit
tauA,noHit
tauB,DK53_3146
tauC,DK53_3145
SM_b21670,noHit
tauD,noHit
SM_b21530,noHit
SM_b21531,DK53_46
pta,noHit
SM_b21533,DK53_2993
SM_b21534,noHit
SM_b21535,DK53_47
SM_b21536,DK53_1446
SM_b21537,noHit
phnA,noHit
SM_b21539,noHit
SM_b21671,noHit
SM_b21540,noHit
SM_b21541,noHit
SM_b21542,noHit
SM_b21543,noHit
SM_b21544,noHit
SM_b21545,noHit
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,noHit
SM_b21550,noHit
SM_b21551,noHit
aacC4,noHit
SM_b21554,noHit
kefB2,noHit
SM_b21556,noHit
SM_b21557,noHit
SM_b21558,noHit
SM_b21559,noHit
SM_b21560,noHit
SM_b21561,noHit
SM_b21562,noHit
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,noHit
groEL5,noHit
SM_b21568,noHit
SM_b21569,noHit
stcD,noHit
SM_b21571,noHit
SM_b21572,noHit
SM_b21573,noHit
SM_b21574,noHit
SM_b21575,noHit
SM_b21576,noHit
SM_b21577,noHit
atcU2,DK53_227
hmrR2,cueR
SM_b21580,noHit
SM_b21581,noHit
SM_b21582,noHit
SM_b21583,noHit
SM_b21584,noHit
SM_b21585,noHit
gshB2,noHit
SM_b21587,noHit
SM_b21588,noHit
SM_b21589,noHit
SM_b21590,noHit
SM_b21591,noHit
SM_b21592,noHit
SM_b21593,noHit
SM_b21594,noHit
SM_b21595,noHit
SM_b21596,noHit
SM_b21597,noHit
SM_b21598,noHit
SM_b21599,noHit
ampC,noHit
SM_b21601,noHit
SM_b21602,noHit
SM_b21603,noHit
SM_b21604,noHit
SM_b21605,noHit
abfA,noHit
SM_b21672,noHit
SM_b20925,noHit
SM_b20926,noHit
SM_b20927,noHit
SM_b20928,noHit
SM_b20929,noHit
SM_b20930,DK53_2885
SM_b20931,noHit
exsH,noHit
exsG,noHit
exsF,DK53_115
exsI,noHit
SM_b20936,noHit
exsE,DK53_1453
exsD,queE
exsC,queD
exsB,queC
exsA,noHit
exoB,galE
exoZ,noHit
exoQ,noHit
exoF1,noHit
exoY,noHit
exoX,noHit
exoU,noHit
exoV,noHit
exoW,noHit
exoT,noHit
SM_b21673,noHit
exoI,noHit
SM_b20952,noHit
SM_b20953,noHit
exoH,noHit
exoK,noHit
exoL,noHit
exoA,noHit
exoM,noHit
exoO,noHit
exoN,noHit
exoP,noHit
thiD,thiD
SM_b20963,noHit
SM_b20964,noHit
SM_b20965,noHit
lacZ2,noHit
SM_b20967,noHit
SM_b20968,noHit
SM_b20969,noHit
SM_b20970,noHit
SM_b20971,noHit
SM_b20972,noHit
SM_b20973,noHit
SM_b20974,noHit
SM_b20975,noHit
SM_b20976,noHit
SM_b20977,noHit
SM_b20978,noHit
SM_b20979,noHit
SM_b20980,noHit
SM_b20981,noHit
SM_b20982,noHit
SM_b20983,noHit
nirB,noHit
nirD,noHit
narB,noHit
SM_b20987,noHit
SM_b20988,noHit
SM_b20989,noHit
nfeD,noHit
SM_b20991,DK53_2706
SM_b20992,noHit
SM_b21674,noHit
SM_b20993,noHit
SM_b20994,DK53_2121
engA,engA
SM_b20996,DK53_409
SM_b20997,noHit
SM_b20998,DK53_408
bacA,sbmA
SM_b21000,DK53_406
SM_b21001,noHit
map2,noHit
SM_b21003,noHit
SM_b21004,noHit
SM_b21005,noHit
SM_b21006,noHit
SM_b21007,noHit
SM_b21008,noHit
glpK,noHit
bdhA,DK53_1715
xdhA2,noHit
xdhB2,noHit
SM_b21676,noHit
SM_b20847,noHit
SM_b20848,noHit
guaD2,noHit
lldD1,DK53_2318
SM_b20851,noHit
SM_b20852,noHit
SM_b20853,noHit
SM_b20854,noHit
SM_b20855,noHit
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,noHit
SM_b21677,noHit
SM_b20860,noHit
SM_b20861,noHit
SM_b20862,noHit
SM_b20863,noHit
SM_b20864,noHit
SM_b20865,noHit
SM_b20866,noHit
SM_b20867,noHit
SM_b20868,noHit
SM_b20869,DK53_3089
SM_b20870,noHit
SM_b20871,noHit
SM_b20872,noHit
allA,DK53_527
SM_b20874,noHit
SM_b20875,noHit
SM_b20876,noHit
SM_b20877,noHit
SM_b20878,noHit
SM_b20879,noHit
rhlE2,DK53_1038
SM_b20881,noHit
SM_b20882,noHit
SM_b20883,noHit
SM_b20884,noHit
SM_b20885,noHit
SM_b20886,noHit
SM_b20887,noHit
SM_b20888,noHit
SM_b20889,noHit
araF,noHit
araE,DK53_216
araD,DK53_2295
araC,DK53_2303
araB,DK53_2302
araA,sbpA
gbpR,noHit
SM_b20897,noHit
SM_b20898,noHit
SM_b21678,noHit
idhA,idhA
SM_b20900,noHit
SM_b21679,noHit
SM_b20901,noHit
SM_b20902,xylF
SM_b20903,noHit
SM_b20904,noHit
SM_b20905,noHit
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,noHit
SM_b21680,noHit
SM_b21681,noHit
SM_b20909,noHit
SM_b20910,noHit
SM_b20911,noHit
SM_b20912,noHit
SM_b20913,noHit
SM_b21682,noHit
SM_b20914,noHit
aslA1,noHit
SM_b20916,noHit
TRm1a,noHit
TRm1b,noHit
SM_b20920,noHit
SM_b20921,noHit
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,noHit
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,noHit
SM_b21407,noHit
SM_b21408,noHit
SM_b21410,noHit
SM_b21411,noHit
SM_b21412,DK53_2723
SM_b21413,noHit
SM_b21414,noHit
SM_b21415,noHit
ddhA,noHit
ddhB,noHit
SM_b21418,noHit
SM_b21419,noHit
SM_b21684,noHit
SM_b21420,noHit
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,noHit
SM_b21424,noHit
SM_b21425,noHit
SM_b21426,noHit
SM_b21427,noHit
rmlC,noHit
SM_b21429,noHit
SM_b21430,noHit
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,noHit
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,noHit
SM_b21441,noHit
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,noHit
SM_b21445,noHit
glgX2,noHit
glgB2,noHit
SM_b21448,noHit
gst12,noHit
SM_b21450,noHit
SM_b21452,noHit
SM_b21454,noHit
SM_b21455,noHit
SM_b21456,noHit
SM_b21458,noHit
SM_b21459,noHit
SM_b21460,noHit
SM_b21461,noHit
SM_b21462,noHit
SM_b21463,noHit
SM_b21464,noHit
prsE,noHit
prsD,noHit
SM_b21467,noHit
SM_b21468,DK53_1429
SM_b21469,noHit
SM_b21470,noHit
SM_b21471,noHit
SM_b21472,noHit
SM_b21473,DK53_1176
SM_b21474,noHit
SM_b21475,noHit
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,noHit
SM_b21480,noHit
SM_b21481,noHit
SM_b21482,noHit
SM_b21483,noHit
SM_b21686,noHit
rpoE5,noHit
SM_b21687,noHit
SM_b21485,noHit
SM_b21486,noHit
cyoA,cyoA
cyoB,noHit
cyoC,cyoC
SM_b21490,noHit
SM_b21491,DK53_713
SM_b21492,DK53_3118
SM_b21493,noHit
ocd,DK53_2339
SM_b21689,noHit
SM_b21495,noHit
SM_b21496,noHit
acrE,noHit
acrF,noHit
SM_b21499,noHit
SM_b21500,noHit
SM_b21501,DK53_1166
SM_b21502,noHit
SM_b21503,noHit
SM_b21504,noHit
wzy,DK53_3030
SM_b21506,noHit
SM_b21507,noHit
dapA3,noHit
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,noHit
wzx2,noHit
hemK2,noHit
SM_b21515,noHit
SM_b21516,noHit
SM_b21517,noHit
SM_b21518,noHit
SM_b21519,noHit
SM_b21520,DK53_377
SM_b21521,noHit
minE,minE
minD,minD
minC,minC
SM_b20647,noHit
SM_b20648,noHit
nadE1,noHit
SM_b20650,noHit
SM_b20651,noHit
asnB,noHit
SM_b20654,noHit
SM_b20655,noHit
SM_b20656,noHit
SM_b20657,noHit
SM_b20658,noHit
SM_b20659,noHit
SM_b20660,noHit
SM_b20661,DK53_2480
SM_b20662,noHit
SM_b20663,noHit
SM_b20664,noHit
SM_b20665,noHit
SM_b20666,DK53_2995
SM_b20667,noHit
SM_b20668,noHit
SM_b20669,DK53_2992
SM_b20670,DK53_2991
SM_b20671,noHit
SM_b20672,noHit
SM_b20673,noHit
SM_b20674,noHit
SM_b20675,noHit
SM_b20676,noHit
SM_b20677,noHit
ttuD2,noHit
QglxR,noHit
hyi,noHit
gcl,noHit
iclR,noHit
SM_b20683,DK53_2755
SM_b20684,DK53_381
SM_b20685,noHit
SM_b20686,noHit
SM_b20687,noHit
SM_b20688,noHit
xthA4,noHit
SM_b20690,noHit
SM_b20691,noHit
idnO1,noHit
SM_b20694,noHit
SM_b20695,noHit
SM_b20696,noHit
SM_b20697,noHit
SM_b20698,noHit
SM_b20699,noHit
SM_b20700,noHit
SM_b20701,noHit
SM_b20702,noHit
SM_b20703,noHit
glgA2,noHit
SM_b20705,noHit
SM_b20706,noHit
cyaG2,noHit
SM_b20708,DK53_195
SM_b20709,noHit
SM_b20710,noHit
SM_b20711,noHit
SM_b20712,DK53_1583
SM_b20713,DK53_1585
SM_b20714,noHit
SM_b20715,noHit
SM_b20716,noHit
SM_b20717,noHit
SM_b20718,noHit
SM_b20719,DK53_559
SM_b20720,DK53_560
SM_b20721,DK53_2918
SM_b20722,noHit
SM_b20723,noHit
SM_b20724,noHit
SM_b20725,noHit
SM_b20726,noHit
SM_b20727,noHit
SM_b20728,noHit
SM_b20729,noHit
glnII,noHit
gstI,noHit
SM_b20747,noHit
pssF,noHit
uxuB,DK53_2417
SM_b20750,noHit
SM_b20751,mmsB
SM_b20752,hibch
SM_b20753,DK53_1291
SM_b20754,DK53_1171
pccB,pccB
pccA,pccA
bhbA,DK53_1175
SM_b20758,phnF
phnG,noHit
phnH,noHit
phnI,noHit
phnJ,noHit
phnK,noHit
phnL,noHit
SM_b20765,DK53_1383
TRm22,noHit
dak,noHit
SM_b20768,noHit
SM_b20769,noHit
SM_b20770,noHit
SM_b20771,noHit
pdxA2,noHit
SM_b20773,DK53_2224
SM_b20774,noHit
SM_b20775,noHit
cyaK,noHit
TRm19,noHit
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,DK53_2563
SM_b20785,DK53_2564
SM_b20786,DK53_2565
SM_b20787,DK53_2566
SM_b20568,DK53_2567
SM_b20569,noHit
SM_b20570,noHit
SM_b20571,noHit
SM_b21691,noHit
SM_b20573,noHit
SM_b20574,noHit
pcaB,pcaB
pcaG,pcaG
pcaH,pcaH
pcaC,pcaC
pcaD,pcaD
pcaQ,pcaQ
SM_b20581,noHit
SM_b20582,noHit
pobA,pobA
SM_b20584,noHit
ggt,noHit
pcaR,DK53_2577
pcaI,noHit
pcaJ,noHit
pcaF,pcaF
SM_b20590,noHit
SM_b20591,noHit
rpoE8,noHit
SM_b20593,noHit
amcY,noHit
ftsK2,DK53_2679
SM_b20596,noHit
SM_b20597,yqjF
repA3,repA
repB3,noHit
SM_b20600,noHit
SM_b21707,noHit
SM_b20602,noHit
SM_b20603,noHit
SM_b20604,noHit
SM_b20605,noHit
SM_b20606,noHit
SM_b20607,noHit
SM_b20608,noHit
SM_b20609,noHit
SM_b20610,noHit
dctA,noHit
dctB,noHit
dctD,noHit
SM_b20614,noHit
thiC,noHit
thiO,thiO
thiG,DK53_221
thiE,thiE
SM_b20619,noHit
SM_b20620,noHit
SM_b20621,noHit
SM_b20622,noHit
SM_b20623,noHit
SM_b20624,noHit
SM_b20625,noHit
SM_b20626,noHit
SM_b20627,noHit
SM_b20628,noHit
SM_b20629,noHit
SM_b20630,noHit
SM_b20631,noHit
SM_b20632,noHit
SM_b20633,noHit
SM_b20634,noHit
SM_b21706,noHit
TRm19,noHit
SM_b21630,DK53_371
nspC,nspC
SM_b21632,noHit
paaG,noHit
SM_b21634,noHit
paaZ,noHit
paaE,noHit
paaD,noHit
paaC,noHit
paaB,noHit
paaA,noHit
paaX,noHit
SM_b21642,noHit
agaL2,noHit
agpD,noHit
agpC,noHit
agpB,noHit
agpA,noHit
melA,noHit
agpT,noHit
lacR,noHit
SM_b21651,noHit
SM_b22003,noHit
SM_b22004,noHit
SM_b22005,noHit
SM_b22002,noHit
SM_b22001,noHit
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,noHit
SM_b22010,DK53_2765
SM_b22011,noHit
SM_b22012,noHit
SM_b22025,DK53_855
SM_b22013,noHit
groES5,noHit
SM_b22014,noHit
SM_b22015,noHit
cyoD,cyoD
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,noHit
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,noHit
SMc05007,noHit
ecnA,noHit
SMc05008,noHit
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,noHit
fdoG,noHit
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,noHit
selB,noHit
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,noHit
SMa0034,noHit
SMa0036,noHit
SMa0039,noHit
SMa0041,noHit
SMa0044,noHit
cah,noHit
SMa0050,noHit
SMa0052,noHit
SMa0056,noHit
SMa0058,noHit
SMa0059,noHit
SMa0060,noHit
SMa0062,noHit
SMa0063,noHit
SMa0064,noHit
SMa0065,DK53_2414
SMa0067,noHit
SMa0070,noHit
SMa0072,DK53_1315
SMa0074,noHit
SMa0077,noHit
SMa0078,noHit
SMa0079,noHit
SMa0081,DK53_1877
SMa0082,noHit
SMa0083,noHit
SMa0085,noHit
SMa0087,noHit
SMa0089,noHit
SMa0091,noHit
SMa0093,DK53_2304
SMa0095,DK53_2678
SMa0097,noHit
SMa0101,DK53_2581
SMa0104,noHit
SMa0105,noHit
SMa0106,noHit
SMa0108,noHit
SMa0110,noHit
SMa0112,noHit
SMa0113,noHit
SMa0114,noHit
SMa0116,DK53_445
SMa0117,noHit
SMa0118,noHit
SMa0121,noHit
SMa0123,noHit
groEL3,noHit
groES3,noHit
cspA8,noHit
SMa0128,noHit
SMa0130,noHit
SMa0132,noHit
SMa0134,noHit
SMa0136,noHit
SMa0137,noHit
SMa0139,noHit
SMa0142,noHit
rpoE6,noHit
SMa0144,noHit
SMa0146,noHit
SMa0148,noHit
SMa0149,DK53_572
SMa0150,noHit
SMa0151,noHit
SMa0155,noHit
SMa0157,noHit
SMa0160,noHit
SMa0162,noHit
pilQ2,noHit
SMa0164,noHit
SMa0166,noHit
SMa0168,noHit
SMa0169,noHit
SMa0171,noHit
SMa0172,noHit
SMa0175,noHit
SMa0179,noHit
SMa0180,noHit
cspA7,noHit
SMa0185,noHit
SMa0187,noHit
SMa0189,noHit
SMa0190,noHit
SMa0191,noHit
SMa0193,noHit
SMa0196,noHit
SMa0197,noHit
SMa0198,noHit
SMa0199,noHit
SMa0203,noHit
SMa0204,noHit
SMa0206,noHit
SMa0209,noHit
SMa0210,noHit
SMa0211,noHit
kduI,noHit
SMa0216,noHit
SMa0217,noHit
SMa0218,noHit
SMa0220,noHit
SMa0222,noHit
SMa0223,noHit
SMa0224,noHit
SMa0226,noHit
gdhA,gdhA
SMa0229,noHit
SMa0232,noHit
otsA,noHit
SMa0235,DK53_2297
SMa0237,noHit
SMa0241,DK53_2994
SMa0244,noHit
SMa0246,DK53_3107
SMa0247,noHit
SMa0249,noHit
SMa0250,noHit
SMa0252,noHit
SMa0254,noHit
SMa0255,DK53_2234
SMa0257,noHit
SMa0259,noHit
gabD3,noHit
SMa0263,noHit
SMa0265,noHit
SMa0267,noHit
SMa0270,ccmA
SMa0271,noHit
SMa0273,noHit
SMa0275,DK53_1181
SMa0277,noHit
SMa0279,noHit
SMa0280,noHit
SMa0281,noHit
SMa0285,noHit
SMa0286,noHit
SMa0287,noHit
SMa0288,noHit
SMa0291,noHit
SMa0293,noHit
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,noHit
SMa0308,noHit
SMa0310,noHit
SMa0312,noHit
SMa0314,noHit
SMa0316,noHit
SMa0319,noHit
SMa0320,rbtD
SMa0322,noHit
SMa0323,noHit
SMa0325,noHit
SMa0326,noHit
SMa0329,noHit
SMa0333,noHit
SMa0335,noHit
SMa0337,noHit
SMa0339,noHit
wrbA2,noHit
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,noHit
SMa0349,noHit
SMa0352,noHit
SMa0353,noHit
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,noHit
SMa0367,noHit
SMa0369,noHit
SMa0372,noHit
SMa0374,noHit
SMa0376,noHit
SMa0380,noHit
SMa0383,noHit
SMa0384,noHit
hisC3,noHit
SMa0389,noHit
SMa0391,noHit
SMa0392,noHit
SMa0394,noHit
SMa0396,noHit
hisD2,noHit
SMa0400,noHit
SMa0402,noHit
SMa0403,noHit
SMa0404,noHit
SMa0405,noHit
SMa0407,noHit
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,noHit
SMa0424,noHit
SMa0426,noHit
SMa0429,noHit
SMa0431,noHit
SMa0433,noHit
SMa0436,noHit
SMa0444,noHit
SMa0445,noHit
SMa0447,noHit
SMa0448,noHit
SMa0450,noHit
SMa0453,noHit
SMa0461,noHit
SMa0462,noHit
cyaI2,noHit
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,noHit
SMa0471,noHit
SMa0473,noHit
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,noHit
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,noHit
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,noHit
SMa0503,noHit
SMa0506,noHit
SMa0508,noHit
SMa0510,noHit
idnD,noHit
idnO1,noHit
idnK,noHit
SMa0516,noHit
SMa0518,noHit
SMa0520,noHit
SMa0522,noHit
SMa0523,noHit
SMa0525,noHit
SMa0526,noHit
SMa0527,noHit
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,noHit
SMa0543,noHit
SMa0545,noHit
SMa0548,noHit
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,DK53_74
SMa0558,noHit
SMa0559,noHit
SMa0561,noHit
SMa0563,noHit
SMa0564,noHit
SMa0567,noHit
cyaF4,noHit
SMa0572,noHit
SMa0574,noHit
SMa0575,noHit
SMa0576,noHit
cyaN,noHit
nrtC,noHit
nrtB,noHit
nrtA,noHit
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,noHit
SMa0601,noHit
SMa0604,noHit
SMa0606,noHit
SMa0607,noHit
SMa0609,noHit
SMa0610,noHit
fixN3,noHit
fixO3,noHit
fixQ3,noHit
fixP3,noHit
SMa0620,noHit
fixI2,noHit
fixS2,noHit
SMa0625,noHit
SMa0626,noHit
aqpZ2,noHit
SMa0629,noHit
SMa0630,noHit
SMa0631,noHit
SMa0633,noHit
SMa0636,noHit
SMa0637,noHit
SMa0638,noHit
SMa0639,noHit
SMa0640,noHit
SMa0643,noHit
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,noHit
SMa0657,noHit
SMa0659,noHit
SMa0661,noHit
SMa0662,noHit
SMa0663,noHit
SMa0664,noHit
SMa0665,noHit
SMa0667,noHit
SMa0669,noHit
SMa0670,noHit
SMa0673,noHit
SMa0674,noHit
SMa0675,noHit
SMa0677,noHit
SMa0678,noHit
SMa0680,noHit
SMa0682,noHit
SMa0683,noHit
SMa0684,noHit
SMa0687,noHit
SMa0689,noHit
SMa0690,noHit
arcA1,noHit
arcB,noHit
arcC,noHit
SMa0699,noHit
SMa0702,noHit
dgoK2,noHit
SMa0707,noHit
SMa0708,noHit
SMa0709,noHit
SMa0710,noHit
SMa0711,noHit
SMa0713,noHit
SMa0714,noHit
SMa0715,noHit
SMa0717,noHit
SMa0719,noHit
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,noHit
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,noHit
SMa0750,noHit
SMa0751,noHit
SMa0752,noHit
SMa0753,noHit
SMa0754,noHit
nodD2,noHit
SMa0758,noHit
SMa0759,noHit
fixT2,noHit
fixK2,noHit
SMa0763,noHit
fixN2,noHit
fixO2,ccoO
fixQ2,DK53_396
fixP2,ccoP
SMa0771,noHit
nodL,noHit
noeA,noHit
noeB,noHit
SMa0775,noHit
SMa0776,noHit
SMa0779,noHit
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,noHit
SMa0789,noHit
SMa0791,noHit
SMa0792,noHit
SMa0793,noHit
SMa0794,noHit
SMa0796,noHit
SMa0797,noHit
SMa0799,noHit
SMa0800,noHit
SMa0802,noHit
SMa0803,noHit
gabD4,noHit
syrB3,noHit
SMa0809,noHit
fixU,noHit
fdxN,noHit
nifB,noHit
nifA,noHit
fixX,noHit
fixC,noHit
fixB,noHit
fixA,noHit
SMa0824,noHit
nifH,noHit
nifD,noHit
nifK,noHit
nifE,noHit
nifX,noHit
SMa0833,noHit
fdxB,noHit
SMa0835,noHit
syrA,noHit
nodD3,noHit
SMa0841,noHit
SMa0846,noHit
SMa0848,noHit
syrM,noHit
SMa0850,noHit
nodH,noHit
nodF,noHit
nodE,noHit
nodG,noHit
nodP1,noHit
nodQ1,noHit
SMa0861,noHit
nodJ,noHit
nodI,noHit
nodC,noHit
nodB,noHit
nodA,noHit
nodD1,noHit
SMa0872,noHit
nifN,noHit
nodN,noHit
nolG,noHit
nolF,noHit
nodM,glmS
SMa0882,noHit
SMa0883,noHit
SMa0886,noHit
SMa0887,noHit
SMa0888,noHit
SMa0890,noHit
dnaE3,noHit
