SMc02793,Smed_3209
SM_b20144,Smed_3985
SM_b20145,Smed_3984
pdxA2,Smed_3983
SM_b20147,Smed_3982
SM_b20148,Smed_3981
SM_b20149,Smed_3980
SM_b20150,Smed_3968
SM_b20151,Smed_3967
SM_b20152,Smed_3966
SM_b20153,Smed_3965
SM_b20154,Smed_3964
SM_b20155,Smed_3963
SM_b20156,Smed_3962
SM_b20157,Smed_3961
SM_b20158,Smed_3960
SM_b20159,Smed_3959
SM_b20160,Smed_3958
SM_b20161,noHit
SM_b20162,Smed_3954
SM_b20163,Smed_3953
SM_b20164,Smed_3952
SM_b20165,Smed_3951
SM_b20166,Smed_3950
SM_b20167,Smed_3949
SM_b20168,Smed_3948
SM_b20169,Smed_3947
fdh,Smed_3946
SM_b20171,Smed_3945
SM_b20172,Smed_3944
SM_b20173,Smed_3943
SM_b20174,Smed_3942
SM_b20175,Smed_3941
SM_b20176,Smed_3940
SM_b20177,Smed_3939
SM_b20178,Smed_3938
SM_b20179,Smed_3937
SM_b20180,Smed_3936
SM_b20181,Smed_3935
SM_b20182,Smed_3934
SM_b20183,Smed_3933
SM_b20184,Smed_3932
SM_b20185,Smed_3931
SM_b20186,Smed_3930
SM_b20194,Smed_3928
ppe,Smed_3927
cbbX,Smed_3926
cbbS,Smed_3925
cbbL,Smed_3924
cbbA,Smed_3923
cbbT,Smed_3922
cbbP,Smed_3921
cbbF,Smed_3920
cbbR,Smed_3919
pqqA,noHit
pqqB,Smed_3918
pqqC,Smed_3917
pqqD,Smed_3916
pqqE,Smed_3915
SM_b20209,Smed_3914
SM_b20210,Smed_3913
SM_b20211,Smed_3912
SM_b20212,Smed_3911
SM_b20213,Smed_5325
SM_b20214,Smed_5531
SM_b20215,noHit
SM_b20216,Smed_3910
SM_b20217,Smed_3909
SM_b20218,Smed_3908
SM_b20219,Smed_3907
SM_b20221,Smed_5530
SM_b20222,Smed_3906
smc22-1,Smed_3903
SM_b20226,Smed_3902
ndiA-1,Smed_3901
ndiA-2,Smed_3900
ndiB,Smed_3899
smc22-r,Smed_2316
SM_b20231,Smed_2315
SM_b20232,Smed_2314
SM_b20233,Smed_2313
SM_b20234,Smed_2312
SM_b20235,Smed_2311
SM_b20236,Smed_3898
SM_b20238,Smed_3894
rmlB,Smed_3893
SM_b20240,Smed_3892
SM_b20241,Smed_3891
SM_b20242,Smed_3890
SM_b20243,Smed_3889
tyv,Smed_3888
SM_b20245,Smed_3887
SM_b20246,Smed_3886
SM_b20247,Smed_3885
SM_b20248,Smed_3884
SM_b20249,Smed_3883
SM_b20250,Smed_3882
SM_b20251,Smed_3881
SM_b20252,Smed_3880
SM_b20253,Smed_3879
SM_b20254,Smed_3878
SM_b20255,Smed_3877
SM_b20256,Smed_3876
cyaM,Smed_3875
SM_b20258,Smed_3874
SM_b20259,Smed_3873
SM_b20260,Smed_3871
SM_b20261,Smed_3870
SM_b20262,Smed_3869
SM_b20263,Smed_3868
SM_b20264,Smed_3867
SM_b20265,Smed_3866
SM_b20266,Smed_3865
SM_b20267,Smed_3864
SM_b20268,Smed_3863
SM_b20269,Smed_3862
SM_b20270,Smed_3861
SM_b20271,Smed_3860
SM_b20272,Smed_3859
SM_b20273,Smed_3858
SM_b20274,Smed_3857
SM_b20275,Smed_3856
SM_b20276,Smed_3855
SM_b20277,Smed_3854
SM_b20278,Smed_3853
SM_b20279,Smed_3852
SM_b20280,Smed_3851
SM_b20281,Smed_3850
SM_b20282,Smed_3849
SM_b20283,Smed_3848
SM_b20284,Smed_3847
SM_b20285,Smed_3846
SM_b20286,Smed_3845
SM_b20287,Smed_3844
SM_b20288,Smed_3843
SM_b20289,Smed_3842
SM_b20290,Smed_3841
SM_b20291,Smed_3840
SM_b20292,Smed_3839
SM_b20293,Smed_3838
SM_b20294,Smed_3837
SM_b20295,Smed_3836
SM_b20296,Smed_3835
SM_b20297,Smed_3834
SM_b20298,Smed_3833
nanA,Smed_3832
cyaF7,Smed_3831
SM_b20301,noHit
SM_b20302,Smed_3830
SM_b20303,Smed_3828
TRm2011-2C,noHit
TRm2011-2,noHit
TRm2011-2N,noHit
SM_b20307,Smed_3826
SM_b20312,Smed_3825
SM_b20313,Smed_3824
SM_b20314,Smed_3823
SM_b20315,Smed_3822
SM_b20316,Smed_3821
SM_b20317,Smed_3820
SM_b20318,Smed_3819
SM_b20319,Smed_3818
SM_b20320,Smed_3817
SM_b20321,Smed_3816
SM_b20322,Smed_3815
SM_b20323,Smed_3814
thuR,Smed_3813
thuE,Smed_3812
thuF,Smed_3811
thuG,Smed_3810
thuK,Smed_3809
thuA,Smed_3808
thuB,Smed_3807
SM_b20331,Smed_3806
SM_b20332,noHit
betT,noHit
SM_b20334,Smed_3787
SM_b20335,Smed_3785
SM_b20336,Smed_3784
SM_b20337,Smed_3783
SM_b20338,Smed_3782
SM_b20339,Smed_3781
SM_b20340,Smed_3780
SM_b20341,Smed_3778
SM_b20342,Smed_3777
SM_b20343,Smed_3776
SM_b20344,Smed_3775
SM_b20345,Smed_3774
SM_b20346,Smed_3773
SM_b20347,Smed_3772
SM_b20348,Smed_3771
SM_b20349,Smed_3770
SM_b20350,Smed_3769
SM_b20351,Smed_3768
SM_b20352,Smed_3767
SM_b20353,Smed_3766
SM_b20354,Smed_1278
SM_b20355,Smed_3765
SM_b20356,Smed_3764
SM_b20357,Smed_3763
cyaL,Smed_3762
SM_b20359,Smed_3761
SM_b20360,Smed_3760
SM_b20361,Smed_3759
SM_b20362,Smed_3755
SM_b20363,Smed_3754
SM_b20364,Smed_3753
SM_b20365,Smed_3752
SM_b20366,Smed_3751
SM_b20367,Smed_3750
SM_b20368,Smed_3749
SM_b20369,Smed_3748
SM_b20370,Smed_3747
SM_b20371,Smed_3746
SM_b20372,Smed_3745
SM_b20373,Smed_3744
SM_b20374,Smed_3743
SM_b20375,Smed_3742
SM_b20376,Smed_3741
SM_b20377,Smed_3740
SM_b20378,Smed_3739
SM_b20379,Smed_3738
SM_b20380,Smed_3737
SM_b20381,Smed_3736
SM_b20382,Smed_3735
SM_b20383,Smed_3734
SM_b20384,Smed_3733
SM_b20385,Smed_3732
SM_b20386,Smed_3731
SM_b20387,Smed_3730
SM_b20388,Smed_3729
SM_b20389,Smed_3728
SM_b20390,Smed_3727
SM_b20391,Smed_3726
SM_b20392,Smed_3725
rbcL,Smed_3724
SM_b20394,Smed_1279
SM_b20395,noHit
SM_b20396,noHit
SM_b20397,noHit
SM_b20398,Smed_3723
SM_b20399,Smed_3722
SM_b20400,Smed_3721
SM_b20401,Smed_3719
SM_b20402,noHit
SM_b20403,noHit
SM_b20404,noHit
SM_b20405,Smed_3718
hyuA,Smed_3717
hyuB,Smed_3716
SM_b20408,Smed_3715
SM_b20409,Smed_3714
SM_b20410,Smed_3713
SM_b20411,noHit
SM_b20412,noHit
SM_b20413,noHit
SM_b20414,Smed_3712
SM_b20415,Smed_3711
ugpB,Smed_3710
ugpA,Smed_3709
ugpE,Smed_3708
ugpC,Smed_3707
SM_b20420,Smed_3706
TRm21,noHit
SM_b20422,Smed_3705
SM_b20423,Smed_3704
SM_b20424,Smed_3703
SM_b20425,noHit
SM_b20426,Smed_3701
ehuA,Smed_3700
ehuB,Smed_3699
ehuC,Smed_3698
ehuD,Smed_3697
EutA,Smed_3696
eutB,Smed_3695
eutC,Smed_3694
eutD,Smed_3693
eutE,Smed_3692
SM_b20436,Smed_3690
SM_b20441,Smed_3689
SM_b20442,Smed_3688
SM_b20443,Smed_3687
SM_b20444,Smed_3686
SM_b20445,Smed_3685
uxuA,Smed_3684
SM_b20447,Smed_3683
SM_b20448,Smed_3682
SM_b20449,Smed_3681
SM_b20450,Smed_3680
SM_b20451,Smed_3679
SM_b20452,Smed_3678
SM_b20453,noHit
SM_b20454,Smed_3677
SM_b20455,Smed_3676
SM_b20456,Smed_3675
SM_b20457,Smed_3674
SM_b20458,Smed_3673
SM_b20459,Smed_3672
SM_b20460,Smed_3671
SM_b20461,Smed_3670
SM_b20462,Smed_3669
SM_b20463,Smed_3668
SM_b20464,Smed_3667
SM_b20465,Smed_3666
SM_b20466,Smed_3665
SM_b20467,noHit
SM_b20468,Smed_1980
SM_b20469,Smed_1979
SM_b20470,Smed_1978
SM_b20471,Smed_1977
SM_b20472,Smed_1976
SM_b20473,Smed_1975
SM_b20474,Smed_4432
SM_b20475,Smed_4431
SM_b20476,Smed_3647
SM_b20477,Smed_3646
SM_b20478,Smed_3645
SM_b20479,Smed_3644
SM_b20480,Smed_3643
asnO,Smed_3642
SM_b20482,Smed_3641
SM_b20483,Smed_3640
SM_b20484,Smed_3639
SM_b20485,Smed_3638
SM_b20486,Smed_3637
SM_b20487,Smed_3636
SM_b20488,Smed_3635
SM_b20489,Smed_3634
fucA2,Smed_3633
SM_b20491,Smed_2989
SM_b20492,Smed_5810
SM_b20493,noHit
SM_b20494,noHit
SM_b20495,noHit
SM_b20496,Smed_3611
lyx,Smed_3610
SM_b20498,Smed_3609
SM_b20499,Smed_3608
SM_b20500,Smed_3607
SM_b20501,Smed_3606
SM_b20502,Smed_3605
SM_b20503,Smed_3604
SM_b20504,Smed_3603
tfxG,noHit
SM_b20506,Smed_3602
SM_b20507,Smed_3601
SM_b20508,Smed_3600
SM_b20509,Smed_3599
dgoA,Smed_3598
SM_b20511,Smed_3597
SM_b20513,Smed_4435
SM_b20514,Smed_5775
SM_b20515,Smed_5776
SM_b20516,Smed_5777
SM_b20517,noHit
SM_b20518,Smed_1867
SM_b20519,noHit
SM_b20520,noHit
SM_b20521,noHit
SM_b20522,Smed_2876
SM_b20523,Smed_1471
SM_b20525,noHit
SM_b20527,noHit
SM_b20528,noHit
SM_b20529,noHit
SM_b20530,noHit
rpoE7,noHit
SM_b20532,noHit
SM_b20533,noHit
SM_b20534,Smed_3582
SM_b20535,Smed_3581
SM_b20536,Smed_3580
SM_b20537,Smed_3579
SM_b20538,Smed_3578
cyaF6,noHit
SM_b20540,noHit
SM_b20541,noHit
SM_b20542,noHit
SM_b20544,noHit
SM_b20543,noHit
SM_b20545,noHit
SM_b20546,noHit
SM_b20547,noHit
SM_b20548,noHit
SM_b20549,noHit
SM_b20550,noHit
SM_b20551,noHit
SM_b20552,Smed_5249
SM_b20553,noHit
SM_b20554,Smed_1928
SM_b20555,noHit
SM_b20556,noHit
SM_b20557,Smed_3577
SM_b20558,noHit
SM_b20559,noHit
SM_b20560,Smed_5025
SM_b20561,noHit
SM_b20562,Smed_5023
SM_b20563,Smed_5022
kdsB2,Smed_5021
SM_b20804,Smed_5020
SM_b20805,Smed_5019
SM_b20806,Smed_5018
SM_b20807,Smed_5017
SM_b20808,Smed_5016
kpsF1,Smed_5015
SM_b20810,Smed_5014
SM_b20811,Smed_5013
SM_b20812,Smed_5012
SM_b20813,Smed_5011
SM_b20814,Smed_5010
SM_b20815,noHit
SM_b20816,noHit
SM_b20817,Smed_5008
mocD,Smed_5007
mocE,Smed_5006
mocF,Smed_5005
SM_b20821,Smed_5004
rkpT2,Smed_5003
rkpZ2,Smed_4999
SM_b20824,noHit
SM_b20825,noHit
SM_b20826,noHit
SM_b20827,noHit
SM_b20828,noHit
SM_b21663,noHit
SM_b21664,noHit
SM_b21665,noHit
SM_b20829,Smed_5000
kpsF2,noHit
rkpR,Smed_4996
kpsT,Smed_4995
kpsM,Smed_4994
rkpZ1,Smed_4993
SM_b20835,noHit
SM_b20836,noHit
SM_b20837,noHit
SM_b20838,noHit
SM_b20839,Smed_4855
SM_b20840,noHit
SM_b20841,noHit
SM_b20842,noHit
algI,noHit
SM_b21013,noHit
SM_b21014,noHit
SM_b21015,noHit
SM_b21016,noHit
SM_b21017,noHit
SM_b21018,noHit
SM_b21019,noHit
SM_b21021,noHit
SM_b21022,noHit
SM_b21023,noHit
SM_b21024,noHit
SM_b21025,noHit
SM_b21026,Smed_4851
SM_b21027,noHit
SM_b21028,Smed_1889
SM_b21029,noHit
SM_b21030,Smed_4438
SM_b21031,noHit
SM_b21032,noHit
SM_b21034,noHit
SM_b21035,Smed_5034
SM_b21036,Smed_5035
SM_b21037,Smed_5416
SM_b21038,Smed_5038
SM_b21039,Smed_5039
SM_b21040,Smed_5040
SM_b21041,Smed_5412
pepT,Smed_5042
SM_b21043,noHit
SM_b21044,noHit
SM_b21695,noHit
SM_b21698,noHit
exoI2,Smed_6085
SM_b21696,noHit
SM_b21697,noHit
TRm10-1a,noHit
TRm10-1b-1,noHit
SM_b21045,Smed_1223
TRm10-1b-2,noHit
SM_b21047,noHit
SM_b21048,noHit
SM_b21049,noHit
wzx1,noHit
SM_b21051,noHit
SM_b21052,noHit
SM_b21053,noHit
SM_b21054,noHit
SM_b21055,noHit
SM_b21056,noHit
SM_b21057,noHit
SM_b21058,noHit
SM_b21059,noHit
SM_b21060,noHit
SM_b21061,noHit
SM_b21062,noHit
SM_b21063,noHit
SM_b21064,noHit
SM_b21065,noHit
SM_b21066,noHit
SM_b21067,noHit
SM_b21068,noHit
SM_b21069,noHit
exoP2,noHit
SM_b21071,noHit
SM_b21072,noHit
exoF2,noHit
SM_b21074,noHit
SM_b21075,noHit
SM_b21076,noHit
SM_b21077,noHit
SM_b21078,noHit
SM_b21079,Smed_4822
SM_b21080,Smed_4826
manB,noHit
manC/manA,noHit
SM_b21083,noHit
SM_b21084,noHit
SM_b21085,noHit
SM_b21086,noHit
traA2,noHit
SM_b21088,noHit
SM_b21089,Smed_4992
SM_b21090,Smed_4991
lysM,Smed_4990
SM_b21092,Smed_4989
SM_b21093,Smed_4988
argH2,Smed_4987
SM_b21095,Smed_4986
SM_b21096,Smed_4985
SM_b21097,Smed_4984
SM_b21098,noHit
SM_b21099,noHit
SM_b21100,Smed_4982
SM_b21101,Smed_4981
SM_b21102,Smed_4980
SM_b21103,Smed_4979
SM_b21104,Smed_4978
SM_b21105,Smed_4977
SM_b21106,Smed_4976
manR,Smed_4975
SM_b21108,Smed_4974
SM_b21109,Smed_4973
SM_b21110,Smed_4972
SM_b21111,Smed_4971
hpaG,Smed_4970
SM_b21113,Smed_4969
nrtA,Smed_4527
SM_b21115,Smed_4528
SM_b21116,Smed_4529
SM_b21117,Smed_4530
gntK,Smed_4531
SM_b21120,noHit
ivdH,Smed_4532
mccA,Smed_4533
SM_b21123,Smed_4534
mccB,Smed_4535
hmgL,Smed_4536
eccH2,Smed_4537
SM_b21127,Smed_4538
SM_b21128,Smed_4539
SM_b21129,Smed_4540
cysA2,Smed_4541
cysP2,Smed_4542
SM_b21132,Smed_4543
SM_b21133,Smed_4544
SM_b21134,Smed_4545
SM_b21135,Smed_4546
SM_b21136,Smed_4547
SM_b21137,Smed_4548
SM_b21138,Smed_4549
SM_b21139,Smed_4550
SM_b21140,Smed_4551
SM_b21216,Smed_4552
SM_b21217,Smed_4553
SM_b21218,Smed_4554
SM_b21219,Smed_4555
SM_b21220,Smed_4556
SM_b21221,Smed_4557
SM_b21222,Smed_4558
nodP2,noHit
nodQ2,Smed_6191
SM_b21225,Smed_4561
SM_b21226,Smed_4562
SM_b21227,Smed_4563
SM_b21228,Smed_4564
SM_b21229,Smed_4565
SM_b21230,Smed_4566
SM_b21231,Smed_4567
SM_b21232,Smed_4568
TRm1b,noHit
TRm1a,Smed_5766
SM_b21235,Smed_4569
SM_b21236,Smed_4570
SM_b21237,Smed_4571
SM_b21238,noHit
SM_b21239,Smed_4572
SM_b21240,Smed_4573
SM_b21241,Smed_4574
SM_b21242,Smed_4575
SM_b21243,Smed_4576
SM_b21244,Smed_6369
exoF3,Smed_4578
SM_b21246,Smed_4579
SM_b21247,Smed_4580
SM_b21248,Smed_4581
SM_b21249,Smed_4582
SM_b21250,Smed_4583
SM_b21251,Smed_4584
SM_b21252,Smed_4585
SM_b21253,Smed_4586
SM_b21254,Smed_4587
SM_b21255,Smed_4588
SM_b21256,Smed_4589
SM_b21257,Smed_4590
SM_b21258,noHit
SM_b21259,Smed_4591
SM_b21260,Smed_4592
SM_b21261,Smed_4593
SM_b21262,Smed_4594
SM_b21263,Smed_4595
redA,Smed_4596
redB,Smed_4597
SM_b21266,Smed_4598
SM_b21267,noHit
SM_b21268,noHit
SM_b21269,Smed_4600
SM_b21270,Smed_4601
SM_b21271,Smed_4602
SM_b21272,Smed_4604
SM_b21273,Smed_4605
SM_b21274,Smed_4606
SM_b21275,Smed_4607
SM_b21277,Smed_4609
adeC2,Smed_4610
SM_b21279,Smed_4612
SM_b21280,Smed_4613
SM_b21281,Smed_4615
SM_b21283,noHit
SM_b21284,Smed_4618
SM_b21285,Smed_4619
xdhA1,Smed_4620
xdhB1,Smed_4621
xdhC,Smed_4622
SM_b21289,noHit
SM_b21290,noHit
SM_b21291,Smed_4623
SM_b21292,Smed_4624
guaD1,Smed_4625
SM_b21294,noHit
SM_b21295,Smed_4626
SM_b21296,Smed_4627
pbpC,Smed_4628
SM_b21298,noHit
deoR,Smed_4630
deoC,Smed_4631
SM_b21301,Smed_4632
SM_b21302,Smed_4633
SM_b21303,Smed_4634
SM_b21304,Smed_4635
merA2,Smed_4636
SM_b21144,Smed_4637
SM_b21145,Smed_4638
SM_b21146,Smed_4639
SM_b21147,Smed_4640
SM_b21148,Smed_4641
SM_b21149,Smed_4642
SM_b21150,Smed_4643
SM_b21151,Smed_4644
SM_b21152,Smed_4645
SM_b21153,Smed_4646
SM_b21154,Smed_4647
SM_b21155,Smed_4648
SM_b21156,Smed_4649
SM_b21157,Smed_4650
SM_b21158,Smed_4651
SM_b21159,Smed_4652
hexA,Smed_4653
SM_b21161,Smed_4654
SM_b21162,Smed_4655
hutU,Smed_4656
hutG,Smed_4657
hutH1,Smed_4658
hutI,Smed_4659
SM_b21167,noHit
SM_b21168,Smed_4660
SM_b21169,Smed_4661
phnN,Smed_4662
phnM,Smed_4663
SM_b21172,noHit
SM_b21173,noHit
phoT,Smed_4665
phoE,Smed_4666
phoD,Smed_4667
phoC,Smed_4668
SM_b21178,noHit
SM_b21179,Smed_4669
SM_b21180,Smed_4670
SM_b21181,Smed_4671
SM_b21182,Smed_4672
htpG,Smed_4673
ackA2,Smed_4675
gabD2,Smed_4676
gabT,Smed_4677
SM_b21187,Smed_4678
SM_b21188,Smed_4679
SM_b21189,Smed_4680
SM_b21190,Smed_4681
msbA2,Smed_4682
cbbA2,Smed_4683
SM_b21196,Smed_4685
SM_b21197,Smed_4686
SM_b21198,Smed_4687
SM_b21199,Smed_4688
SM_b21200,Smed_4689
SM_b21201,Smed_4690
SM_b21202,Smed_4691
SM_b21203,Smed_4692
SM_b21666,noHit
SM_b21204,Smed_4695
SM_b21205,Smed_4696
SM_b21206,Smed_4697
SM_b21207,Smed_4698
SM_b21208,Smed_4699
SM_b21209,noHit
SM_b21210,noHit
SM_b21211,Smed_6033
SM_b21212,Smed_4701
SM_b21667,noHit
pphA,Smed_4702
orf24,Smed_4703
orf23,noHit
wgeH,Smed_4704
wgeG,Smed_4705
wgeF,Smed_4706
wgeE,Smed_4707
wgeD,Smed_4708
wgeC,Smed_4709
wgeB,Smed_4710
wgeA,Smed_4711
wgdB,Smed_4712
wgdA,Smed_4713
wggR,Smed_4714
wgcA,Smed_4715
wgaA,Smed_4716
wgaB,Smed_4717
wgaD,Smed_4718
wgaE,Smed_4719
wgaF,Smed_4720
wgaG,Smed_4721
wgaH,Smed_4722
wgaI,Smed_4723
wgaJ,Smed_4724
SM_b21328,Smed_4725
SM_b21329,Smed_4726
SM_b21330,Smed_4727
SM_b21331,noHit
SM_b21332,Smed_4728
SM_b21333,Smed_4729
SM_b21334,Smed_4730
SM_b21335,Smed_4731
SM_b21336,Smed_4732
SM_b21337,Smed_4733
SM_b21338,Smed_4734
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,Smed_4736
SM_b21342,Smed_4737
SM_b21343,Smed_4738
SM_b21344,Smed_4739
SM_b21345,Smed_4740
SM_b21346,Smed_4741
SM_b21347,Smed_4742
SM_b21348,Smed_4743
SM_b21349,Smed_4744
SM_b21350,Smed_4745
SM_b21351,Smed_4746
SM_b21352,Smed_4747
SM_b21353,Smed_4748
uxaC,Smed_4749
SM_b21355,Smed_4750
SM_b21356,Smed_4751
SM_b21357,noHit
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,Smed_4753
SM_b21362,Smed_4754
SM_b21668,noHit
SM_b21363,Smed_4755
SM_b21364,Smed_4756
SM_b21365,Smed_4757
SM_b21669,noHit
SM_b21366,Smed_4758
cycA,Smed_4759
SM_b21368,Smed_4760
SM_b21369,Smed_4761
SM_b21370,Smed_4762
SM_b21371,Smed_4763
SM_b21372,Smed_4764
SM_b21373,Smed_4765
SM_b21374,Smed_4766
SM_b21375,Smed_4767
SM_b21376,Smed_4768
SM_b21377,Smed_4769
SM_b21378,Smed_4770
SM_b21379,Smed_4771
SM_b21380,Smed_4070
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,noHit
SM_b21385,noHit
SM_b21525,Smed_4858
tauA,Smed_4859
tauB,Smed_4860
tauC,Smed_4861
SM_b21670,Smed_4862
tauD,Smed_4863
SM_b21530,Smed_4867
SM_b21531,Smed_4868
pta,Smed_4869
SM_b21533,Smed_4870
SM_b21534,Smed_4871
SM_b21535,Smed_4872
SM_b21536,Smed_4873
SM_b21537,Smed_4874
phnA,Smed_4875
SM_b21539,Smed_4876
SM_b21671,noHit
SM_b21540,Smed_4877
SM_b21541,Smed_4878
SM_b21542,Smed_4879
SM_b21543,Smed_5278
SM_b21544,Smed_5279
SM_b21545,noHit
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,Smed_5900
SM_b21550,Smed_5899
SM_b21551,noHit
aacC4,noHit
SM_b21554,noHit
kefB2,Smed_1212
SM_b21556,noHit
SM_b21557,noHit
SM_b21558,noHit
SM_b21559,noHit
SM_b21560,noHit
SM_b21561,noHit
SM_b21562,noHit
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,Smed_1280
groEL5,Smed_1281
SM_b21568,Smed_1283
SM_b21569,noHit
stcD,Smed_4887
SM_b21571,Smed_4888
SM_b21572,Smed_4889
SM_b21573,Smed_4890
SM_b21574,noHit
SM_b21575,Smed_4892
SM_b21576,Smed_4893
SM_b21577,noHit
atcU2,Smed_4897
hmrR2,Smed_4898
SM_b21580,Smed_5610
SM_b21581,Smed_4899
SM_b21582,Smed_4900
SM_b21583,noHit
SM_b21584,noHit
SM_b21585,Smed_4906
gshB2,Smed_4907
SM_b21587,Smed_4908
SM_b21588,Smed_4909
SM_b21589,Smed_4910
SM_b21590,Smed_4911
SM_b21591,Smed_4912
SM_b21592,Smed_4913
SM_b21593,Smed_4914
SM_b21594,Smed_4915
SM_b21595,Smed_4916
SM_b21596,Smed_4917
SM_b21597,Smed_4918
SM_b21598,Smed_4919
SM_b21599,Smed_4920
ampC,Smed_4921
SM_b21601,Smed_5584
SM_b21602,Smed_5580
SM_b21603,Smed_5581
SM_b21604,Smed_5582
SM_b21605,noHit
abfA,Smed_5583
SM_b21672,noHit
SM_b20925,Smed_4923
SM_b20926,Smed_4924
SM_b20927,Smed_4926
SM_b20928,Smed_4927
SM_b20929,Smed_4928
SM_b20930,Smed_4929
SM_b20931,Smed_4930
exsH,Smed_4931
exsG,Smed_4932
exsF,Smed_4933
exsI,Smed_4934
SM_b20936,noHit
exsE,Smed_4936
exsD,Smed_4937
exsC,Smed_4938
exsB,Smed_4939
exsA,Smed_4941
exoB,Smed_4942
exoZ,Smed_4943
exoQ,Smed_4944
exoF1,Smed_4945
exoY,Smed_4946
exoX,Smed_4947
exoU,Smed_4948
exoV,Smed_4949
exoW,Smed_4950
exoT,Smed_4951
SM_b21673,noHit
exoI,noHit
SM_b20952,Smed_4953
SM_b20953,noHit
exoH,Smed_4954
exoK,Smed_4955
exoL,Smed_4956
exoA,Smed_4957
exoM,Smed_4958
exoO,Smed_4959
exoN,Smed_4960
exoP,Smed_4961
thiD,Smed_4962
SM_b20963,noHit
SM_b20964,Smed_4963
SM_b20965,Smed_4964
lacZ2,noHit
SM_b20967,noHit
SM_b20968,noHit
SM_b20969,noHit
SM_b20970,noHit
SM_b20971,noHit
SM_b20972,noHit
SM_b20973,noHit
SM_b20974,noHit
SM_b20975,noHit
SM_b20976,noHit
SM_b20977,noHit
SM_b20978,Smed_4965
SM_b20979,Smed_4966
SM_b20980,Smed_4967
SM_b20981,Smed_4968
SM_b20982,noHit
SM_b20983,noHit
nirB,Smed_4525
nirD,Smed_4524
narB,Smed_4523
SM_b20987,Smed_4522
SM_b20988,Smed_4521
SM_b20989,Smed_4520
nfeD,Smed_4519
SM_b20991,Smed_4518
SM_b20992,Smed_4517
SM_b21674,noHit
SM_b20993,Smed_4516
SM_b20994,Smed_4515
engA,Smed_4514
SM_b20996,Smed_4513
SM_b20997,Smed_4512
SM_b20998,Smed_4511
bacA,Smed_4510
SM_b21000,Smed_4509
SM_b21001,noHit
map2,Smed_4508
SM_b21003,Smed_4507
SM_b21004,Smed_4506
SM_b21005,Smed_4505
SM_b21006,Smed_4504
SM_b21007,Smed_4503
SM_b21008,Smed_4502
glpK,Smed_4501
bdhA,Smed_4500
xdhA2,Smed_4499
xdhB2,Smed_4498
SM_b21676,Smed_4497
SM_b20847,Smed_4496
SM_b20848,Smed_4495
guaD2,Smed_4494
lldD1,Smed_4493
SM_b20851,noHit
SM_b20852,Smed_3035
SM_b20853,noHit
SM_b20854,noHit
SM_b20855,noHit
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,Smed_5827
SM_b21677,noHit
SM_b20860,Smed_5825
SM_b20861,Smed_5824
SM_b20862,noHit
SM_b20863,Smed_5823
SM_b20864,Smed_5822
SM_b20865,Smed_5821
SM_b20866,Smed_5820
SM_b20867,noHit
SM_b20868,noHit
SM_b20869,Smed_5540
SM_b20870,Smed_5829
SM_b20871,Smed_5828
SM_b20872,Smed_4492
allA,Smed_4491
SM_b20874,Smed_4490
SM_b20875,Smed_4489
SM_b20876,Smed_4488
SM_b20877,Smed_4487
SM_b20878,Smed_4486
SM_b20879,Smed_4485
rhlE2,Smed_4484
SM_b20881,Smed_4614
SM_b20882,noHit
SM_b20883,noHit
SM_b20884,noHit
SM_b20885,Smed_4483
SM_b20886,Smed_4482
SM_b20887,Smed_4481
SM_b20888,Smed_4480
SM_b20889,Smed_4479
araF,Smed_4478
araE,Smed_4477
araD,Smed_4476
araC,Smed_4475
araB,Smed_4474
araA,Smed_4473
gbpR,Smed_4472
SM_b20897,Smed_4471
SM_b20898,noHit
SM_b21678,noHit
idhA,Smed_4469
SM_b20900,noHit
SM_b21679,noHit
SM_b20901,Smed_4468
SM_b20902,Smed_4467
SM_b20903,Smed_4466
SM_b20904,Smed_4465
SM_b20905,noHit
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,Smed_4842
SM_b21680,Smed_4841
SM_b21681,Smed_4840
SM_b20909,noHit
SM_b20910,Smed_4838
SM_b20911,Smed_4837
SM_b20912,Smed_1305
SM_b20913,Smed_1306
SM_b21682,Smed_4833
SM_b20914,noHit
aslA1,Smed_3791
SM_b20916,noHit
TRm1a,Smed_5766
TRm1b,noHit
SM_b20920,Smed_1865
SM_b20921,Smed_4778
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,Smed_6347
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,Smed_1426
SM_b21407,Smed_1427
SM_b21408,noHit
SM_b21410,Smed_4427
SM_b21411,noHit
SM_b21412,Smed_4425
SM_b21413,Smed_4424
SM_b21414,Smed_4423
SM_b21415,Smed_4422
ddhA,noHit
ddhB,noHit
SM_b21418,noHit
