SMc02793,Atu0001
SM_b21255,cyaC
SM_b21256,Atu2582
SM_b21257,noHit
SM_b21258,noHit
SM_b21259,noHit
SM_b21260,Atu2586
SM_b21261,Atu2587
SM_b21262,Atu2588
SM_b21263,Atu2589
redA,Atu2590
redB,redB
SM_b21266,redA
SM_b21267,noHit
SM_b21268,noHit
SM_b21269,Atu2577
SM_b21270,Atu2578
SM_b21271,noHit
SM_b21272,Atu4420
SM_b21273,Atu4421
SM_b21274,Atu4422
SM_b21275,Atu4423
SM_b21277,iunH
adeC2,adeC
SM_b21279,Atu4428
SM_b21280,Atu4429
SM_b21281,noHit
SM_b21283,noHit
SM_b21284,noHit
SM_b21285,noHit
xdhA1,noHit
xdhB1,noHit
xdhC,xdhC
SM_b21289,noHit
SM_b21290,noHit
SM_b21291,noHit
SM_b21292,noHit
guaD1,noHit
SM_b21294,noHit
SM_b21295,hspAT1
SM_b21296,Atu1219
pbpC,pbpC
SM_b21298,Atu3695
deoR,deoR
deoC,deoC
SM_b21301,Atu4849
SM_b21302,Atu2016
SM_b21303,Atu1551
SM_b21304,noHit
merA2,Atu5537
SM_b21144,Atu0199
SM_b21145,Atu0198
SM_b21146,Atu0197
SM_b21147,Atu0196
SM_b21148,Atu2604
SM_b21149,malF
SM_b21150,malG
SM_b21151,malE
SM_b21152,malK
SM_b21153,Atu2343
SM_b21154,noHit
SM_b21155,Atu3928
SM_b21156,Atu8181
SM_b21157,Atu5232
SM_b21158,Atu2598
SM_b21159,Atu2597
hexA,Atu2596
SM_b21161,Atu2595
SM_b21162,Atu2594
hutU,hutU
hutG,Atu3932
hutH1,hutH
hutI,hutI
SM_b21167,noHit
SM_b21168,noHit
SM_b21169,Atu1254
phnN,gmk
phnM,phnM
SM_b21172,noHit
SM_b21173,noHit
phoT,phnE
phoE,phnE
phoD,phnD
phoC,phnC
SM_b21178,noHit
SM_b21179,noHit
SM_b21180,noHit
SM_b21181,gcdH
SM_b21182,caiB
htpG,noHit
ackA2,noHit
gabD2,noHit
gabT,noHit
SM_b21187,noHit
SM_b21188,noHit
SM_b21189,exoU
SM_b21190,noHit
msbA2,noHit
cbbA2,noHit
SM_b21196,Atu4259
SM_b21197,Atu4258
SM_b21198,Atu4257
SM_b21199,Atu4256
SM_b21200,dctD
SM_b21201,Atu0113
SM_b21202,Atu2453
SM_b21203,Atu2452
SM_b21666,noHit
SM_b21204,noHit
SM_b21205,noHit
SM_b21206,noHit
SM_b21207,noHit
SM_b21208,noHit
SM_b21209,noHit
SM_b21210,Atu3781
SM_b21211,Atu4020
SM_b21212,noHit
SM_b21667,noHit
pphA,prp1
orf24,Atu3251
orf23,noHit
wgeH,noHit
wgeG,noHit
wgeF,noHit
wgeE,noHit
wgeD,noHit
wgeC,noHit
wgeB,noHit
wgeA,noHit
wgdB,noHit
wgdA,noHit
wggR,noHit
wgcA,noHit
wgaA,noHit
wgaB,noHit
wgaD,noHit
wgaE,noHit
wgaF,noHit
wgaG,rfbA
wgaH,rfbC
wgaI,rffB
wgaJ,rfbD
SM_b21328,noHit
SM_b21329,noHit
SM_b21330,Atu4724
SM_b21331,noHit
SM_b21332,noHit
SM_b21333,noHit
SM_b21334,noHit
SM_b21335,noHit
SM_b21336,noHit
SM_b21337,noHit
SM_b21338,noHit
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,noHit
SM_b21342,noHit
SM_b21343,noHit
SM_b21344,noHit
SM_b21345,noHit
SM_b21346,noHit
SM_b21347,kdgF
SM_b21348,kduD
SM_b21349,noHit
SM_b21350,Atu3144
SM_b21351,Atu3135
SM_b21352,Atu3136
SM_b21353,Atu3137
uxaC,noHit
SM_b21355,Atu3964
SM_b21356,noHit
SM_b21357,noHit
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,noHit
SM_b21362,noHit
SM_b21668,noHit
SM_b21363,noHit
SM_b21364,noHit
SM_b21365,noHit
SM_b21669,noHit
SM_b21366,noHit
cycA,noHit
SM_b21368,noHit
SM_b21369,noHit
SM_b21370,noHit
SM_b21371,noHit
SM_b21372,Atu3162
SM_b21373,agaZ
SM_b21374,scrK
SM_b21375,rbsC
SM_b21376,noHit
SM_b21377,noHit
SM_b21378,noHit
SM_b21379,noHit
SM_b21380,noHit
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,Atu0864
SM_b21385,noHit
SM_b21525,noHit
tauA,noHit
tauB,noHit
tauC,noHit
SM_b21670,noHit
tauD,noHit
SM_b21530,noHit
SM_b21531,Atu0671
pta,noHit
SM_b21533,Atu5243
SM_b21534,noHit
SM_b21535,Atu4411
SM_b21536,noHit
SM_b21537,noHit
phnA,noHit
SM_b21539,noHit
SM_b21671,noHit
SM_b21540,noHit
SM_b21541,noHit
SM_b21542,noHit
SM_b21543,noHit
SM_b21544,noHit
SM_b21545,noHit
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,noHit
SM_b21550,noHit
SM_b21551,noHit
aacC4,noHit
SM_b21554,noHit
kefB2,kefB
SM_b21556,noHit
SM_b21557,noHit
SM_b21558,noHit
SM_b21559,noHit
SM_b21560,noHit
SM_b21561,noHit
SM_b21562,noHit
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,noHit
groEL5,noHit
SM_b21568,noHit
SM_b21569,noHit
stcD,stcD
SM_b21571,Atu2537
SM_b21572,noHit
SM_b21573,noHit
SM_b21574,noHit
SM_b21575,Atu5323
SM_b21576,Atu5321
SM_b21577,noHit
atcU2,Atu1195
hmrR2,cueR
SM_b21580,Atu3182
SM_b21581,noHit
SM_b21582,noHit
SM_b21583,noHit
SM_b21584,Atu4145
SM_b21585,Atu4146
gshB2,gshB
SM_b21587,Atu3222
SM_b21588,Atu3223
SM_b21589,Atu3224
SM_b21590,Atu3225
SM_b21591,noHit
SM_b21592,Atu4358
SM_b21593,Atu4359
SM_b21594,thuF
SM_b21595,Atu4361
SM_b21596,Atu4362
SM_b21597,Atu4363
SM_b21598,thuR
SM_b21599,Atu2313
ampC,ampC
SM_b21601,celI
SM_b21602,Atu3100
SM_b21603,Atu3101
SM_b21604,Atu3102
SM_b21605,Atu3103
abfA,arfA
SM_b21672,noHit
SM_b20925,noHit
SM_b20926,noHit
SM_b20927,noHit
SM_b20928,noHit
SM_b20929,noHit
SM_b20930,noHit
SM_b20931,noHit
exsH,exsH
exsG,noHit
exsF,noHit
exsI,exsI
SM_b20936,noHit
exsE,exsE
exsD,exsD
exsC,exsC
exsB,exsB
exsA,exsA
exoB,galE/exoB
exoZ,Atu2358
exoQ,exoQ
exoF1,exoF
exoY,exoY
exoX,exoX
exoU,exoU
exoV,exoV
exoW,exoW
exoT,exoT
SM_b21673,noHit
exoI,noHit
SM_b20952,noHit
SM_b20953,noHit
exoH,exoH
exoK,exoK
exoL,exoL
exoA,exoA
exoM,exoM
exoO,exoO
exoN,exoN
exoP,exoP
thiD,thiD
SM_b20963,noHit
SM_b20964,Atu1480
SM_b20965,Atu1917
lacZ2,noHit
SM_b20967,noHit
SM_b20968,noHit
SM_b20969,noHit
SM_b20970,noHit
SM_b20971,noHit
SM_b20972,noHit
SM_b20973,noHit
SM_b20974,noHit
SM_b20975,noHit
SM_b20976,noHit
SM_b20977,noHit
SM_b20978,noHit
SM_b20979,noHit
SM_b20980,noHit
SM_b20981,noHit
SM_b20982,noHit
SM_b20983,noHit
nirB,nirB
nirD,nirD
narB,nasA
SM_b20987,cysG
SM_b20988,noHit
SM_b20989,noHit
nfeD,noHit
SM_b20991,Atu5518
SM_b20992,noHit
SM_b21674,noHit
SM_b20993,noHit
SM_b20994,noHit
engA,engA
SM_b20996,Atu2301
SM_b20997,Atu2302
SM_b20998,Atu2303
bacA,sbmA
SM_b21000,Atu2305
SM_b21001,noHit
map2,map
SM_b21003,Atu2307
SM_b21004,Atu2003
SM_b21005,noHit
SM_b21006,noHit
SM_b21007,noHit
SM_b21008,noHit
glpK,glpK
bdhA,bdhA
xdhA2,xdhA
xdhB2,xdhB
SM_b21676,noHit
SM_b20847,Atu2312
SM_b20848,Atu2314
guaD2,gda
lldD1,lldA
SM_b20851,noHit
SM_b20852,noHit
SM_b20853,noHit
SM_b20854,Atu3065
SM_b20855,rbsA
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,noHit
SM_b21677,noHit
SM_b20860,noHit
SM_b20861,noHit
SM_b20862,noHit
SM_b20863,Atu4304
SM_b20864,Atu4302
SM_b20865,noHit
SM_b20866,Atu4307
SM_b20867,noHit
SM_b20868,noHit
SM_b20869,nwsB
SM_b20870,noHit
SM_b20871,Atu5214
SM_b20872,Atu2323
allA,allA
SM_b20874,Atu2327
SM_b20875,Atu2328
SM_b20876,Atu2329
SM_b20877,Atu2330
SM_b20878,Atu2331
SM_b20879,noHit
rhlE2,Atu2333
SM_b20881,noHit
SM_b20882,noHit
SM_b20883,noHit
SM_b20884,noHit
SM_b20885,Atu2337
SM_b20886,Atu2338
SM_b20887,Atu2339
SM_b20888,Atu2340
SM_b20889,Atu3525
araF,noHit
araE,noHit
araD,gguC
araC,gguB
araB,gguA
araA,chvE
gbpR,gbpR
SM_b20897,Atu2351
SM_b20898,noHit
SM_b21678,noHit
idhA,idhA
SM_b20900,noHit
SM_b21679,noHit
SM_b20901,Atu3577
SM_b20902,xylF
SM_b20903,xylH
SM_b20904,xylG
SM_b20905,noHit
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,noHit
SM_b21680,noHit
SM_b21681,noHit
SM_b20909,noHit
SM_b20910,noHit
SM_b20911,noHit
SM_b20912,noHit
SM_b20913,noHit
SM_b21682,noHit
SM_b20914,noHit
aslA1,noHit
SM_b20916,noHit
TRm1a,Atu4602
TRm1b,noHit
SM_b20920,noHit
SM_b20921,noHit
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,noHit
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,Atu5049
SM_b21407,noHit
SM_b21408,noHit
SM_b21410,noHit
SM_b21411,noHit
SM_b21412,Atu4395
SM_b21413,noHit
SM_b21414,noHit
SM_b21415,noHit
ddhA,rfbF
ddhB,noHit
SM_b21418,Atu4798
SM_b21419,noHit
SM_b21684,noHit
SM_b21420,noHit
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,rbsC
SM_b21424,noHit
SM_b21425,noHit
SM_b21426,noHit
SM_b21427,noHit
rmlC,Atu4799
SM_b21429,fecE
SM_b21430,Atu3389
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,Atu3392
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,noHit
SM_b21441,noHit
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,noHit
SM_b21445,Atu4036
glgX2,noHit
glgB2,Atu5284
SM_b21448,noHit
gst12,noHit
SM_b21450,Atu3071
SM_b21452,noHit
SM_b21454,noHit
SM_b21455,noHit
SM_b21456,noHit
SM_b21458,noHit
SM_b21459,noHit
SM_b21460,noHit
SM_b21461,noHit
SM_b21462,Atu4649
SM_b21463,noHit
SM_b21464,noHit
prsE,prsE2
prsD,rspD
SM_b21467,noHit
SM_b21468,Atu0209
SM_b21469,noHit
SM_b21470,noHit
SM_b21471,noHit
SM_b21472,Atu5277
SM_b21473,noHit
SM_b21474,Atu3333
SM_b21475,noHit
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,Atu4062
SM_b21480,noHit
SM_b21481,noHit
SM_b21482,noHit
SM_b21483,noHit
SM_b21686,noHit
rpoE5,ecfR
SM_b21687,noHit
SM_b21485,noHit
SM_b21486,Atu0143
cyoA,cyoA
cyoB,cyoB
cyoC,cyoC
SM_b21490,noHit
SM_b21491,Atu4026
SM_b21492,Atu2005
SM_b21493,noHit
ocd,ocd
SM_b21689,noHit
SM_b21495,noHit
SM_b21496,noHit
acrE,noHit
acrF,noHit
SM_b21499,noHit
SM_b21500,noHit
SM_b21501,Atu3258
SM_b21502,noHit
SM_b21503,noHit
SM_b21504,Atu0482
wzy,exoQ
SM_b21506,Atu2377
SM_b21507,Atu5358
dapA3,dapA
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,Atu2369
wzx2,Atu0480
hemK2,noHit
SM_b21515,noHit
SM_b21516,Atu5196
SM_b21517,noHit
SM_b21518,noHit
SM_b21519,noHit
SM_b21520,Atu5267
SM_b21521,noHit
minE,minE
minD,minD
minC,minC
SM_b20647,Atu1865
SM_b20648,noHit
nadE1,noHit
SM_b20650,fadD
SM_b20651,Atu8162
asnB,noHit
SM_b20654,noHit
SM_b20655,noHit
SM_b20656,noHit
SM_b20657,noHit
SM_b20658,noHit
SM_b20659,noHit
SM_b20660,noHit
SM_b20661,Atu2508
SM_b20662,noHit
SM_b20663,noHit
SM_b20664,noHit
SM_b20665,noHit
SM_b20666,noHit
SM_b20667,Atu4685
SM_b20668,noHit
SM_b20669,noHit
SM_b20670,noHit
SM_b20671,noHit
SM_b20672,noHit
SM_b20673,noHit
SM_b20674,socR
SM_b20675,noHit
SM_b20676,Atu2166
SM_b20677,noHit
ttuD2,noHit
QglxR,noHit
hyi,noHit
gcl,noHit
iclR,noHit
SM_b20683,Atu4021
SM_b20684,Atu3205
SM_b20685,noHit
SM_b20686,noHit
SM_b20687,noHit
SM_b20688,noHit
xthA4,noHit
SM_b20690,noHit
SM_b20691,noHit
idnO1,idnO
SM_b20694,noHit
SM_b20695,noHit
SM_b20696,noHit
SM_b20697,noHit
SM_b20698,noHit
SM_b20699,noHit
SM_b20700,noHit
SM_b20701,Atu4301
SM_b20702,noHit
SM_b20703,noHit
glgA2,glgA
SM_b20705,Atu0208
SM_b20706,noHit
cyaG2,cyaA
SM_b20708,Atu1220
SM_b20709,Atu3335
SM_b20710,noHit
SM_b20711,Atu4555
SM_b20712,Atu3372
SM_b20713,Atu3371
SM_b20714,Atu3370
SM_b20715,noHit
SM_b20716,noHit
SM_b20717,noHit
SM_b20718,noHit
SM_b20719,Atu3199
SM_b20720,Atu3198
SM_b20721,Atu2465
SM_b20722,Atu2466
SM_b20723,Atu2467
SM_b20724,Atu2469
SM_b20725,Atu2470
SM_b20726,Atu2471
SM_b20727,noHit
SM_b20728,noHit
SM_b20729,noHit
glnII,glnA
gstI,Atu2415
SM_b20747,noHit
pssF,noHit
uxuB,uxuB
SM_b20750,Atu2417
SM_b20751,mmsB
SM_b20752,Atu3505
SM_b20753,mmgC
SM_b20754,Atu3587
pccB,Atu3586
pccA,pccA
bhbA,mutA
SM_b20758,Atu0182
phnG,phnG
phnH,phnH
phnI,phnI
phnJ,phnJ
phnK,phnK
phnL,phnL
SM_b20765,Atu0175
TRm22,noHit
dak,dhbK
SM_b20768,noHit
SM_b20769,noHit
SM_b20770,noHit
SM_b20771,noHit
pdxA2,pdxA
SM_b20773,noHit
SM_b20774,noHit
SM_b20775,noHit
cyaK,noHit
TRm19,noHit
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,livF
SM_b20785,livG
SM_b20786,livM
SM_b20787,livH
SM_b20568,livJ
SM_b20569,ssuB
SM_b20570,noHit
SM_b20571,ssuC
SM_b21691,Atu3362
SM_b20573,Atu5527
SM_b20574,noHit
pcaB,pcaB
pcaG,pcaG
pcaH,pcaH
pcaC,pcaC
pcaD,pcaD
pcaQ,pcaQ
SM_b20581,Atu4529
SM_b20582,noHit
pobA,pobA
SM_b20584,noHit
ggt,ggt
pcaR,pcaR
pcaI,noHit
pcaJ,noHit
pcaF,pcaF
SM_b20590,noHit
SM_b20591,noHit
rpoE8,noHit
SM_b20593,noHit
amcY,noHit
ftsK2,Atu3210
SM_b20596,noHit
SM_b20597,noHit
repA3,repA
repB3,noHit
SM_b20600,noHit
SM_b21707,Atu2410
SM_b20602,Atu2411
SM_b20603,Atu2412
SM_b20604,Atu2413
SM_b20605,Atu2414
SM_b20606,noHit
SM_b20607,noHit
SM_b20608,Atu3011
SM_b20609,Atu2418
SM_b20610,Atu2419
dctA,dctA
dctB,dctB
dctD,dctD
SM_b20614,Atu3546
thiC,thiC
thiO,thiO
thiG,thiG
thiE,noHit
SM_b20619,noHit
SM_b20620,noHit
SM_b20621,noHit
SM_b20622,noHit
SM_b20623,noHit
SM_b20624,noHit
SM_b20625,Atu3804
SM_b20626,Atu3227
SM_b20627,noHit
SM_b20628,Atu1783
SM_b20629,noHit
SM_b20630,noHit
SM_b20631,Atu5082
SM_b20632,Atu5081
SM_b20633,Atu5080
SM_b20634,noHit
SM_b21706,Atu5078
TRm19,noHit
SM_b21630,Atu4170
nspC,nspC
SM_b21632,noHit
paaG,noHit
SM_b21634,noHit
paaZ,noHit
paaE,noHit
paaD,noHit
paaC,noHit
paaB,noHit
paaA,noHit
paaX,noHit
SM_b21642,Atu4714
agaL2,melA
agpD,Atu4664
agpC,Atu4663
agpB,Atu4662
agpA,agpA
melA,melA
agpT,agpT
lacR,noHit
SM_b21651,stbB
SM_b22003,noHit
SM_b22004,noHit
SM_b22005,noHit
SM_b22002,noHit
SM_b22001,noHit
SM_b22020,noHit
SM_b22021,noHit
SM_b22022,noHit
SM_b22019,noHit
SM_b22006,noHit
SM_b22007,noHit
SM_b22008,noHit
SM_b22009,noHit
SM_b22010,noHit
SM_b22011,noHit
SM_b22012,Atu0962
SM_b22025,Atu0170
SM_b22013,noHit
groES5,noHit
SM_b22014,Atu4306
SM_b22015,noHit
cyoD,cyoD
SM_b22016,noHit
SM_b22017,noHit
SM_b22018,Atu5013
SMc05001,noHit
SMc05002,noHit
SMc05003,noHit
SMc05004,noHit
SMc05005,noHit
SMc05006,noHit
SMc05007,noHit
ecnA,noHit
SMc05008,noHit
SMc05010,noHit
SMc05011,noHit
SMc05012,noHit
SMc05013,noHit
SMc05014,noHit
SMc05015,noHit
SMc05016,noHit
SMc05017,noHit
SMc05018,noHit
SMc05019,Atu8028
fdoG,noHit
fdoH,noHit
fdoI,noHit
fdhE,noHit
selA,noHit
SMa0013,noHit
selB,noHit
SMa0017,noHit
SMa0018,noHit
SMa0020,noHit
SMa0021,noHit
SMa0025,noHit
SMa0026,noHit
selD,noHit
SMa0031,noHit
SMa0034,noHit
SMa0036,Atu3869
SMa0039,noHit
SMa0041,noHit
SMa0044,noHit
cah,noHit
SMa0050,noHit
SMa0052,noHit
SMa0056,gudD
SMa0058,Atu2156
SMa0059,noHit
SMa0060,noHit
SMa0062,noHit
SMa0063,Atu0271
SMa0064,Atu0270
SMa0065,Atu3020
SMa0067,noHit
SMa0070,noHit
SMa0072,noHit
SMa0074,noHit
SMa0077,noHit
SMa0078,noHit
SMa0079,Atu4537
SMa0081,Atu4536
SMa0082,Atu1388
SMa0083,Atu4533
SMa0085,noHit
SMa0087,noHit
SMa0089,Atu1475
SMa0091,noHit
SMa0093,dat
SMa0095,Atu2510
SMa0097,Atu2512
SMa0101,noHit
SMa0104,noHit
SMa0105,noHit
SMa0106,noHit
SMa0108,noHit
SMa0110,noHit
SMa0112,noHit
SMa0113,Atu5528
SMa0114,noHit
SMa0116,noHit
SMa0117,noHit
SMa0118,noHit
SMa0121,noHit
SMa0123,noHit
groEL3,noHit
groES3,noHit
cspA8,cspA
SMa0128,noHit
SMa0130,noHit
SMa0132,noHit
SMa0134,Atu5287
SMa0136,noHit
SMa0137,Atu4490
SMa0139,noHit
SMa0142,noHit
rpoE6,noHit
SMa0144,noHit
SMa0146,noHit
SMa0148,noHit
SMa0149,greB
SMa0150,noHit
SMa0151,noHit
SMa0155,noHit
SMa0157,noHit
SMa0160,noHit
SMa0162,noHit
pilQ2,noHit
SMa0164,noHit
SMa0166,noHit
SMa0168,noHit
SMa0169,Atu1625
SMa0171,noHit
SMa0172,noHit
SMa0175,noHit
SMa0179,gcvA
SMa0180,phzF
cspA7,noHit
SMa0185,noHit
SMa0187,noHit
SMa0189,noHit
SMa0190,noHit
SMa0191,Atu2033
SMa0193,Atu2034
SMa0196,Atu4029
SMa0197,Atu4030
SMa0198,Atu4031
SMa0199,Atu4032
SMa0203,Atu4033
SMa0204,Atu4034
SMa0206,Atu4035
SMa0209,Atu5299
SMa0210,noHit
SMa0211,noHit
kduI,kduI
SMa0216,noHit
SMa0217,noHit
SMa0218,noHit
SMa0220,noHit
SMa0222,noHit
SMa0223,noHit
SMa0224,noHit
SMa0226,noHit
gdhA,noHit
SMa0229,noHit
SMa0232,noHit
otsA,noHit
SMa0235,ilvD
SMa0237,Atu2737
SMa0241,Atu2738
SMa0244,Atu2739
SMa0246,Atu2740
SMa0247,Atu2741
SMa0249,Atu2742
SMa0250,Atu2743
SMa0252,Atu2744
SMa0254,Atu3547
SMa0255,Atu3090
SMa0257,noHit
SMa0259,noHit
gabD3,noHit
SMa0263,noHit
SMa0265,noHit
SMa0267,noHit
SMa0270,Atu3200
SMa0271,noHit
SMa0273,noHit
SMa0275,Atu4442
SMa0277,noHit
SMa0279,noHit
SMa0280,noHit
SMa0281,noHit
SMa0285,noHit
SMa0286,noHit
SMa0287,Atu4139
SMa0288,Atu4140
SMa0291,Atu5467
SMa0293,noHit
SMa0298,noHit
SMa0299,noHit
SMa0300,noHit
SMa0301,noHit
SMa0302,noHit
SMa0303,noHit
SMa0306,noHit
SMa0307,ttgS
SMa0308,Atu5085
SMa0310,noHit
SMa0312,noHit
SMa0314,Atu0859
SMa0316,noHit
SMa0319,noHit
SMa0320,noHit
SMa0322,noHit
SMa0323,noHit
SMa0325,noHit
SMa0326,Atu4574
SMa0329,noHit
SMa0333,noHit
SMa0335,noHit
SMa0337,noHit
SMa0339,noHit
wrbA2,noHit
SMa0341,noHit
SMa0343,noHit
SMa0346,noHit
SMa0347,noHit
SMa0349,Atu5183
SMa0352,noHit
SMa0353,Atu1209
SMa0355,noHit
SMa0357,noHit
SMa0359,noHit
SMa0360,noHit
SMa0364,noHit
SMa0367,noHit
SMa0369,noHit
SMa0372,Atu3978
SMa0374,Atu3979
SMa0376,Atu3980
SMa0380,Atu3982
SMa0383,Atu3984
SMa0384,noHit
hisC3,noHit
SMa0389,kduD
SMa0391,noHit
SMa0392,noHit
SMa0394,noHit
SMa0396,noHit
hisD2,noHit
SMa0400,noHit
SMa0402,noHit
SMa0403,noHit
SMa0404,noHit
SMa0405,noHit
SMa0407,noHit
SMa0412,noHit
SMa0414,noHit
SMa0417,noHit
SMa0421,noHit
SMa0424,Atu5051
SMa0426,Atu5050
SMa0429,noHit
SMa0431,Atu6081
SMa0433,noHit
SMa0436,noHit
SMa0444,Atu4601
SMa0445,noHit
SMa0447,noHit
SMa0448,noHit
SMa0450,noHit
SMa0453,noHit
SMa0461,noHit
SMa0462,noHit
cyaI2,noHit
SMa0466,noHit
SMa0467,noHit
SMa0469,noHit
SMa0470,noHit
SMa0471,noHit
SMa0473,Atu4461
SMa0475,noHit
SMa0476,noHit
SMa0478,noHit
SMa0483,noHit
thrC2,noHit
SMa0486,noHit
SMa0489,noHit
SMa0492,nocM
SMa0493,noHit
SMa0495,noHit
SMa0496,noHit
SMa0498,noHit
SMa0499,noHit
SMa0501,Atu4688
SMa0503,Atu4689
SMa0506,Atu4687
SMa0508,Atu1396
SMa0510,Atu4691
idnD,Atu4087
idnO1,idnO
idnK,noHit
SMa0516,garR
SMa0518,Atu4686
SMa0520,Atu5063
SMa0522,noHit
SMa0523,noHit
SMa0525,noHit
SMa0526,noHit
SMa0527,noHit
SMa0535,noHit
SMa0537,noHit
SMa0538,noHit
SMa0541,Atu2004
SMa0543,noHit
SMa0545,noHit
SMa0548,noHit
SMa0551,noHit
SMa0552,noHit
SMa0554,noHit
SMa0557,noHit
SMa0558,Atu0206
SMa0559,noHit
SMa0561,noHit
SMa0563,Atu0260
SMa0564,noHit
SMa0567,noHit
cyaF4,noHit
SMa0572,noHit
SMa0574,noHit
SMa0575,noHit
SMa0576,noHit
cyaN,noHit
nrtC,nrtC
nrtB,nrtB
nrtA,ntrA
SMa0590,noHit
SMa0591,noHit
SMa0592,noHit
SMa0594,noHit
SMa0599,noHit
SMa0601,noHit
SMa0604,noHit
SMa0606,noHit
SMa0607,noHit
SMa0609,noHit
SMa0610,noHit
fixN3,noHit
fixO3,noHit
fixQ3,noHit
fixP3,noHit
SMa0620,noHit
fixI2,noHit
fixS2,noHit
SMa0625,noHit
SMa0626,noHit
aqpZ2,aqpZ
SMa0629,noHit
SMa0630,noHit
SMa0631,noHit
SMa0633,noHit
SMa0636,noHit
SMa0637,noHit
SMa0638,noHit
SMa0639,noHit
SMa0640,noHit
SMa0643,noHit
SMa0645,noHit
SMa0647,noHit
SMa0649,noHit
SMa0656,noHit
SMa0657,noHit
SMa0659,noHit
SMa0661,noHit
SMa0662,noHit
SMa0663,noHit
SMa0664,noHit
SMa0665,noHit
SMa0667,noHit
SMa0669,noHit
SMa0670,noHit
SMa0673,noHit
SMa0674,noHit
SMa0675,noHit
SMa0677,noHit
SMa0678,noHit
SMa0680,noHit
SMa0682,noHit
SMa0683,Atu0991
SMa0684,noHit
SMa0687,noHit
SMa0689,noHit
SMa0690,noHit
arcA1,noHit
arcB,noHit
arcC,noHit
SMa0699,noHit
SMa0702,noHit
dgoK2,Atu5456
SMa0707,dapA
SMa0708,Atu5458
SMa0709,Atu5459
SMa0710,Atu5460
SMa0711,Atu5461
SMa0713,noHit
SMa0714,noHit
SMa0715,galE
SMa0717,Atu5464
SMa0719,fabG
SMa0722,noHit
SMa0723,noHit
SMa0726,noHit
SMa0728,noHit
SMa0731,noHit
SMa0734,noHit
SMa0736,noHit
cspA6,cspA
SMa0739,noHit
SMa0740,noHit
SMa0742,noHit
groEL2,noHit
groES2,noHit
SMa0747,noHit
SMa0748,noHit
SMa0750,noHit
SMa0751,noHit
SMa0752,noHit
SMa0753,noHit
SMa0754,noHit
nodD2,noHit
SMa0758,noHit
SMa0759,noHit
fixT2,noHit
fixK2,noHit
SMa0763,noHit
fixN2,fixN
fixO2,noHit
fixQ2,fixQ
fixP2,fixP
SMa0771,noHit
nodL,nodL
noeA,noHit
noeB,noHit
SMa0775,noHit
SMa0776,noHit
SMa0779,noHit
SMa0781,noHit
SMa0783,noHit
SMa0785,noHit
SMa0787,noHit
SMa0789,Atu4232
SMa0791,Atu4237
SMa0792,Atu4238
SMa0793,Atu4239
SMa0794,Atu4240
SMa0796,dhaS
SMa0797,Atu4242
SMa0799,Atu4243
SMa0800,Atu4244
SMa0802,Atu4245
SMa0803,Atu4246
gabD4,noHit
syrB3,noHit
SMa0809,noHit
fixU,noHit
fdxN,noHit
nifB,noHit
nifA,noHit
fixX,noHit
fixC,noHit
fixB,noHit
fixA,noHit
SMa0824,noHit
nifH,noHit
nifD,noHit
nifK,noHit
nifE,noHit
nifX,noHit
SMa0833,noHit
fdxB,noHit
SMa0835,noHit
syrA,noHit
nodD3,noHit
SMa0841,noHit
SMa0846,noHit
SMa0848,noHit
syrM,noHit
SMa0850,noHit
nodH,noHit
nodF,noHit
nodE,noHit
nodG,noHit
nodP1,noHit
nodQ1,noHit
SMa0861,noHit
nodJ,noHit
nodI,noHit
nodC,noHit
nodB,Atu2421
nodA,noHit
nodD1,noHit
SMa0872,noHit
nifN,noHit
nodN,noHit
nolG,Atu4636
nolF,nolF
nodM,noHit
SMa0882,noHit
SMa0883,noHit
SMa0886,noHit
SMa0887,noHit
SMa0888,Atu6091
SMa0890,Atu6092
dnaE3,dnaE
SMa0894,noHit
SMa0896,noHit
SMa0900,noHit
SMa0903,noHit
SMa0905,noHit
