SMc02793,NGR_c33500
pqqB,NGR_b03270
pqqC,NGR_b03280
pqqD,NGR_b03290
pqqE,NGR_b03300
SM_b20209,noHit
SM_b20210,noHit
SM_b20211,noHit
SM_b20212,noHit
SM_b20213,NGR_b02390
SM_b20214,NGR_b02400
SM_b20215,NGR_b02420
SM_b20216,NGR_b02430
SM_b20217,NGR_b02450
SM_b20218,envZ
SM_b20219,NGR_b02480
SM_b20221,noHit
SM_b20222,NGR_b02490
smc22-1,NGR_c30400
SM_b20226,noHit
ndiA-1,NGR_b17560
ndiA-2,NGR_b17550
ndiB,NGR_b17540
smc22-r,noHit
SM_b20231,noHit
SM_b20232,noHit
SM_b20233,noHit
SM_b20234,noHit
SM_b20235,noHit
SM_b20236,NGR_c30650
SM_b20238,noHit
rmlB,noHit
SM_b20240,noHit
SM_b20241,noHit
SM_b20242,noHit
SM_b20243,noHit
tyv,noHit
SM_b20245,noHit
SM_b20246,noHit
SM_b20247,noHit
SM_b20248,noHit
SM_b20249,noHit
SM_b20250,noHit
SM_b20251,noHit
SM_b20252,noHit
SM_b20253,noHit
SM_b20254,NGR_c30660
SM_b20255,noHit
SM_b20256,NGR_b03360
cyaM,NGR_b03350
SM_b20258,NGR_c30240
SM_b20259,noHit
SM_b20260,NGR_b14200
SM_b20261,noHit
SM_b20262,noHit
SM_b20263,noHit
SM_b20264,noHit
SM_b20265,noHit
SM_b20266,noHit
SM_b20267,noHit
SM_b20268,noHit
SM_b20269,NGR_c29390
SM_b20270,NGR_c30180
SM_b20271,NGR_b08950
SM_b20272,noHit
SM_b20273,NGR_b17750
SM_b20274,NGR_c27520
SM_b20275,noHit
SM_b20276,noHit
SM_b20277,noHit
SM_b20278,noHit
SM_b20279,noHit
SM_b20280,noHit
SM_b20281,noHit
SM_b20282,noHit
SM_b20283,noHit
SM_b20284,noHit
SM_b20285,noHit
SM_b20286,noHit
SM_b20287,noHit
SM_b20288,noHit
SM_b20289,noHit
SM_b20290,noHit
SM_b20291,noHit
SM_b20292,noHit
SM_b20293,noHit
SM_b20294,noHit
SM_b20295,noHit
SM_b20296,noHit
SM_b20297,noHit
SM_b20298,noHit
nanA,noHit
cyaF7,noHit
SM_b20301,noHit
SM_b20302,NGR_b18610
SM_b20303,NGR_b15270
TRm2011-2C,noHit
TRm2011-2,noHit
TRm2011-2N,noHit
SM_b20307,NGR_b04080
SM_b20312,noHit
SM_b20313,noHit
SM_b20314,noHit
SM_b20315,noHit
SM_b20316,noHit
SM_b20317,noHit
SM_b20318,noHit
SM_b20319,NGR_b23160
SM_b20320,noHit
SM_b20321,noHit
SM_b20322,noHit
SM_b20323,noHit
thuR,thuR
thuE,thuE
thuF,thuF
thuG,thuG
thuK,thuK
thuA,thuA
thuB,NGR_b23090
SM_b20331,NGR_b23070
SM_b20332,noHit
betT,NGR_c26260
SM_b20334,noHit
SM_b20335,NGR_c24470
SM_b20336,NGR_b05060
SM_b20337,NGR_b08930
SM_b20338,NGR_b08940
SM_b20339,noHit
SM_b20340,noHit
SM_b20341,noHit
SM_b20342,NGR_b22110
SM_b20343,NGR_b22100
SM_b20344,NGR_b22090
SM_b20345,NGR_b18940
SM_b20346,NGR_b18930
SM_b20347,NGR_b18920
SM_b20348,NGR_b22080
SM_b20349,NGR_b22070
SM_b20350,NGR_b22060
SM_b20351,NGR_b22050
SM_b20352,NGR_b22040
SM_b20353,NGR_b22030
SM_b20354,NGR_b22020
SM_b20355,NGR_c34470
SM_b20356,NGR_c34460
SM_b20357,NGR_c34450
cyaL,NGR_c34440
SM_b20359,NGR_b09060
SM_b20360,NGR_b09050
SM_b20361,NGR_b21900
SM_b20362,NGR_b02230
SM_b20363,noHit
SM_b20364,noHit
SM_b20365,noHit
SM_b20366,NGR_b02200
SM_b20367,noHit
SM_b20368,noHit
SM_b20369,noHit
SM_b20370,noHit
SM_b20371,noHit
SM_b20372,noHit
SM_b20373,noHit
SM_b20374,noHit
SM_b20375,noHit
SM_b20376,noHit
SM_b20377,NGR_a01620
SM_b20378,noHit
SM_b20379,noHit
SM_b20380,noHit
SM_b20381,noHit
SM_b20382,noHit
SM_b20383,noHit
SM_b20384,noHit
SM_b20385,noHit
SM_b20386,noHit
SM_b20387,noHit
SM_b20388,noHit
SM_b20389,noHit
SM_b20390,NGR_b17770
SM_b20391,NGR_b17760
SM_b20392,NGR_b22010
rbcL,rbcL1
SM_b20394,NGR_b21990
SM_b20395,noHit
SM_b20396,noHit
SM_b20397,noHit
SM_b20398,NGR_b07630
SM_b20399,noHit
SM_b20400,noHit
SM_b20401,noHit
SM_b20402,noHit
SM_b20403,noHit
SM_b20404,noHit
SM_b20405,noHit
hyuA,noHit
hyuB,noHit
SM_b20408,noHit
SM_b20409,noHit
SM_b20410,noHit
SM_b20411,noHit
SM_b20412,noHit
SM_b20413,noHit
SM_b20414,noHit
SM_b20415,noHit
ugpB,NGR_c36780
ugpA,NGR_c36790
ugpE,NGR_c36800
ugpC,ugpC
SM_b20420,noHit
TRm21,NGR_b21860
SM_b20422,NGR_b23390
SM_b20423,NGR_b23380
SM_b20424,NGR_b23370
SM_b20425,NGR_b23340
SM_b20426,NGR_b23330
ehuA,glnQ
ehuB,NGR_b23310
ehuC,glnP
ehuD,NGR_b23290
EutA,NGR_b23280
eutB,ilvA1
eutC,ocd2
eutD,NGR_b23250
eutE,NGR_b23240
SM_b20436,NGR_b17280
SM_b20441,NGR_b19310
SM_b20442,NGR_b19300
SM_b20443,NGR_b19290
SM_b20444,NGR_b19280
SM_b20445,NGR_b19270
uxuA,uxuA
SM_b20447,NGR_b17780
SM_b20448,ubiE1
SM_b20449,ubiE2
SM_b20450,sigB
SM_b20451,NGR_b17820
SM_b20452,NGR_b17830
SM_b20453,gnl
SM_b20454,NGR_b05090
SM_b20455,noHit
SM_b20456,NGR_c22370
SM_b20457,NGR_b17840
SM_b20458,NGR_b17850
SM_b20459,NGR_b17860
SM_b20460,NGR_b17870
SM_b20461,noHit
SM_b20462,NGR_b17880
SM_b20463,NGR_b17890
SM_b20464,NGR_b17910
SM_b20465,NGR_b17130
SM_b20466,noHit
SM_b20467,NGR_b12050
SM_b20468,NGR_b12040
SM_b20469,NGR_b12030
SM_b20470,NGR_b12020
SM_b20471,NGR_b12010
SM_b20472,nolO
SM_b20473,NGR_b11990
SM_b20474,noHit
SM_b20475,NGR_b23570
SM_b20476,noHit
SM_b20477,noHit
SM_b20478,noHit
SM_b20479,noHit
SM_b20480,noHit
asnO,noHit
SM_b20482,noHit
SM_b20483,NGR_b11520
SM_b20484,NGR_b11530
SM_b20485,rbsA5
SM_b20486,NGR_b11550
SM_b20487,NGR_b11560
SM_b20488,NGR_b11570
SM_b20489,NGR_b11580
fucA2,fucA
SM_b20491,NGR_c25950
SM_b20492,noHit
SM_b20493,noHit
SM_b20494,noHit
SM_b20495,noHit
SM_b20496,NGR_b07560
lyx,lyxK
SM_b20498,NGR_b07540
SM_b20499,glpD1
SM_b20500,NGR_b07520
SM_b20501,NGR_b07510
SM_b20502,NGR_b07500
SM_b20503,rbsA4
SM_b20504,NGR_b07480
tfxG,noHit
SM_b20506,noHit
SM_b20507,noHit
SM_b20508,noHit
SM_b20509,noHit
dgoA,noHit
SM_b20511,noHit
SM_b20513,noHit
SM_b20514,cheB3
SM_b20515,NGR_c35180
SM_b20516,NGR_c35190
SM_b20517,noHit
SM_b20518,noHit
SM_b20519,noHit
SM_b20520,noHit
SM_b20521,NGR_b01800
SM_b20522,noHit
SM_b20523,NGR_c15380
SM_b20525,noHit
SM_b20527,noHit
SM_b20528,noHit
SM_b20529,NGR_b05420
SM_b20530,noHit
rpoE7,NGR_c16160
SM_b20532,noHit
SM_b20533,noHit
SM_b20534,NGR_c15090
SM_b20535,NGR_c15100
SM_b20536,NGR_c15110
SM_b20537,NGR_c15120
SM_b20538,NGR_c15130
cyaF6,noHit
SM_b20540,noHit
SM_b20541,noHit
SM_b20542,noHit
SM_b20544,noHit
SM_b20543,noHit
SM_b20545,noHit
SM_b20546,noHit
SM_b20547,noHit
SM_b20548,noHit
SM_b20549,noHit
SM_b20550,noHit
SM_b20551,noHit
SM_b20552,noHit
SM_b20553,noHit
SM_b20554,noHit
SM_b20555,noHit
SM_b20556,noHit
SM_b20557,NGR_c10050
SM_b20558,noHit
SM_b20559,noHit
SM_b20560,noHit
SM_b20561,noHit
SM_b20562,noHit
SM_b20563,noHit
kdsB2,noHit
SM_b20804,noHit
SM_b20805,noHit
SM_b20806,noHit
SM_b20807,noHit
SM_b20808,noHit
kpsF1,noHit
SM_b20810,NGR_c19670
SM_b20811,noHit
SM_b20812,noHit
SM_b20813,noHit
SM_b20814,noHit
SM_b20815,noHit
SM_b20816,noHit
SM_b20817,NGR_b17120
mocD,NGR_b17110
mocE,NGR_b17100
mocF,NGR_b17090
SM_b20821,NGR_b17080
rkpT2,rkpT2
rkpZ2,NGR_b09380
SM_b20824,noHit
SM_b20825,noHit
SM_b20826,noHit
SM_b20827,noHit
SM_b20828,noHit
SM_b21663,noHit
SM_b21664,noHit
SM_b21665,noHit
SM_b20829,noHit
kpsF2,noHit
rkpR,rkpR
kpsT,rkpS
kpsM,rkpT1
rkpZ1,noHit
SM_b20835,NGR_b09550
SM_b20836,noHit
SM_b20837,noHit
SM_b20838,NGR_c05540
SM_b20839,noHit
SM_b20840,noHit
SM_b20841,noHit
SM_b20842,noHit
algI,noHit
SM_b21013,noHit
SM_b21014,noHit
SM_b21015,noHit
SM_b21016,noHit
SM_b21017,noHit
SM_b21018,noHit
SM_b21019,noHit
SM_b21021,noHit
SM_b21022,noHit
SM_b21023,noHit
SM_b21024,noHit
SM_b21025,noHit
SM_b21026,noHit
SM_b21027,noHit
SM_b21028,noHit
SM_b21029,noHit
SM_b21030,noHit
SM_b21031,noHit
SM_b21032,noHit
SM_b21034,noHit
SM_b21035,noHit
SM_b21036,noHit
SM_b21037,noHit
SM_b21038,noHit
SM_b21039,noHit
SM_b21040,noHit
SM_b21041,NGR_a01650
pepT,pepT
SM_b21043,noHit
SM_b21044,noHit
SM_b21695,noHit
SM_b21698,noHit
exoI2,exoI2
SM_b21696,NGR_b14160
SM_b21697,noHit
TRm10-1a,noHit
TRm10-1b-1,noHit
SM_b21045,NGR_b07990
TRm10-1b-2,noHit
SM_b21047,noHit
SM_b21048,NGR_b13370
SM_b21049,noHit
wzx1,noHit
SM_b21051,noHit
SM_b21052,noHit
SM_b21053,noHit
SM_b21054,noHit
SM_b21055,noHit
SM_b21056,noHit
SM_b21057,noHit
SM_b21058,noHit
SM_b21059,noHit
SM_b21060,NGR_b13380
SM_b21061,noHit
SM_b21062,noHit
SM_b21063,noHit
SM_b21064,noHit
SM_b21065,noHit
SM_b21066,noHit
SM_b21067,noHit
SM_b21068,noHit
SM_b21069,NGR_b13570
exoP2,NGR_b13780
SM_b21071,exoY1
SM_b21072,noHit
exoF2,exoF2
SM_b21074,NGR_b13870
SM_b21075,NGR_b13880
SM_b21076,NGR_b13890
SM_b21077,noHit
SM_b21078,NGR_b13910
SM_b21079,noHit
SM_b21080,NGR_b13920
manB,manB
manC/manA,manC
SM_b21083,noHit
SM_b21084,noHit
SM_b21085,noHit
SM_b21086,noHit
traA2,traA
SM_b21088,noHit
SM_b21089,noHit
SM_b21090,noHit
lysM,NGR_b22230
SM_b21092,noHit
SM_b21093,noHit
argH2,noHit
SM_b21095,noHit
SM_b21096,noHit
SM_b21097,noHit
SM_b21098,noHit
SM_b21099,noHit
SM_b21100,noHit
SM_b21101,NGR_a02510
SM_b21102,noHit
SM_b21103,noHit
SM_b21104,noHit
SM_b21105,NGR_b20720
SM_b21106,noHit
manR,noHit
SM_b21108,noHit
SM_b21109,noHit
SM_b21110,noHit
SM_b21111,NGR_c29880
hpaG,NGR_b10960
SM_b21113,NGR_b21680
nrtA,ntrA
SM_b21115,NGR_b11420
SM_b21116,NGR_b11480
SM_b21117,NGR_b11490
gntK,noHit
SM_b21120,noHit
ivdH,NGR_b11600
mccA,mccA
SM_b21123,NGR_b11620
mccB,mccB
hmgL,NGR_b11640
eccH2,NGR_b11650
SM_b21127,NGR_b11660
SM_b21128,NGR_b11670
SM_b21129,NGR_b11680
cysA2,NGR_b11690
cysP2,NGR_b11700
SM_b21132,NGR_b11710
SM_b21133,NGR_b11720
SM_b21134,NGR_b11730
SM_b21135,NGR_b11740
SM_b21136,NGR_b11750
SM_b21137,NGR_b11760
SM_b21138,NGR_b11770
SM_b21139,NGR_b11780
SM_b21140,NGR_b11790
SM_b21216,NGR_b11800
SM_b21217,NGR_b11810
SM_b21218,NGR_b11820
SM_b21219,NGR_b11830
SM_b21220,NGR_b11840
SM_b21221,NGR_b11850
SM_b21222,NGR_b11860
nodP2,noHit
nodQ2,nodQ
SM_b21225,NGR_b11890
SM_b21226,NGR_b11910
SM_b21227,NGR_b11920
SM_b21228,NGR_b11930
SM_b21229,NGR_b11940
SM_b21230,wbpT
SM_b21231,NGR_b11960
SM_b21232,capD
TRm1b,noHit
TRm1a,noHit
SM_b21235,NGR_b12060
SM_b21236,NGR_b12130
SM_b21237,NGR_b12110
SM_b21238,noHit
SM_b21239,NGR_b12120
SM_b21240,NGR_b12080
SM_b21241,NGR_b12100
SM_b21242,lpcC
SM_b21243,NGR_b12140
SM_b21244,NGR_b12150
exoF3,exoF3
SM_b21246,NGR_b12170
SM_b21247,NGR_b12180
SM_b21248,NGR_b12190
SM_b21249,noHit
SM_b21250,amsD
SM_b21251,noHit
SM_b21252,NGR_b12240
SM_b21253,NGR_b12250
SM_b21254,NGR_b12260
SM_b21255,NGR_b12280
SM_b21256,NGR_b12290
SM_b21257,NGR_b12300
SM_b21258,noHit
SM_b21259,NGR_b12310
SM_b21260,NGR_b12320
SM_b21261,NGR_b12330
SM_b21262,NGR_b12340
SM_b21263,NGR_b12350
redA,NGR_b12360
redB,NGR_b12370
SM_b21266,NGR_b12380
SM_b21267,noHit
SM_b21268,noHit
SM_b21269,noHit
SM_b21270,NGR_b12410
SM_b21271,NGR_b12420
SM_b21272,noHit
SM_b21273,noHit
SM_b21274,noHit
SM_b21275,noHit
SM_b21277,noHit
adeC2,noHit
SM_b21279,noHit
SM_b21280,noHit
SM_b21281,NGR_b12650
SM_b21283,noHit
SM_b21284,NGR_b12660
SM_b21285,NGR_b12670
xdhA1,NGR_b12680
xdhB1,NGR_b12690
xdhC,NGR_b12700
SM_b21289,noHit
SM_b21290,noHit
SM_b21291,NGR_b12710
SM_b21292,NGR_b12720
guaD1,NGR_b12730
SM_b21294,NGR_b12740
SM_b21295,NGR_b12750
SM_b21296,NGR_b12770
pbpC,NGR_b12780
SM_b21298,NGR_b12790
deoR,NGR_b12860
deoC,deoC
SM_b21301,NGR_b12880
SM_b21302,NGR_b12890
SM_b21303,NGR_b12950
SM_b21304,NGR_b12960
merA2,NGR_b12970
SM_b21144,NGR_b12990
SM_b21145,NGR_b13000
SM_b21146,NGR_b13010
SM_b21147,NGR_b13020
SM_b21148,NGR_b13070
SM_b21149,NGR_b13080
SM_b21150,NGR_b13090
SM_b21151,NGR_b13100
SM_b21152,NGR_b13110
SM_b21153,NGR_b13120
SM_b21154,noHit
SM_b21155,NGR_b13170
SM_b21156,NGR_b13180
SM_b21157,NGR_b13190
SM_b21158,NGR_b13200
SM_b21159,NGR_b13210
hexA,NGR_b13220
SM_b21161,NGR_b13230
SM_b21162,noHit
hutU,NGR_b13240
hutG,NGR_b13250
hutH1,NGR_b13260
hutI,NGR_b13270
SM_b21167,noHit
SM_b21168,noHit
SM_b21169,noHit
phnN,NGR_b13280
phnM,NGR_b13290
SM_b21172,noHit
SM_b21173,noHit
phoT,NGR_b13310
phoE,NGR_b13320
phoD,NGR_b13330
phoC,phcN
SM_b21178,noHit
SM_b21179,noHit
SM_b21180,noHit
SM_b21181,gcdH
SM_b21182,NGR_b13360
htpG,htpG
ackA2,ackA
gabD2,NGR_b13660
gabT,NGR_b13670
SM_b21187,NGR_b13680
SM_b21188,NGR_b13690
SM_b21189,NGR_b13700
SM_b21190,NGR_b13710
msbA2,NGR_b13720
cbbA2,cbbA1
SM_b21196,NGR_b13740
SM_b21197,NGR_b13750
SM_b21198,NGR_b13760
SM_b21199,NGR_b13770
SM_b21200,NGR_b13950
SM_b21201,NGR_b13970
SM_b21202,NGR_b13980
SM_b21203,NGR_b13990
SM_b21666,noHit
SM_b21204,NGR_b14020
SM_b21205,NGR_b14030
SM_b21206,NGR_b14040
SM_b21207,NGR_b14050
SM_b21208,NGR_b14060
SM_b21209,NGR_b14080
SM_b21210,NGR_b14090
SM_b21211,NGR_b14100
SM_b21212,NGR_b14110
SM_b21667,noHit
pphA,NGR_b14120
orf24,NGR_b14130
orf23,noHit
wgeH,noHit
wgeG,NGR_b08210
wgeF,NGR_b08190
wgeE,noHit
wgeD,noHit
wgeC,noHit
wgeB,noHit
wgeA,noHit
wgdB,noHit
wgdA,noHit
wggR,noHit
wgcA,noHit
wgaA,noHit
wgaB,noHit
wgaD,noHit
wgaE,noHit
wgaF,noHit
wgaG,rmlA
wgaH,rmlC
wgaI,rmlB
wgaJ,rmlD
SM_b21328,noHit
SM_b21329,NGR_b23220
SM_b21330,NGR_c22010
SM_b21331,noHit
SM_b21332,noHit
SM_b21333,noHit
SM_b21334,NGR_b22470
SM_b21335,NGR_b17300
SM_b21336,noHit
SM_b21337,noHit
SM_b21338,noHit
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,noHit
SM_b21342,noHit
SM_b21343,noHit
SM_b21344,noHit
SM_b21345,noHit
SM_b21346,noHit
SM_b21347,noHit
SM_b21348,NGR_b17650
SM_b21349,noHit
SM_b21350,noHit
SM_b21351,noHit
SM_b21352,noHit
SM_b21353,noHit
uxaC,noHit
SM_b21355,noHit
SM_b21356,NGR_b15250
SM_b21357,noHit
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,noHit
SM_b21362,noHit
SM_b21668,noHit
SM_b21363,noHit
SM_b21364,noHit
SM_b21365,noHit
SM_b21669,noHit
SM_b21366,noHit
cycA,noHit
SM_b21368,noHit
SM_b21369,noHit
SM_b21370,noHit
SM_b21371,noHit
SM_b21372,noHit
SM_b21373,NGR_b01160
SM_b21374,NGR_b01150
SM_b21375,noHit
SM_b21376,noHit
SM_b21377,noHit
SM_b21378,noHit
SM_b21379,noHit
SM_b21380,noHit
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,noHit
SM_b21385,noHit
SM_b21525,noHit
tauA,NGR_b17610
tauB,NGR_b17620
tauC,NGR_b17630
SM_b21670,noHit
tauD,noHit
SM_b21530,noHit
SM_b21531,noHit
pta,noHit
SM_b21533,noHit
SM_b21534,noHit
SM_b21535,noHit
SM_b21536,noHit
SM_b21537,noHit
phnA,noHit
SM_b21539,noHit
SM_b21671,noHit
SM_b21540,noHit
SM_b21541,noHit
SM_b21542,noHit
SM_b21543,NGR_b01620
SM_b21544,NGR_b01630
SM_b21545,noHit
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,noHit
SM_b21550,noHit
SM_b21551,noHit
aacC4,noHit
SM_b21554,noHit
kefB2,noHit
SM_b21556,NGR_b04760
SM_b21557,NGR_b04770
SM_b21558,NGR_b04780
SM_b21559,NGR_b04790
SM_b21560,NGR_c30300
SM_b21561,NGR_c30290
SM_b21562,NGR_c30280
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,NGR_c30770
groEL5,groEL3
SM_b21568,noHit
SM_b21569,NGR_c20420
stcD,NGR_c20410
SM_b21571,NGR_c20400
SM_b21572,noHit
SM_b21573,NGR_b03110
SM_b21574,noHit
SM_b21575,noHit
SM_b21576,NGR_b21820
SM_b21577,noHit
atcU2,noHit
hmrR2,NGR_b08420
SM_b21580,NGR_b07190
SM_b21581,NGR_b22550
SM_b21582,noHit
SM_b21583,noHit
SM_b21584,NGR_b15440
SM_b21585,NGR_b15450
gshB2,gshB1
SM_b21587,NGR_b15480
SM_b21588,NGR_b15490
SM_b21589,NGR_b15500
SM_b21590,NGR_b15510
SM_b21591,NGR_b15520
SM_b21592,NGR_b15540
SM_b21593,NGR_b15550
SM_b21594,NGR_b15560
SM_b21595,NGR_b15570
SM_b21596,NGR_b15580
SM_b21597,NGR_b15590
SM_b21598,NGR_b15600
SM_b21599,NGR_b15610
ampC,NGR_c32650
SM_b21601,noHit
SM_b21602,noHit
SM_b21603,noHit
SM_b21604,noHit
SM_b21605,noHit
abfA,noHit
SM_b21672,noHit
SM_b20925,NGR_b15620
SM_b20926,noHit
SM_b20927,NGR_b15630
SM_b20928,NGR_b15640
SM_b20929,NGR_b15650
SM_b20930,NGR_b15660
SM_b20931,NGR_b15680
exsH,exsH
exsG,NGR_b15700
exsF,NGR_b15710
exsI,exsI
SM_b20936,noHit
exsE,NGR_b18150
exsD,exsE
exsC,NGR_b18170
exsB,exsB
exsA,exsA
exoB,NGR_b18230
exoZ,exoZ1
exoQ,exoQ
exoF1,exoF1
exoY,exoY2
exoX,NGR_b18280
exoU,exoU1
exoV,noHit
exoW,noHit
exoT,noHit
SM_b21673,noHit
exoI,exoI1
SM_b20952,NGR_b18310
SM_b20953,noHit
exoH,noHit
exoK,exoZ2
exoL,exoL
exoA,exoA
exoM,exoM
exoO,exoO
exoN,NGR_b18390
exoP,exoP
thiD,thiD
SM_b20963,noHit
SM_b20964,NGR_b18430
SM_b20965,NGR_b18440
lacZ2,noHit
SM_b20967,noHit
SM_b20968,noHit
SM_b20969,noHit
SM_b20970,noHit
SM_b20971,noHit
SM_b20972,noHit
SM_b20973,noHit
SM_b20974,noHit
SM_b20975,noHit
SM_b20976,noHit
SM_b20977,noHit
SM_b20978,noHit
SM_b20979,noHit
SM_b20980,noHit
SM_b20981,noHit
SM_b20982,noHit
SM_b20983,noHit
nirB,NGR_b11390
nirD,nirD
narB,narB
SM_b20987,NGR_b11360
SM_b20988,NGR_b11350
SM_b20989,NGR_b11310
nfeD,NGR_b11300
SM_b20991,NGR_b17600
SM_b20992,noHit
SM_b21674,noHit
SM_b20993,NGR_c25580
SM_b20994,NGR_c25570
engA,engA
SM_b20996,NGR_c23740
SM_b20997,NGR_c23750
SM_b20998,NGR_c23760
bacA,bacA
SM_b21000,NGR_c23780
SM_b21001,noHit
map2,map2
SM_b21003,NGR_c23800
SM_b21004,noHit
SM_b21005,NGR_c30750
SM_b21006,NGR_c23810
SM_b21007,NGR_c23820
SM_b21008,NGR_c23830
glpK,glpK
bdhA,bdhA2
xdhA2,xdhA
xdhB2,xdhB
SM_b21676,NGR_c23900
SM_b20847,NGR_c23910
SM_b20848,NGR_c23920
guaD2,guaD
lldD1,lldD
SM_b20851,noHit
SM_b20852,noHit
SM_b20853,noHit
SM_b20854,NGR_c06530
SM_b20855,noHit
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,noHit
SM_b21677,noHit
SM_b20860,noHit
SM_b20861,NGR_b05660
SM_b20862,noHit
SM_b20863,NGR_b18090
SM_b20864,NGR_b18080
SM_b20865,NGR_b18070
SM_b20866,NGR_b16870
SM_b20867,noHit
SM_b20868,NGR_b16830
SM_b20869,NGR_b16860
SM_b20870,noHit
SM_b20871,noHit
SM_b20872,NGR_c23950
allA,allA
SM_b20874,NGR_c23970
SM_b20875,NGR_c23980
SM_b20876,NGR_c23990
SM_b20877,NGR_c24000
SM_b20878,NGR_c24010
SM_b20879,NGR_c24020
rhlE2,rhlE
SM_b20881,NGR_b08560
SM_b20882,noHit
SM_b20883,NGR_b08500
SM_b20884,NGR_b08490
SM_b20885,NGR_c24050
SM_b20886,NGR_c24070
SM_b20887,NGR_c24080
SM_b20888,NGR_c24090
SM_b20889,noHit
araF,ilvD3
araE,NGR_c24110
araD,gguC
araC,NGR_c24130
araB,NGR_c24140
araA,chvE
gbpR,NGR_c24160
SM_b20897,NGR_c24170
SM_b20898,noHit
SM_b21678,noHit
idhA,idhA2
SM_b20900,noHit
SM_b21679,noHit
SM_b20901,NGR_c24210
SM_b20902,xylF
SM_b20903,xylH
SM_b20904,NGR_c24240
SM_b20905,NGR_c07240
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,NGR_b04690
SM_b21680,noHit
SM_b21681,noHit
SM_b20909,noHit
SM_b20910,noHit
SM_b20911,noHit
SM_b20912,noHit
SM_b20913,noHit
SM_b21682,noHit
SM_b20914,noHit
aslA1,noHit
SM_b20916,noHit
TRm1a,noHit
TRm1b,noHit
SM_b20920,NGR_c11480
SM_b20921,NGR_c11470
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,NGR_c11580
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,NGR_b04720
SM_b21407,NGR_b04700
SM_b21408,noHit
SM_b21410,noHit
SM_b21411,noHit
SM_b21412,NGR_c24300
SM_b21413,NGR_c24310
SM_b21414,NGR_c24320
SM_b21415,NGR_c24330
ddhA,ddhA
ddhB,ddhB
SM_b21418,NGR_c24360
SM_b21419,noHit
SM_b21684,noHit
SM_b21420,noHit
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,noHit
SM_b21424,noHit
SM_b21425,NGR_c24370
SM_b21426,NGR_c24380
SM_b21427,NGR_c24390
rmlC,rmlC
SM_b21429,NGR_b11230
SM_b21430,NGR_b11220
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,NGR_b11190
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,NGR_b11180
SM_b21441,NGR_b11150
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,noHit
SM_b21445,NGR_c30410
glgX2,glgX
glgB2,NGR_b11110
SM_b21448,NGR_b11100
gst12,NGR_b11090
SM_b21450,NGR_b03330
SM_b21452,NGR_b11060
SM_b21454,NGR_b11040
SM_b21455,NGR_b11030
SM_b21456,NGR_b10710
SM_b21458,noHit
SM_b21459,noHit
SM_b21460,noHit
SM_b21461,noHit
SM_b21462,noHit
SM_b21463,noHit
SM_b21464,noHit
prsE,aprE
prsD,aprD
SM_b21467,NGR_b18620
SM_b21468,NGR_b18640
SM_b21469,noHit
SM_b21470,NGR_b18660
SM_b21471,noHit
SM_b21472,NGR_b18670
SM_b21473,NGR_b18680
SM_b21474,NGR_b18690
SM_b21475,NGR_b22320
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,NGR_b18700
SM_b21480,NGR_b18710
SM_b21481,NGR_b18720
SM_b21482,NGR_b18730
SM_b21483,NGR_b18740
SM_b21686,noHit
rpoE5,NGR_b18750
SM_b21687,noHit
SM_b21485,noHit
SM_b21486,NGR_b18790
cyoA,cyoA
cyoB,cyoB
cyoC,cyoC
SM_b21490,NGR_b18840
SM_b21491,NGR_b18850
SM_b21492,NGR_b18860
SM_b21493,NGR_b18870
ocd,ocd1
SM_b21689,NGR_b18900
SM_b21495,noHit
SM_b21496,noHit
acrE,NGR_c19590
acrF,NGR_c19600
SM_b21499,NGR_b19030
SM_b21500,NGR_b19040
SM_b21501,NGR_b19050
SM_b21502,NGR_b19060
SM_b21503,NGR_b19070
SM_b21504,NGR_b19080
wzy,NGR_b19090
SM_b21506,NGR_b19100
SM_b21507,noHit
dapA3,NGR_b00160
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,NGR_b19110
wzx2,NGR_b19120
hemK2,NGR_b19130
SM_b21515,NGR_b19140
SM_b21516,noHit
SM_b21517,NGR_b03430
SM_b21518,noHit
SM_b21519,NGR_b03410
SM_b21520,NGR_b03400
