SMc02793,OV14_0877
SM_b20392,OV14_b0207
rbcL,rbcL1
SM_b20394,OV14_b0205
SM_b20395,noHit
SM_b20396,noHit
SM_b20397,noHit
SM_b20398,noHit
SM_b20399,noHit
SM_b20400,noHit
SM_b20401,noHit
SM_b20402,cycG
SM_b20403,OV14_b1100
SM_b20404,OV14_b1099
SM_b20405,noHit
hyuA,noHit
hyuB,noHit
SM_b20408,noHit
SM_b20409,noHit
SM_b20410,noHit
SM_b20411,noHit
SM_b20412,noHit
SM_b20413,noHit
SM_b20414,noHit
SM_b20415,noHit
ugpB,OV14_a0751
ugpA,OV14_a0752
ugpE,OV14_a0753
ugpC,ugpC
SM_b20420,OV14_3398
TRm21,noHit
SM_b20422,OV14_b1404
SM_b20423,OV14_b1405
SM_b20424,OV14_b1406
SM_b20425,OV14_b1407
SM_b20426,OV14_b1408
ehuA,glnQ
ehuB,OV14_b1410
ehuC,glnP
ehuD,OV14_b1412
EutA,OV14_b1413
eutB,ilvA1
eutC,ocd2
eutD,OV14_b1416
eutE,OV14_b1417
SM_b20436,noHit
SM_b20441,noHit
SM_b20442,noHit
SM_b20443,noHit
SM_b20444,noHit
SM_b20445,noHit
uxuA,uxuA
SM_b20447,OV14_a0101
SM_b20448,ubiE1
SM_b20449,ubiE2
SM_b20450,sigB
SM_b20451,OV14_a0097
SM_b20452,OV14_a0096
SM_b20453,noHit
SM_b20454,noHit
SM_b20455,noHit
SM_b20456,OV14_1674
SM_b20457,noHit
SM_b20458,OV14_0476
SM_b20459,OV14_0475
SM_b20460,OV14_0474
SM_b20461,OV14_0473
SM_b20462,OV14_0472
SM_b20463,noHit
SM_b20464,noHit
SM_b20465,noHit
SM_b20466,noHit
SM_b20467,OV14_b1351
SM_b20468,OV14_a0427
SM_b20469,OV14_b1352
SM_b20470,noHit
SM_b20471,OV14_b1353
SM_b20472,nolO
SM_b20473,noHit
SM_b20474,noHit
SM_b20475,OV14_3373
SM_b20476,OV14_b0678
SM_b20477,noHit
SM_b20478,noHit
SM_b20479,noHit
SM_b20480,noHit
asnO,noHit
SM_b20482,noHit
SM_b20483,OV14_a0251
SM_b20484,OV14_a0252
SM_b20485,rbsA5
SM_b20486,OV14_a0254
SM_b20487,OV14_a0255
SM_b20488,OV14_a0256
SM_b20489,OV14_a0257
fucA2,fucA
SM_b20491,noHit
SM_b20492,OV14_a1846
SM_b20493,OV14_a1847
SM_b20494,OV14_a1848
SM_b20495,noHit
SM_b20496,noHit
lyx,lyxK
SM_b20498,OV14_a1168
SM_b20499,glpD1
SM_b20500,OV14_a1170
SM_b20501,OV14_a1171
SM_b20502,OV14_a1172
SM_b20503,rbsA4
SM_b20504,OV14_a1174
tfxG,noHit
SM_b20506,OV14_a1112
SM_b20507,rbsA3
SM_b20508,noHit
SM_b20509,OV14_a1109
dgoA,OV14_a1108
SM_b20511,OV14_a1107
SM_b20513,noHit
SM_b20514,noHit
SM_b20515,noHit
SM_b20516,noHit
SM_b20517,noHit
SM_b20518,noHit
SM_b20519,OV14_3287
SM_b20520,noHit
SM_b20521,noHit
SM_b20522,noHit
SM_b20523,OV14_2916
SM_b20525,noHit
SM_b20527,noHit
SM_b20528,noHit
SM_b20529,noHit
SM_b20530,noHit
rpoE7,noHit
SM_b20532,noHit
SM_b20533,noHit
SM_b20534,noHit
SM_b20535,noHit
SM_b20536,OV14_b0196
SM_b20537,OV14_b0203
SM_b20538,OV14_b0198
cyaF6,noHit
SM_b20540,noHit
SM_b20541,noHit
SM_b20542,noHit
SM_b20544,noHit
SM_b20543,noHit
SM_b20545,noHit
SM_b20546,noHit
SM_b20547,noHit
SM_b20548,noHit
SM_b20549,noHit
SM_b20550,OV14_b0267
SM_b20551,noHit
SM_b20552,noHit
SM_b20553,noHit
SM_b20554,noHit
SM_b20555,noHit
SM_b20556,noHit
SM_b20557,OV14_a0234
SM_b20558,noHit
SM_b20559,noHit
SM_b20560,noHit
SM_b20561,noHit
SM_b20562,noHit
SM_b20563,noHit
kdsB2,noHit
SM_b20804,noHit
SM_b20805,noHit
SM_b20806,noHit
SM_b20807,noHit
SM_b20808,noHit
kpsF1,noHit
SM_b20810,noHit
SM_b20811,noHit
SM_b20812,noHit
SM_b20813,noHit
SM_b20814,noHit
SM_b20815,noHit
SM_b20816,noHit
SM_b20817,OV14_a0854
mocD,OV14_a0853
mocE,OV14_a0852
mocF,OV14_a0851
SM_b20821,OV14_a0850
rkpT2,noHit
rkpZ2,OV14_a0855
SM_b20824,noHit
SM_b20825,noHit
SM_b20826,noHit
SM_b20827,noHit
SM_b20828,noHit
SM_b21663,noHit
SM_b21664,noHit
SM_b21665,noHit
SM_b20829,noHit
kpsF2,noHit
rkpR,noHit
kpsT,noHit
kpsM,noHit
rkpZ1,noHit
SM_b20835,noHit
SM_b20836,noHit
SM_b20837,noHit
SM_b20838,noHit
SM_b20839,noHit
SM_b20840,noHit
SM_b20841,noHit
SM_b20842,noHit
algI,noHit
SM_b21013,noHit
SM_b21014,noHit
SM_b21015,noHit
SM_b21016,noHit
SM_b21017,noHit
SM_b21018,noHit
SM_b21019,noHit
SM_b21021,noHit
SM_b21022,noHit
SM_b21023,noHit
SM_b21024,noHit
SM_b21025,noHit
SM_b21026,noHit
SM_b21027,noHit
SM_b21028,noHit
SM_b21029,noHit
SM_b21030,noHit
SM_b21031,noHit
SM_b21032,noHit
SM_b21034,noHit
SM_b21035,noHit
SM_b21036,noHit
SM_b21037,noHit
SM_b21038,noHit
SM_b21039,noHit
SM_b21040,noHit
SM_b21041,noHit
pepT,pepT
SM_b21043,noHit
SM_b21044,noHit
SM_b21695,noHit
SM_b21698,noHit
exoI2,exoI2
SM_b21696,noHit
SM_b21697,noHit
TRm10-1a,noHit
TRm10-1b-1,noHit
SM_b21045,noHit
TRm10-1b-2,noHit
SM_b21047,noHit
SM_b21048,OV14_a0138
SM_b21049,noHit
wzx1,noHit
SM_b21051,noHit
SM_b21052,noHit
SM_b21053,noHit
SM_b21054,noHit
SM_b21055,noHit
SM_b21056,noHit
SM_b21057,noHit
SM_b21058,noHit
SM_b21059,noHit
SM_b21060,noHit
SM_b21061,noHit
SM_b21062,noHit
SM_b21063,noHit
SM_b21064,noHit
SM_b21065,noHit
SM_b21066,noHit
SM_b21067,noHit
SM_b21068,noHit
SM_b21069,noHit
exoP2,noHit
SM_b21071,noHit
SM_b21072,noHit
exoF2,noHit
SM_b21074,OV14_0378
SM_b21075,OV14_a0156
SM_b21076,noHit
SM_b21077,noHit
SM_b21078,OV14_0379
SM_b21079,OV14_a0136
SM_b21080,OV14_a0135
manB,noHit
manC/manA,noHit
SM_b21083,noHit
SM_b21084,noHit
SM_b21085,noHit
SM_b21086,noHit
traA2,noHit
SM_b21088,noHit
SM_b21089,OV14_a0563
SM_b21090,noHit
lysM,OV14_a0057
SM_b21092,noHit
SM_b21093,noHit
argH2,noHit
SM_b21095,OV14_b0795
SM_b21096,aapP
SM_b21097,OV14_b0793
SM_b21098,noHit
SM_b21099,noHit
SM_b21100,noHit
SM_b21101,OV14_a0565
SM_b21102,noHit
SM_b21103,OV14_a0567
SM_b21104,OV14_a0568
SM_b21105,OV14_a0569
SM_b21106,OV14_a0570
manR,OV14_a0571
SM_b21108,OV14_a0572
SM_b21109,noHit
SM_b21110,paaN
SM_b21111,OV14_a0575
hpaG,OV14_a0576
SM_b21113,OV14_a0577
nrtA,ntrA
SM_b21115,OV14_b0121
SM_b21116,OV14_a0329
SM_b21117,OV14_a0332
gntK,idnK
SM_b21120,noHit
ivdH,OV14_a0270
mccA,mccA
SM_b21123,OV14_a0272
mccB,mccB
hmgL,OV14_a0274
eccH2,OV14_a0275
SM_b21127,OV14_a0276
SM_b21128,OV14_a0277
SM_b21129,OV14_a0278
cysA2,noHit
cysP2,OV14_a0281
SM_b21132,OV14_a0282
SM_b21133,OV14_a0283
SM_b21134,OV14_a0284
SM_b21135,OV14_a0285
SM_b21136,OV14_a0286
SM_b21137,OV14_a0287
SM_b21138,noHit
SM_b21139,noHit
SM_b21140,OV14_0537
SM_b21216,OV14_a0289
SM_b21217,OV14_a0290
SM_b21218,OV14_a0291
SM_b21219,OV14_a0292
SM_b21220,OV14_a0293
SM_b21221,OV14_a0294
SM_b21222,OV14_a0295
nodP2,nodP
nodQ2,nodQ
SM_b21225,OV14_b1342
SM_b21226,noHit
SM_b21227,OV14_b1337
SM_b21228,noHit
SM_b21229,noHit
SM_b21230,wbpT
SM_b21231,OV14_b1341
SM_b21232,capD
TRm1b,noHit
TRm1a,noHit
SM_b21235,OV14_b1336
SM_b21236,noHit
SM_b21237,noHit
SM_b21238,noHit
SM_b21239,OV14_b1360
SM_b21240,noHit
SM_b21241,OV14_b1346
SM_b21242,lpcC
SM_b21243,OV14_b1348
SM_b21244,OV14_b1361
exoF3,exoF3
SM_b21246,OV14_b1364
SM_b21247,OV14_b1365
SM_b21248,OV14_b1366
SM_b21249,noHit
SM_b21250,amsD
SM_b21251,noHit
SM_b21252,OV14_a0337
SM_b21253,OV14_a0338
SM_b21254,OV14_a0339
SM_b21255,OV14_a0341
SM_b21256,OV14_a0342
SM_b21257,OV14_a0343
SM_b21258,noHit
SM_b21259,OV14_a0344
SM_b21260,OV14_a0346
SM_b21261,OV14_a0347
SM_b21262,OV14_a0348
SM_b21263,OV14_a0349
redA,OV14_a0350
redB,OV14_a0351
SM_b21266,OV14_a0352
SM_b21267,noHit
SM_b21268,noHit
SM_b21269,noHit
SM_b21270,OV14_a0355
SM_b21271,OV14_a0356
SM_b21272,OV14_a0382
SM_b21273,OV14_a0383
SM_b21274,attA3
SM_b21275,OV14_a0385
SM_b21277,OV14_a0387
adeC2,adeC
SM_b21279,OV14_a0389
SM_b21280,noHit
SM_b21281,OV14_a0404
SM_b21283,noHit
SM_b21284,OV14_a0410
SM_b21285,OV14_a0411
xdhA1,OV14_a0412
xdhB1,OV14_a0413
xdhC,OV14_a0414
SM_b21289,OV14_a0415
SM_b21290,qor
SM_b21291,OV14_a0417
SM_b21292,OV14_a0418
guaD1,OV14_a0419
SM_b21294,noHit
SM_b21295,noHit
SM_b21296,noHit
pbpC,OV14_a0428
SM_b21298,OV14_a0429
deoR,OV14_a0440
deoC,deoC
SM_b21301,OV14_a0442
SM_b21302,OV14_a0443
SM_b21303,OV14_a0456
SM_b21304,OV14_a0461
merA2,OV14_a0468
SM_b21144,OV14_a0470
SM_b21145,OV14_a0471
SM_b21146,OV14_a0472
SM_b21147,OV14_a0473
SM_b21148,OV14_a0474
SM_b21149,OV14_a0475
SM_b21150,OV14_a0476
SM_b21151,OV14_a0477
SM_b21152,OV14_a0478
SM_b21153,OV14_1960
SM_b21154,OV14_a1150
SM_b21155,OV14_a0479
SM_b21156,OV14_a0480
SM_b21157,OV14_a0481
SM_b21158,OV14_a0482
SM_b21159,OV14_a0483
hexA,OV14_a0484
SM_b21161,OV14_a0485
SM_b21162,noHit
hutU,OV14_a0487
hutG,OV14_a0488
hutH1,OV14_a0489
hutI,OV14_a0490
SM_b21167,noHit
SM_b21168,noHit
SM_b21169,noHit
phnN,OV14_a0491
phnM,OV14_a0492
SM_b21172,noHit
SM_b21173,noHit
phoT,OV14_a0494
phoE,OV14_a0495
phoD,OV14_a0496
phoC,phcN
SM_b21178,noHit
SM_b21179,OV14_a0498
SM_b21180,OV14_a0499
SM_b21181,gcdH
SM_b21182,OV14_a0501
htpG,htpG
ackA2,ackA
gabD2,OV14_a0503
gabT,OV14_a0504
SM_b21187,OV14_a0505
SM_b21188,OV14_a0506
SM_b21189,OV14_a0507
SM_b21190,OV14_a0508
msbA2,OV14_a0509
cbbA2,cbbA1
SM_b21196,OV14_a0512
SM_b21197,OV14_a0513
SM_b21198,OV14_a0514
SM_b21199,OV14_a0515
SM_b21200,OV14_a0516
SM_b21201,OV14_a0517
SM_b21202,OV14_a0518
SM_b21203,OV14_a0519
SM_b21666,noHit
SM_b21204,OV14_a0520
SM_b21205,OV14_a0521
SM_b21206,OV14_a0522
SM_b21207,OV14_a0523
SM_b21208,OV14_a0524
SM_b21209,OV14_a0526
SM_b21210,OV14_a0527
SM_b21211,OV14_a0528
SM_b21212,OV14_a0529
SM_b21667,noHit
pphA,OV14_a0531
orf24,OV14_a0532
orf23,OV14_a0533
wgeH,noHit
wgeG,OV14_b1454
wgeF,OV14_b1453
wgeE,noHit
wgeD,OV14_b1451
wgeC,noHit
wgeB,wbgA
wgeA,noHit
wgdB,aprE
wgdA,OV14_b1446
wggR,OV14_b1445
wgcA,noHit
wgaA,noHit
wgaB,noHit
wgaD,noHit
wgaE,noHit
wgaF,noHit
wgaG,noHit
wgaH,noHit
wgaI,noHit
wgaJ,noHit
SM_b21328,noHit
SM_b21329,noHit
SM_b21330,OV14_a1650
SM_b21331,noHit
SM_b21332,noHit
SM_b21333,noHit
SM_b21334,noHit
SM_b21335,noHit
SM_b21336,noHit
SM_b21337,noHit
SM_b21338,noHit
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,noHit
SM_b21342,noHit
SM_b21343,noHit
SM_b21344,noHit
SM_b21345,noHit
SM_b21346,noHit
SM_b21347,noHit
SM_b21348,OV14_b0359
SM_b21349,noHit
SM_b21350,noHit
SM_b21351,OV14_a1859
SM_b21352,noHit
SM_b21353,OV14_a1861
uxaC,noHit
SM_b21355,noHit
SM_b21356,noHit
SM_b21357,noHit
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,noHit
SM_b21362,noHit
SM_b21668,noHit
SM_b21363,OV14_b0109
SM_b21364,noHit
SM_b21365,noHit
SM_b21669,noHit
SM_b21366,noHit
cycA,noHit
SM_b21368,noHit
SM_b21369,noHit
SM_b21370,noHit
SM_b21371,noHit
SM_b21372,OV14_a1207
SM_b21373,OV14_a1206
SM_b21374,OV14_a1205
SM_b21375,OV14_a1204
SM_b21376,OV14_a1203
SM_b21377,OV14_a1202
SM_b21378,noHit
SM_b21379,noHit
SM_b21380,noHit
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,noHit
SM_b21385,noHit
SM_b21525,OV14_a1349
tauA,OV14_a1350
tauB,OV14_a1351
tauC,OV14_a1352
SM_b21670,noHit
tauD,OV14_a1354
SM_b21530,OV14_a1355
SM_b21531,noHit
pta,dme
SM_b21533,glpR
SM_b21534,OV14_b0086
SM_b21535,OV14_b0097
SM_b21536,OV14_b0096
SM_b21537,OV14_b0095
phnA,noHit
SM_b21539,OV14_b0093
SM_b21671,noHit
SM_b21540,OV14_b0092
SM_b21541,OV14_b0090
SM_b21542,OV14_b0089
SM_b21543,noHit
SM_b21544,noHit
SM_b21545,OV14_a1868
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,noHit
SM_b21550,noHit
SM_b21551,noHit
aacC4,noHit
SM_b21554,noHit
kefB2,kefB
SM_b21556,noHit
SM_b21557,noHit
SM_b21558,noHit
SM_b21559,noHit
SM_b21560,noHit
SM_b21561,noHit
SM_b21562,noHit
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,OV14_a1448
groEL5,noHit
SM_b21568,noHit
SM_b21569,noHit
stcD,OV14_1751
SM_b21571,noHit
SM_b21572,noHit
SM_b21573,noHit
SM_b21574,noHit
SM_b21575,noHit
SM_b21576,noHit
SM_b21577,noHit
atcU2,noHit
hmrR2,OV14_a0398
SM_b21580,OV14_1128
SM_b21581,noHit
SM_b21582,noHit
SM_b21583,noHit
SM_b21584,OV14_a1643
SM_b21585,OV14_a1642
gshB2,gshB1
SM_b21587,OV14_a1878
SM_b21588,OV14_a1877
SM_b21589,OV14_a1876
SM_b21590,OV14_a1875
SM_b21591,OV14_a1874
SM_b21592,OV14_b0342
SM_b21593,OV14_b0343
SM_b21594,OV14_b0344
SM_b21595,OV14_b0345
SM_b21596,OV14_b0346
SM_b21597,OV14_b0347
SM_b21598,OV14_b0348
SM_b21599,noHit
ampC,noHit
SM_b21601,noHit
SM_b21602,noHit
SM_b21603,noHit
SM_b21604,noHit
SM_b21605,noHit
abfA,noHit
SM_b21672,noHit
SM_b20925,noHit
SM_b20926,noHit
SM_b20927,noHit
SM_b20928,OV14_a0639
SM_b20929,OV14_b0501
SM_b20930,OV14_b0502
SM_b20931,OV14_b0504
exsH,exsH
exsG,noHit
exsF,OV14_a1646
exsI,OV14_a1917
SM_b20936,noHit
exsE,OV14_a0642
exsD,exsE
exsC,OV14_a0985
exsB,exsB
exsA,exsA
exoB,OV14_a0691
exoZ,exoZ1
exoQ,exoQ
exoF1,exoF1
exoY,exoY2
exoX,OV14_a0696
exoU,exoU1
exoV,noHit
exoW,noHit
exoT,OV14_a0700
SM_b21673,noHit
exoI,noHit
SM_b20952,noHit
SM_b20953,noHit
exoH,OV14_a0701
exoK,exoZ2
exoL,exoL
exoA,exoA
exoM,exoM
exoO,exoO
exoN,OV14_a0707
exoP,exoP
thiD,thiD
SM_b20963,noHit
SM_b20964,OV14_3419
SM_b20965,OV14_a1217
lacZ2,noHit
SM_b20967,thuR
SM_b20968,noHit
SM_b20969,OV14_a1066
SM_b20970,OV14_a1067
SM_b20971,OV14_a1068
SM_b20972,OV14_a1069
SM_b20973,OV14_a1070
SM_b20974,noHit
SM_b20975,OV14_a1072
SM_b20976,OV14_a1073
SM_b20977,OV14_a1074
SM_b20978,noHit
SM_b20979,OV14_a0580
SM_b20980,noHit
SM_b20981,OV14_a0578
SM_b20982,noHit
SM_b20983,noHit
nirB,OV14_b0116
nirD,nirD
narB,narB
SM_b20987,OV14_b0113
SM_b20988,OV14_b0742
SM_b20989,OV14_a0237
nfeD,OV14_a0236
SM_b20991,OV14_a0552
SM_b20992,OV14_a0545
SM_b21674,noHit
SM_b20993,OV14_a1091
SM_b20994,OV14_a1094
engA,engA
SM_b20996,OV14_3888
SM_b20997,OV14_3889
SM_b20998,OV14_3890
bacA,bacA
SM_b21000,OV14_3892
SM_b21001,noHit
map2,map2
SM_b21003,OV14_3894
SM_b21004,OV14_3456
SM_b21005,OV14_b1275
SM_b21006,noHit
SM_b21007,OV14_a1528
SM_b21008,OV14_a1527
glpK,glpK
bdhA,bdhA2
xdhA2,xdhA
xdhB2,xdhB
SM_b21676,OV14_3900
SM_b20847,OV14_3901
SM_b20848,OV14_3902
guaD2,guaD
lldD1,lldD
SM_b20851,noHit
SM_b20852,noHit
SM_b20853,tdh
SM_b20854,OV14_a1701
SM_b20855,rbsA3
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,OV14_b0636
SM_b21677,noHit
SM_b20860,cpo1
SM_b20861,OV14_b0639
SM_b20862,noHit
SM_b20863,OV14_b0640
SM_b20864,OV14_b0641
SM_b20865,OV14_b0642
SM_b20866,OV14_b0643
SM_b20867,noHit
SM_b20868,OV14_b0644
SM_b20869,OV14_b0647
SM_b20870,OV14_b0648
SM_b20871,fabG2
SM_b20872,OV14_3906
allA,allA
SM_b20874,OV14_3908
SM_b20875,OV14_3909
SM_b20876,OV14_3910
SM_b20877,OV14_3912
SM_b20878,OV14_3914
SM_b20879,OV14_3916
rhlE2,rhlE
SM_b20881,OV14_a0391
SM_b20882,noHit
SM_b20883,noHit
SM_b20884,noHit
SM_b20885,OV14_3921
SM_b20886,OV14_3926
SM_b20887,OV14_3927
SM_b20888,OV14_3928
SM_b20889,noHit
araF,ilvD3
araE,OV14_3931
araD,gguC
araC,OV14_3933
araB,OV14_3934
araA,chvE
gbpR,OV14_3937
SM_b20897,OV14_3938
SM_b20898,noHit
SM_b21678,noHit
idhA,idhA2
SM_b20900,noHit
SM_b21679,noHit
SM_b20901,OV14_3942
SM_b20902,xylF
SM_b20903,xylH
SM_b20904,OV14_3946
SM_b20905,noHit
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,noHit
SM_b21680,noHit
SM_b21681,noHit
SM_b20909,noHit
SM_b20910,noHit
SM_b20911,noHit
SM_b20912,noHit
SM_b20913,noHit
SM_b21682,noHit
SM_b20914,noHit
aslA1,betC
SM_b20916,noHit
TRm1a,noHit
TRm1b,noHit
SM_b20920,noHit
SM_b20921,OV14_3288
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,noHit
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,OV14_b0407
SM_b21407,noHit
SM_b21408,noHit
SM_b21410,noHit
SM_b21411,noHit
SM_b21412,noHit
SM_b21413,noHit
SM_b21414,noHit
SM_b21415,OV14_3342
ddhA,ddhA
ddhB,ddhB
SM_b21418,OV14_3960
SM_b21419,noHit
SM_b21684,noHit
SM_b21420,noHit
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,noHit
SM_b21424,noHit
SM_b21425,OV14_3956
SM_b21426,OV14_3955
SM_b21427,OV14_3954
rmlC,rmlC
SM_b21429,OV14_b0919
SM_b21430,OV14_b0920
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,OV14_b0923
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,OV14_a0594
SM_b21441,OV14_b0693
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,noHit
SM_b21445,OV14_a1645
glgX2,noHit
glgB2,noHit
SM_b21448,noHit
gst12,OV14_a0606
SM_b21450,noHit
SM_b21452,noHit
SM_b21454,noHit
SM_b21455,OV14_b0696
SM_b21456,OV14_a1611
SM_b21458,noHit
SM_b21459,thuF
SM_b21460,noHit
SM_b21461,thuE
SM_b21462,noHit
SM_b21463,agaL1
SM_b21464,OV14_b0870
prsE,noHit
prsD,aprD
SM_b21467,noHit
SM_b21468,OV14_a0890
SM_b21469,noHit
SM_b21470,noHit
SM_b21471,noHit
SM_b21472,OV14_a1540
SM_b21473,noHit
SM_b21474,noHit
SM_b21475,noHit
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,OV14_a1844
SM_b21480,noHit
SM_b21481,noHit
SM_b21482,noHit
SM_b21483,OV14_b0690
SM_b21686,noHit
rpoE5,OV14_b0691
SM_b21687,noHit
SM_b21485,noHit
SM_b21486,OV14_a1429
cyoA,cyoA
cyoB,cyoB
cyoC,cyoC
SM_b21490,noHit
SM_b21491,OV14_a0158
SM_b21492,OV14_a0134
SM_b21493,OV14_a0458
ocd,ocd1
SM_b21689,noHit
SM_b21495,noHit
SM_b21496,noHit
acrE,OV14_a1272
acrF,OV14_a1273
SM_b21499,OV14_a0372
SM_b21500,OV14_a0371
SM_b21501,OV14_a0370
SM_b21502,OV14_a0369
SM_b21503,OV14_a0368
SM_b21504,OV14_a0367
wzy,OV14_a0366
SM_b21506,OV14_a0365
SM_b21507,noHit
dapA3,noHit
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,OV14_a0364
wzx2,OV14_a0363
hemK2,OV14_a0362
SM_b21515,OV14_a0361
SM_b21516,OV14_a1238
SM_b21517,noHit
SM_b21518,noHit
SM_b21519,OV14_b1459
SM_b21520,OV14_b1460
SM_b21521,noHit
minE,minE
minD,minD
minC,minC
SM_b20647,noHit
SM_b20648,noHit
nadE1,nadE1
SM_b20650,OV14_a0359
SM_b20651,OV14_a0358
asnB,OV14_a0357
SM_b20654,noHit
SM_b20655,OV14_3241
SM_b20656,noHit
SM_b20657,noHit
SM_b20658,OV14_b1260
SM_b20659,OV14_b1259
SM_b20660,noHit
SM_b20661,OV14_a1729
SM_b20662,OV14_b1217
SM_b20663,noHit
SM_b20664,noHit
SM_b20665,noHit
SM_b20666,noHit
SM_b20667,OV14_b0832
SM_b20668,noHit
SM_b20669,noHit
SM_b20670,noHit
SM_b20671,noHit
SM_b20672,noHit
SM_b20673,noHit
SM_b20674,noHit
SM_b20675,noHit
SM_b20676,OV14_a0193
SM_b20677,OV14_a0408
ttuD2,OV14_a0424
QglxR,OV14_a0423
hyi,OV14_a0422
gcl,gcl
iclR,OV14_a0420
SM_b20683,noHit
SM_b20684,OV14_a0652
SM_b20685,noHit
SM_b20686,noHit
SM_b20687,noHit
SM_b20688,OV14_a1538
xthA4,noHit
SM_b20690,noHit
SM_b20691,noHit
idnO1,idnO
SM_b20694,noHit
SM_b20695,noHit
SM_b20696,noHit
SM_b20697,noHit
SM_b20698,OV14_b1418
SM_b20699,OV14_b1419
SM_b20700,OV14_b1420
SM_b20701,OV14_b1421
SM_b20702,OV14_b1422
SM_b20703,noHit
glgA2,noHit
SM_b20705,OV14_a0892
SM_b20706,OV14_a0894
cyaG2,OV14_a1537
SM_b20708,OV14_a1893
SM_b20709,noHit
SM_b20710,noHit
SM_b20711,OV14_a0856
SM_b20712,OV14_a0857
SM_b20713,OV14_a0858
SM_b20714,OV14_a0859
SM_b20715,noHit
SM_b20716,OV14_b0581
SM_b20717,noHit
SM_b20718,noHit
SM_b20719,OV14_a1368
SM_b20720,OV14_a1367
SM_b20721,OV14_a0876
SM_b20722,OV14_a0877
SM_b20723,OV14_a0878
SM_b20724,OV14_a0885
SM_b20725,OV14_a0886
SM_b20726,OV14_a0887
SM_b20727,noHit
SM_b20728,noHit
SM_b20729,noHit
glnII,glnII
gstI,noHit
SM_b20747,noHit
pssF,noHit
uxuB,noHit
SM_b20750,OV14_a0909
SM_b20751,OV14_a0912
SM_b20752,OV14_a0913
SM_b20753,OV14_a0914
SM_b20754,OV14_a0915
pccB,ppcB
pccA,pccA
bhbA,bhbA
SM_b20758,OV14_a0929
phnG,phnG
phnH,phnH
phnI,phnI
phnJ,phnJ
phnK,OV14_a0934
phnL,phnL
SM_b20765,OV14_a0936
TRm22,noHit
dak,OV14_a0941
SM_b20768,OV14_a0942
SM_b20769,OV14_a0943
SM_b20770,OV14_a0944
SM_b20771,OV14_a0945
pdxA2,pdxA2
SM_b20773,OV14_a0948
SM_b20774,noHit
SM_b20775,noHit
cyaK,noHit
TRm19,noHit
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
TRm2011-2b-1,noHit
TRm2011-2a,noHit
SM_b20784,OV14_a0950
SM_b20785,OV14_a0951
SM_b20786,OV14_a0952
SM_b20787,OV14_a0953
SM_b20568,OV14_a0954
SM_b20569,noHit
SM_b20570,noHit
SM_b20571,OV14_3101
SM_b21691,noHit
SM_b20573,noHit
SM_b20574,noHit
pcaB,pcaB
pcaG,pcaG
pcaH,pcaH
pcaC,OV14_a0996
pcaD,OV14_a0997
pcaQ,OV14_a0998
SM_b20581,OV14_a1269
SM_b20582,noHit
pobA,pobA
SM_b20584,OV14_a1053
ggt,OV14_a0083
pcaR,OV14_a1054
pcaI,OV14_a1055
pcaJ,OV14_a1056
pcaF,OV14_a1057
SM_b20590,OV14_a1196
SM_b20591,noHit
rpoE8,OV14_a1200
SM_b20593,OV14_a1199
amcY,OV14_a1198
ftsK2,noHit
SM_b20596,noHit
SM_b20597,noHit
repA3,repA2
repB3,repB2
SM_b20600,noHit
SM_b21707,OV14_a1095
SM_b20602,OV14_a1096
SM_b20603,OV14_a1097
SM_b20604,OV14_a1098
SM_b20605,OV14_a1099
SM_b20606,OV14_3690
SM_b20607,OV14_3688
SM_b20608,OV14_0427
SM_b20609,OV14_a1101
SM_b20610,OV14_a1102
dctA,dctA2
dctB,dctB
dctD,dctD
SM_b20614,noHit
thiC,thiC
thiO,OV14_a0741
thiG,thiG
thiE,OV14_a0744
SM_b20619,OV14_a1395
SM_b20620,OV14_a1396
SM_b20621,OV14_a1397
SM_b20622,OV14_a1398
SM_b20623,noHit
SM_b20624,noHit
SM_b20625,OV14_a1623
SM_b20626,OV14_a1624
SM_b20627,noHit
SM_b20628,noHit
SM_b20629,noHit
SM_b20630,noHit
