SMc02793,RHE_CH00001
SM_b20323,noHit
thuR,thuR
thuE,thuE
thuF,thuF
thuG,thuG
thuK,thuK
thuA,thuAch
thuB,thuBch
SM_b20331,RHE_CH01246
SM_b20332,noHit
betT,noHit
SM_b20334,noHit
SM_b20335,RHE_CH00450
SM_b20336,noHit
SM_b20337,RHE_CH00601
SM_b20338,noHit
SM_b20339,noHit
SM_b20340,noHit
SM_b20341,noHit
SM_b20342,noHit
SM_b20343,noHit
SM_b20344,noHit
SM_b20345,RHE_CH03687
SM_b20346,RHE_CH03688
SM_b20347,RHE_CH03689
SM_b20348,RHE_PF00038
SM_b20349,RHE_PF00037
SM_b20350,RHE_PF00036
SM_b20351,RHE_PF00035
SM_b20352,RHE_PF00034
SM_b20353,RHE_PF00033
SM_b20354,RHE_PF00032
SM_b20355,noHit
SM_b20356,noHit
SM_b20357,noHit
cyaL,noHit
SM_b20359,noHit
SM_b20360,noHit
SM_b20361,noHit
SM_b20362,RHE_CH02123
SM_b20363,afuC1
SM_b20364,afuB1
SM_b20365,afuA1
SM_b20366,noHit
SM_b20367,noHit
SM_b20368,noHit
SM_b20369,noHit
SM_b20370,RHE_CH02609
SM_b20371,noHit
SM_b20372,noHit
SM_b20373,noHit
SM_b20374,noHit
SM_b20375,noHit
SM_b20376,noHit
SM_b20377,noHit
SM_b20378,RHE_CH02147
SM_b20379,RHE_CH02145
SM_b20380,noHit
SM_b20381,noHit
SM_b20382,noHit
SM_b20383,noHit
SM_b20384,noHit
SM_b20385,noHit
SM_b20386,noHit
SM_b20387,noHit
SM_b20388,noHit
SM_b20389,RHE_CH02345
SM_b20390,RHE_PE00362
SM_b20391,RHE_PE00363
SM_b20392,RHE_PF00043
rbcL,rbcL
SM_b20394,RHE_PF00041
SM_b20395,noHit
SM_b20396,noHit
SM_b20397,noHit
SM_b20398,RHE_PF00084
SM_b20399,RHE_PC00207
SM_b20400,RHE_PB00039
SM_b20401,noHit
SM_b20402,RHE_CH00984
SM_b20403,noHit
SM_b20404,noHit
SM_b20405,noHit
hyuA,noHit
hyuB,noHit
SM_b20408,noHit
SM_b20409,noHit
SM_b20410,noHit
SM_b20411,noHit
SM_b20412,noHit
SM_b20413,noHit
SM_b20414,RHE_CH02786
SM_b20415,RHE_PF00134
ugpB,ugpBc
ugpA,ugpAc
ugpE,ugpEc
ugpC,ugpCc
SM_b20420,noHit
TRm21,RHE_PD00041
SM_b20422,RHE_PF00203
SM_b20423,RHE_PF00202
SM_b20424,RHE_PF00201
SM_b20425,RHE_PF00200
SM_b20426,RHE_PF00188
ehuA,RHE_PF00187
ehuB,RHE_PF00186
ehuC,RHE_PF00185
ehuD,RHE_PF00184
EutA,RHE_PF00183
eutB,RHE_PF00182
eutC,ocdf
eutD,RHE_PF00180
eutE,RHE_PF00179
SM_b20436,RHE_CH01783
SM_b20441,RHE_PF00067
SM_b20442,RHE_PF00068
SM_b20443,RHE_PF00069
SM_b20444,RHE_PF00070
SM_b20445,RHE_PF00071
uxuA,uxuAb
SM_b20447,RHE_PF00141
SM_b20448,noHit
SM_b20449,RHE_CH02647
SM_b20450,RHE_CH02648
SM_b20451,RHE_CH02649
SM_b20452,RHE_CH02650
SM_b20453,RHE_CH03704
SM_b20454,noHit
SM_b20455,RHE_CH01197
SM_b20456,noHit
SM_b20457,RHE_PE00361
SM_b20458,RHE_CH01360
SM_b20459,galE1
SM_b20460,RHE_CH00070
SM_b20461,noHit
SM_b20462,RHE_CH00072
SM_b20463,RHE_CH00071
SM_b20464,noHit
SM_b20465,RHE_PC00229
SM_b20466,noHit
SM_b20467,noHit
SM_b20468,noHit
SM_b20469,noHit
SM_b20470,noHit
SM_b20471,noHit
SM_b20472,RHE_PD00268
SM_b20473,noHit
SM_b20474,noHit
SM_b20475,RHE_CH02591
SM_b20476,noHit
SM_b20477,noHit
SM_b20478,noHit
SM_b20479,noHit
SM_b20480,noHit
asnO,noHit
SM_b20482,noHit
SM_b20483,noHit
SM_b20484,noHit
SM_b20485,noHit
SM_b20486,noHit
SM_b20487,noHit
SM_b20488,noHit
SM_b20489,noHit
fucA2,noHit
SM_b20491,RHE_PC00116
SM_b20492,noHit
SM_b20493,RHE_CH03352
SM_b20494,RHE_CH03353
SM_b20495,noHit
SM_b20496,RHE_PB00070
lyx,lyxX
SM_b20498,RHE_PB00072
SM_b20499,RHE_PB00073
SM_b20500,RHE_PB00074
SM_b20501,RHE_PB00075
SM_b20502,RHE_PB00076
SM_b20503,RHE_PB00077
SM_b20504,RHE_PB00078
tfxG,RHE_PE00141
SM_b20506,RHE_CH03693
SM_b20507,RHE_CH03694
SM_b20508,RHE_CH03695
SM_b20509,RHE_CH03696
dgoA,dgoA
SM_b20511,RHE_CH03691
SM_b20513,noHit
SM_b20514,cheBf
SM_b20515,cheRf
SM_b20516,noHit
SM_b20517,noHit
SM_b20518,noHit
SM_b20519,noHit
SM_b20520,noHit
SM_b20521,noHit
SM_b20522,RHE_CH00479
SM_b20523,noHit
SM_b20525,noHit
SM_b20527,RHE_CH00597
SM_b20528,RHE_CH00596
SM_b20529,RHE_CH00595
SM_b20530,RHE_CH00594
rpoE7,RHE_PF00056
SM_b20532,noHit
SM_b20533,noHit
SM_b20534,noHit
SM_b20535,RHE_CH00076
SM_b20536,RHE_CH00075
SM_b20537,RHE_CH00074
SM_b20538,RHE_CH00073
cyaF6,noHit
SM_b20540,noHit
SM_b20541,RHE_PD00124
SM_b20542,RHE_PD00123
SM_b20544,noHit
SM_b20543,noHit
SM_b20545,noHit
SM_b20546,noHit
SM_b20547,noHit
SM_b20548,noHit
SM_b20549,noHit
SM_b20550,noHit
SM_b20551,noHit
SM_b20552,noHit
SM_b20553,noHit
SM_b20554,noHit
SM_b20555,noHit
SM_b20556,noHit
SM_b20557,noHit
SM_b20558,noHit
SM_b20559,noHit
SM_b20560,noHit
SM_b20561,noHit
SM_b20562,noHit
SM_b20563,noHit
kdsB2,kdsB2
SM_b20804,noHit
SM_b20805,noHit
SM_b20806,RHE_CH02994
SM_b20807,noHit
SM_b20808,noHit
kpsF1,noHit
SM_b20810,RHE_CH03181
SM_b20811,noHit
SM_b20812,noHit
SM_b20813,noHit
SM_b20814,noHit
SM_b20815,noHit
SM_b20816,noHit
SM_b20817,RHE_PE00447
mocD,mocD
mocE,mocEe
mocF,mocFe
SM_b20821,RHE_PE00443
rkpT2,noHit
rkpZ2,noHit
SM_b20824,noHit
SM_b20825,noHit
SM_b20826,noHit
SM_b20827,noHit
SM_b20828,noHit
SM_b21663,noHit
SM_b21664,noHit
SM_b21665,noHit
SM_b20829,noHit
kpsF2,kpsF
rkpR,noHit
kpsT,noHit
kpsM,noHit
rkpZ1,noHit
SM_b20835,RHE_CH00725
SM_b20836,noHit
SM_b20837,noHit
SM_b20838,noHit
SM_b20839,noHit
SM_b20840,noHit
SM_b20841,noHit
SM_b20842,noHit
algI,noHit
SM_b21013,noHit
SM_b21014,noHit
SM_b21015,noHit
SM_b21016,noHit
SM_b21017,noHit
SM_b21018,noHit
SM_b21019,noHit
SM_b21021,noHit
SM_b21022,noHit
SM_b21023,noHit
SM_b21024,noHit
SM_b21025,noHit
SM_b21026,noHit
SM_b21027,noHit
SM_b21028,noHit
SM_b21029,noHit
SM_b21030,RHE_CH00989
SM_b21031,noHit
SM_b21032,noHit
SM_b21034,noHit
SM_b21035,RHE_PE00087
SM_b21036,noHit
SM_b21037,noHit
SM_b21038,noHit
SM_b21039,noHit
SM_b21040,noHit
SM_b21041,RHE_PD00177
pepT,pepT
SM_b21043,noHit
SM_b21044,noHit
SM_b21695,noHit
SM_b21698,noHit
exoI2,noHit
SM_b21696,RHE_CH01740
SM_b21697,RHE_PF00083
TRm10-1a,RHE_PD00093
TRm10-1b-1,noHit
SM_b21045,noHit
TRm10-1b-2,noHit
SM_b21047,noHit
SM_b21048,noHit
SM_b21049,noHit
wzx1,noHit
SM_b21051,noHit
SM_b21052,noHit
SM_b21053,noHit
SM_b21054,noHit
SM_b21055,noHit
SM_b21056,noHit
SM_b21057,noHit
SM_b21058,noHit
SM_b21059,noHit
SM_b21060,noHit
SM_b21061,noHit
SM_b21062,noHit
SM_b21063,noHit
SM_b21064,noHit
SM_b21065,noHit
SM_b21066,noHit
SM_b21067,noHit
SM_b21068,noHit
SM_b21069,noHit
exoP2,noHit
SM_b21071,noHit
SM_b21072,noHit
exoF2,noHit
SM_b21074,RHE_CH03387
SM_b21075,RHE_CH03382
SM_b21076,noHit
SM_b21077,noHit
SM_b21078,noHit
SM_b21079,noHit
SM_b21080,RHE_CH01362
manB,noHit
manC/manA,noHit
SM_b21083,noHit
SM_b21084,noHit
SM_b21085,noHit
SM_b21086,noHit
traA2,RHE_PD00170
SM_b21088,noHit
SM_b21089,noHit
SM_b21090,noHit
lysM,lysM
SM_b21092,noHit
SM_b21093,noHit
argH2,noHit
SM_b21095,noHit
SM_b21096,noHit
SM_b21097,noHit
SM_b21098,noHit
SM_b21099,noHit
SM_b21100,noHit
SM_b21101,RHE_PE00433
SM_b21102,RHE_PE00432
SM_b21103,noHit
SM_b21104,noHit
SM_b21105,RHE_PE00098
SM_b21106,noHit
manR,noHit
SM_b21108,noHit
SM_b21109,noHit
SM_b21110,RHE_PC00061
SM_b21111,RHE_PE00431
hpaG,RHE_CH00016
SM_b21113,RHE_PE00430
nrtA,nrtCch
SM_b21115,nasT
SM_b21116,RHE_CH03204
SM_b21117,noHit
gntK,gntK
SM_b21120,noHit
ivdH,ivdH
mccA,mccA
SM_b21123,RHE_CH02040
mccB,mccB
hmgL,noHit
eccH2,noHit
SM_b21127,noHit
SM_b21128,noHit
SM_b21129,noHit
cysA2,RHE_PE00256
cysP2,RHE_PE00257
SM_b21132,RHE_PE00258
SM_b21133,RHE_PE00259
SM_b21134,RHE_PE00381
SM_b21135,RHE_PF00167
SM_b21136,RHE_PF00166
SM_b21137,RHE_PF00165
SM_b21138,RHE_PF00164
SM_b21139,noHit
SM_b21140,RHE_PC00170
SM_b21216,RHE_CH03379
SM_b21217,RHE_CH03378
SM_b21218,RHE_CH03377
SM_b21219,RHE_CH03376
SM_b21220,RHE_CH03375
SM_b21221,RHE_CH03374
SM_b21222,RHE_CH03373
nodP2,noHit
nodQ2,noHit
SM_b21225,noHit
SM_b21226,noHit
SM_b21227,noHit
SM_b21228,noHit
SM_b21229,noHit
SM_b21230,noHit
SM_b21231,noHit
SM_b21232,noHit
TRm1b,noHit
TRm1a,noHit
SM_b21235,noHit
SM_b21236,noHit
SM_b21237,noHit
SM_b21238,noHit
SM_b21239,noHit
SM_b21240,noHit
SM_b21241,noHit
SM_b21242,noHit
SM_b21243,noHit
SM_b21244,noHit
exoF3,noHit
SM_b21246,noHit
SM_b21247,noHit
SM_b21248,RHE_CH01368
SM_b21249,noHit
SM_b21250,noHit
SM_b21251,RHE_CH03487
SM_b21252,RHE_PE00050
SM_b21253,RHE_PE00051
SM_b21254,RHE_PE00054
SM_b21255,RHE_PE00045
SM_b21256,RHE_PE00044
SM_b21257,cyaA
SM_b21258,noHit
SM_b21259,noHit
SM_b21260,RHE_PE00042
SM_b21261,RHE_PE00041
SM_b21262,RHE_PE00040
SM_b21263,RHE_PE00039
redA,redA
redB,redB
SM_b21266,RHE_PE00036
SM_b21267,noHit
SM_b21268,noHit
SM_b21269,RHE_PE00035
SM_b21270,RHE_PE00034
SM_b21271,noHit
SM_b21272,RHE_CH03414
SM_b21273,potD
SM_b21274,potB
SM_b21275,potC
SM_b21277,RHE_CH03419
adeC2,adeC2
SM_b21279,RHE_CH03429
SM_b21280,RHE_CH03407
SM_b21281,noHit
SM_b21283,noHit
SM_b21284,noHit
SM_b21285,noHit
xdhA1,noHit
xdhB1,noHit
xdhC,xdhC
SM_b21289,noHit
SM_b21290,noHit
SM_b21291,noHit
SM_b21292,noHit
guaD1,noHit
SM_b21294,RHE_CH01245
SM_b21295,RHE_CH01244
SM_b21296,RHE_PE00253
pbpC,RHE_PE00009
SM_b21298,RHE_PE00010
deoR,noHit
deoC,deoC
SM_b21301,noHit
SM_b21302,fucUc
SM_b21303,RHE_CH00620
SM_b21304,noHit
merA2,RHE_PE00270
SM_b21144,RHE_CH00485
SM_b21145,RHE_CH00484
SM_b21146,RHE_CH00483
SM_b21147,RHE_CH00482
SM_b21148,RHE_PE00367
SM_b21149,RHE_PE00368
SM_b21150,RHE_PE00369
SM_b21151,RHE_PE00370
SM_b21152,RHE_PE00371
SM_b21153,RHE_CH02595
SM_b21154,RHE_CH02714
SM_b21155,RHE_PE00382
SM_b21156,RHE_PE00383
SM_b21157,RHE_PE00384
SM_b21158,RHE_PE00385
SM_b21159,RHE_PE00386
hexA,hexA
SM_b21161,RHE_CH04060
SM_b21162,RHE_PE00387
hutU,hutUe
hutG,hutG
hutH1,hutHe1
hutI,hutI
SM_b21167,noHit
SM_b21168,noHit
SM_b21169,RHE_CH01046
phnN,gmk1
phnM,phnM1
SM_b21172,noHit
SM_b21173,noHit
phoT,RHE_CH00157
phoE,RHE_CH00158
phoD,RHE_CH00159
phoC,RHE_CH00160
SM_b21178,noHit
SM_b21179,noHit
SM_b21180,noHit
SM_b21181,gcdH
SM_b21182,RHE_CH02877
htpG,htpG
ackA2,ackA
gabD2,gabDch
gabT,gabT
SM_b21187,RHE_CH00094
SM_b21188,noHit
SM_b21189,noHit
SM_b21190,noHit
msbA2,RHE_CH03199
cbbA2,noHit
SM_b21196,oppA
SM_b21197,oppB
SM_b21198,noHit
SM_b21199,noHit
SM_b21200,RHE_CH03433
SM_b21201,RHE_CH03434
SM_b21202,RHE_CH03241
SM_b21203,RHE_CH03240
SM_b21666,noHit
SM_b21204,RHE_CH03253
SM_b21205,RHE_CH03252
SM_b21206,RHE_CH03251
SM_b21207,RHE_CH03250
SM_b21208,RHE_CH03249
SM_b21209,noHit
SM_b21210,noHit
SM_b21211,noHit
SM_b21212,RHE_CH03354
SM_b21667,noHit
pphA,RHE_CH03239
orf24,RHE_CH01779
orf23,noHit
wgeH,noHit
wgeG,noHit
wgeF,noHit
wgeE,noHit
wgeD,noHit
wgeC,noHit
wgeB,noHit
wgeA,noHit
wgdB,noHit
wgdA,noHit
wggR,noHit
wgcA,noHit
wgaA,noHit
wgaB,noHit
wgaD,noHit
wgaE,noHit
wgaF,noHit
wgaG,RHE_CH01512
wgaH,RHE_CH01515
wgaI,rffB
wgaJ,rfbD
SM_b21328,noHit
SM_b21329,noHit
SM_b21330,RHE_CH01802
SM_b21331,noHit
SM_b21332,RHE_CH02220
SM_b21333,noHit
SM_b21334,noHit
SM_b21335,noHit
SM_b21336,noHit
SM_b21337,noHit
SM_b21338,noHit
SM_b21339,noHit
SM_b21340,noHit
SM_b21341,noHit
SM_b21342,noHit
SM_b21343,noHit
SM_b21344,noHit
SM_b21345,noHit
SM_b21346,RHE_PF00218
SM_b21347,noHit
SM_b21348,RHE_PE00399
SM_b21349,RHE_PE00400
SM_b21350,RHE_CH02059
SM_b21351,noHit
SM_b21352,noHit
SM_b21353,noHit
uxaC,uxaC
SM_b21355,noHit
SM_b21356,RHE_PF00020
SM_b21357,RHE_CH01153
SM_b21358,noHit
SM_b21359,noHit
SM_b21360,noHit
SM_b21361,noHit
SM_b21362,noHit
SM_b21668,noHit
SM_b21363,noHit
SM_b21364,RHE_CH02735
SM_b21365,RHE_CH02734
SM_b21669,noHit
SM_b21366,RHE_PB00062
cycA,noHit
SM_b21368,RHE_PB00065
SM_b21369,noHit
SM_b21370,RHE_PB00064
SM_b21371,noHit
SM_b21372,RHE_PC00216
SM_b21373,RHE_PC00221
SM_b21374,RHE_PC00220
SM_b21375,RHE_CH01211
SM_b21376,noHit
SM_b21377,noHit
SM_b21378,RHE_CH02073
SM_b21379,RHE_CH02943
SM_b21380,RHE_CH02604
SM_b21381,noHit
SM_b21382,noHit
SM_b21383,noHit
SM_b21384,noHit
SM_b21385,noHit
SM_b21525,noHit
tauA,tauA
tauB,tauB
tauC,tauC
SM_b21670,noHit
tauD,noHit
SM_b21530,noHit
SM_b21531,noHit
pta,noHit
SM_b21533,noHit
SM_b21534,RHE_CH00088
SM_b21535,noHit
SM_b21536,noHit
SM_b21537,noHit
phnA,noHit
SM_b21539,noHit
SM_b21671,noHit
SM_b21540,noHit
SM_b21541,noHit
SM_b21542,noHit
SM_b21543,noHit
SM_b21544,noHit
SM_b21545,noHit
SM_b21546,noHit
SM_b21547,noHit
SM_b21548,noHit
thtR,noHit
SM_b21550,noHit
SM_b21551,noHit
aacC4,aacC2
SM_b21554,noHit
kefB2,noHit
SM_b21556,noHit
SM_b21557,noHit
SM_b21558,noHit
SM_b21559,noHit
SM_b21560,RHE_PC00058
SM_b21561,noHit
SM_b21562,noHit
SM_b21563,noHit
SM_b21564,noHit
SM_b21565,RHE_CH02559
groEL5,groELch2
SM_b21568,usg
SM_b21569,RHE_PF00406
stcD,stcD
SM_b21571,RHE_PF00408
SM_b21572,RHE_PF00410
SM_b21573,RHE_CH01741
SM_b21574,noHit
SM_b21575,noHit
SM_b21576,RHE_CH02531
SM_b21577,noHit
atcU2,noHit
hmrR2,hmrR
SM_b21580,RHE_PE00216
SM_b21581,RHE_CH01241
SM_b21582,noHit
SM_b21583,noHit
SM_b21584,noHit
SM_b21585,noHit
gshB2,noHit
SM_b21587,RHE_CH02085
SM_b21588,RHE_CH02086
SM_b21589,RHE_CH02087
SM_b21590,RHE_CH02088
SM_b21591,noHit
SM_b21592,RHE_PB00112
SM_b21593,noHit
SM_b21594,noHit
SM_b21595,noHit
SM_b21596,RHE_PB00116
SM_b21597,RHE_PB00117
SM_b21598,RHE_PE00017
SM_b21599,RHE_CH03128
ampC,ampC
SM_b21601,RHE_PE00196
SM_b21602,noHit
SM_b21603,noHit
SM_b21604,noHit
SM_b21605,noHit
abfA,RHE_PE00195
SM_b21672,noHit
SM_b20925,noHit
SM_b20926,noHit
SM_b20927,noHit
SM_b20928,noHit
SM_b20929,RHE_CH03189
SM_b20930,RHE_CH03190
SM_b20931,RHE_CH03192
exsH,noHit
exsG,noHit
exsF,noHit
exsI,noHit
SM_b20936,noHit
exsE,RHE_CH04032
exsD,exsD
exsC,exsC
exsB,exsB
exsA,RHE_CH02028
exoB,galE3
exoZ,exoZ
exoQ,noHit
exoF1,exoF2
exoY,exoY
exoX,noHit
exoU,noHit
exoV,pssM
exoW,noHit
exoT,noHit
SM_b21673,noHit
exoI,noHit
SM_b20952,noHit
SM_b20953,noHit
exoH,noHit
exoK,noHit
exoL,noHit
exoA,noHit
exoM,pssC
exoO,noHit
exoN,noHit
exoP,pssP
thiD,thiD
SM_b20963,noHit
SM_b20964,RHE_CH01791
SM_b20965,noHit
lacZ2,lacZ1
SM_b20967,noHit
SM_b20968,noHit
SM_b20969,noHit
SM_b20970,noHit
SM_b20971,noHit
SM_b20972,noHit
SM_b20973,noHit
SM_b20974,noHit
SM_b20975,noHit
SM_b20976,noHit
SM_b20977,noHit
SM_b20978,noHit
SM_b20979,noHit
SM_b20980,noHit
SM_b20981,noHit
SM_b20982,noHit
SM_b20983,noHit
nirB,nirB
nirD,nirD
narB,narB
SM_b20987,noHit
SM_b20988,RHE_PF00086
SM_b20989,RHE_PC00075
nfeD,nfeD
SM_b20991,RHE_CH00621
SM_b20992,RHE_PE00023
SM_b21674,noHit
SM_b20993,RHE_PB00120
SM_b20994,noHit
engA,engA
SM_b20996,RHE_CH03109
SM_b20997,RHE_CH03110
SM_b20998,RHE_CH03111
bacA,bacA
SM_b21000,RHE_CH03113
SM_b21001,noHit
map2,map2
SM_b21003,RHE_CH03117
SM_b21004,RHE_CH02427
SM_b21005,RHE_CH02428
SM_b21006,RHE_CH02429
SM_b21007,RHE_CH02430
SM_b21008,RHE_CH02431
glpK,glpKch2
bdhA,bdhA
xdhA2,xdhA
xdhB2,xdhB
SM_b21676,noHit
SM_b20847,RHE_CH03127
SM_b20848,RHE_CH03129
guaD2,guaD
lldD1,lldD3
SM_b20851,noHit
SM_b20852,noHit
SM_b20853,noHit
SM_b20854,noHit
SM_b20855,noHit
SM_b20856,noHit
SM_b20857,noHit
SM_b20858,noHit
SM_b20859,noHit
SM_b21677,noHit
SM_b20860,RHE_CH02571
SM_b20861,noHit
SM_b20862,noHit
SM_b20863,RHE_CH02776
SM_b20864,RHE_CH02775
SM_b20865,RHE_CH02774
SM_b20866,RHE_CH00572
SM_b20867,noHit
SM_b20868,RHE_PF00222
SM_b20869,RHE_PF00225
SM_b20870,noHit
SM_b20871,RHE_CH00797
SM_b20872,noHit
allA,allA
SM_b20874,RHE_CH03141
SM_b20875,RHE_CH03142
SM_b20876,RHE_CH03143
SM_b20877,RHE_CH03144
SM_b20878,RHE_CH03145
SM_b20879,noHit
rhlE2,rhlE2
SM_b20881,RHE_PE00238
SM_b20882,noHit
SM_b20883,RHE_CH02505
SM_b20884,RHE_CH02504
SM_b20885,RHE_CH03155
SM_b20886,RHE_CH03156
SM_b20887,RHE_CH03157
SM_b20888,RHE_CH03158
SM_b20889,noHit
araF,ilvDch2
araE,RHE_CH03161
araD,gguC
araC,gguB
araB,gguA
araA,chvE
gbpR,gbpR
SM_b20897,RHE_CH03167
SM_b20898,noHit
SM_b21678,noHit
idhA,idhA
SM_b20900,RHE_CH00149
SM_b21679,noHit
SM_b20901,RHE_CH03171
SM_b20902,xylF
SM_b20903,xylH
SM_b20904,xylG
SM_b20905,noHit
SM_b20906,noHit
SM_b20907,noHit
SM_b20908,noHit
SM_b21680,noHit
SM_b21681,noHit
SM_b20909,noHit
SM_b20910,noHit
SM_b20911,noHit
SM_b20912,noHit
SM_b20913,noHit
SM_b21682,RHE_PF00493
SM_b20914,noHit
aslA1,noHit
SM_b20916,noHit
TRm1a,noHit
TRm1b,noHit
SM_b20920,noHit
SM_b20921,noHit
SM_b20922,noHit
SM_b21395,noHit
SM_b21396,noHit
SM_b21397,noHit
SM_b21398,noHit
SM_b21399,noHit
SM_b21683,noHit
SM_b21400,noHit
SM_b21401,noHit
SM_b21402,noHit
SM_b21403,noHit
SM_b21404,noHit
SM_b21405,noHit
SM_b21406,RHE_PE00249
SM_b21407,noHit
SM_b21408,noHit
SM_b21410,RHE_CH02552
SM_b21411,noHit
SM_b21412,RHE_PF00419
SM_b21413,noHit
SM_b21414,RHE_CH02599
SM_b21415,RHE_CH02354
ddhA,noHit
ddhB,noHit
SM_b21418,noHit
SM_b21419,noHit
SM_b21684,noHit
SM_b21420,noHit
SM_b21421,noHit
SM_b21422,noHit
SM_b21423,noHit
SM_b21424,noHit
SM_b21425,noHit
SM_b21426,noHit
SM_b21427,noHit
rmlC,noHit
SM_b21429,noHit
SM_b21430,noHit
SM_b21431,noHit
SM_b21432,noHit
SM_b21433,noHit
SM_b21685,noHit
SM_b21434,noHit
SM_b21435,noHit
SM_b21436,noHit
SM_b21437,noHit
SM_b21438,noHit
SM_b21439,noHit
SM_b21440,RHE_CH02664
SM_b21441,RHE_CH02435
SM_b21442,noHit
SM_b21443,noHit
SM_b21444,noHit
SM_b21445,RHE_PE00209
glgX2,glgXe
glgB2,RHE_PF00263
SM_b21448,RHE_PE00232
gst12,gste
SM_b21450,RHE_PE00395
SM_b21452,noHit
SM_b21454,RHE_PB00043
SM_b21455,RHE_PF00246
SM_b21456,RHE_PC00121
SM_b21458,noHit
SM_b21459,noHit
SM_b21460,noHit
SM_b21461,noHit
SM_b21462,noHit
SM_b21463,noHit
SM_b21464,noHit
prsE,prsE
prsD,prsD
SM_b21467,noHit
SM_b21468,RHE_CH03581
SM_b21469,noHit
SM_b21470,noHit
SM_b21471,noHit
SM_b21472,RHE_CH01796
SM_b21473,RHE_CH02132
SM_b21474,RHE_CH03699
SM_b21475,noHit
SM_b21476,noHit
SM_b21477,noHit
SM_b21478,noHit
SM_b21479,RHE_CH01795
SM_b21480,noHit
SM_b21481,noHit
SM_b21482,noHit
SM_b21483,RHE_CH01537
SM_b21686,noHit
rpoE5,RHE_PF00052
SM_b21687,noHit
SM_b21485,noHit
SM_b21486,RHE_PE00031
cyoA,cyoA
cyoB,cyoB
cyoC,cyoC
SM_b21490,noHit
SM_b21491,RHE_PB00014
SM_b21492,RHE_CH02939
SM_b21493,noHit
ocd,noHit
SM_b21689,noHit
SM_b21495,noHit
SM_b21496,noHit
acrE,noHit
acrF,noHit
SM_b21499,noHit
SM_b21500,noHit
SM_b21501,noHit
SM_b21502,noHit
SM_b21503,noHit
SM_b21504,noHit
wzy,noHit
SM_b21506,RHE_CH00229
SM_b21507,noHit
dapA3,dapAch3
SM_b21509,noHit
SM_b21510,noHit
SM_b21511,noHit
SM_b21512,noHit
wzx2,noHit
hemK2,noHit
SM_b21515,noHit
SM_b21516,RHE_CH01168
SM_b21517,noHit
SM_b21518,noHit
SM_b21519,RHE_CH01735
SM_b21520,RHE_CH01734
SM_b21521,noHit
minE,minE
minD,minD
minC,minC
SM_b20647,noHit
SM_b20648,RHE_CH01395
nadE1,noHit
SM_b20650,noHit
SM_b20651,noHit
asnB,noHit
SM_b20654,noHit
SM_b20655,RHE_CH02818
SM_b20656,noHit
SM_b20657,noHit
SM_b20658,RHE_PF00093
SM_b20659,RHE_PF00092
SM_b20660,RHE_PF00091
SM_b20661,RHE_PF00090
SM_b20662,RHE_PF00089
SM_b20663,RHE_PF00088
SM_b20664,noHit
SM_b20665,noHit
SM_b20666,RHE_PF00343
SM_b20667,RHE_PF00344
SM_b20668,RHE_PF00345
SM_b20669,RHE_PF00346
SM_b20670,RHE_PF00347
SM_b20671,noHit
SM_b20672,noHit
SM_b20673,noHit
SM_b20674,RHE_PF00305
SM_b20675,RHE_PE00339
SM_b20676,noHit
SM_b20677,noHit
ttuD2,ttuD
QglxR,noHit
hyi,noHit
gcl,noHit
iclR,noHit
SM_b20683,noHit
SM_b20684,RHE_PE00346
SM_b20685,noHit
SM_b20686,noHit
SM_b20687,noHit
SM_b20688,RHE_PE00063
xthA4,noHit
SM_b20690,noHit
SM_b20691,noHit
idnO1,idnO
SM_b20694,noHit
SM_b20695,noHit
SM_b20696,noHit
SM_b20697,noHit
SM_b20698,noHit
SM_b20699,RHE_CH01192
SM_b20700,noHit
SM_b20701,noHit
SM_b20702,noHit
SM_b20703,RHE_CH01157
glgA2,noHit
SM_b20705,RHE_PF00245
SM_b20706,noHit
cyaG2,cyaG2
SM_b20708,RHE_CH00287
SM_b20709,RHE_CH03355
SM_b20710,noHit
SM_b20711,RHE_PE00448
SM_b20712,mocBch2
SM_b20713,RHE_CH03989
SM_b20714,RHE_CH03990
SM_b20715,noHit
SM_b20716,noHit
SM_b20717,RHE_CH03647
SM_b20718,RHE_CH03646
SM_b20719,RHE_CH03645
SM_b20720,RHE_CH03644
SM_b20721,RHE_CH03588
SM_b20722,RHE_CH03587
SM_b20723,RHE_CH03585
SM_b20724,RHE_CH03584
SM_b20725,RHE_CH03583
SM_b20726,RHE_CH03582
SM_b20727,noHit
SM_b20728,noHit
SM_b20729,noHit
glnII,glnII
gstI,gstI
SM_b20747,noHit
pssF,noHit
uxuB,uxuB
SM_b20750,noHit
SM_b20751,RHE_PE00281
SM_b20752,RHE_CH00571
SM_b20753,RHE_PC00069
SM_b20754,noHit
pccB,pccB
pccA,pccA
bhbA,bhbA
SM_b20758,RHE_CH00168
phnG,phnG
phnH,phnH
phnI,phnI
phnJ,phnJ
phnK,RHE_CH00163
phnL,RHE_CH00162
SM_b20765,RHE_CH00161
TRm22,RHE_PA00071
dak,dak
SM_b20768,noHit
SM_b20769,noHit
SM_b20770,noHit
SM_b20771,noHit
pdxA2,pdxAb
SM_b20773,noHit
SM_b20774,RHE_CH02694
SM_b20775,RHE_CH02695
cyaK,cyaK
TRm19,noHit
TRm2011-2b-2,noHit
SM_b20779,noHit
SM_b20780,noHit
SM_b21701,noHit
