Locus,Sinorhizobium_meliloti_Rm1021,pSymAB
SMc02452,SMc02452,SM_b20854
SMc02337,SMc02337,SM_b20855
SMc02338,SMc02338,SM_b20856
SMc02339,SMc02339,noHit
SMc02340,SMc02340,SM_b21464
SMc02341,SMc02341,noHit
SMc02342,SMc02342,noHit
SMc02343,SMc02343,noHit
SMc02344,SMc02344,noHit
SMc02345,SMc02345,SM_b20571
SMc02346,SMc02346,SM_b20569
SMc02347,SMc02347,noHit
SMc02349,SMc02349,noHit
SMc02350,SMc02350,SM_b20194
SMc02351,SMc02351,noHit
SMc02352,SMc02352,noHit
SMc02353,SMc02353,noHit
SMc02354,SMc02354,noHit
SMc02355,SMc02355,noHit
SMc02356,SMc02356,noHit
SMc02357,SMc02357,noHit
SMc02358,SMc02358,noHit
SMc02359,SMc02359,noHit
SMc02360,SMc02360,noHit
SMc02412,SMc02412,noHit
SMc02413,SMc02413,SMa2400
SMc02414,SMc02414,noHit
SMc02415,SMc02415,noHit
SMc02416,SMc02416,noHit
SMc02417,SMc02417,noHit
SMc02418,SMc02418,SM_b21038
SMc02419,SMc02419,SM_b21039
SMc02420,SMc02420,SM_b20128
SMc02421,SMc02421,SMa0551
SMc02423,SMc02423,SMa1371
SMc02424,SMc02424,noHit
SMc02425,SMc02425,SMa1654
SMc02426,SMc02426,SMa1653
SMc02427,SMc02427,SMa1652
SMc02428,SMc02428,noHit
SMc02429,SMc02429,SMa1632
SMc02430,SMc02430,SMa0475
SMc02431,SMc02431,noHit
SMc02432,SMc02432,noHit
SMc02433,SMc02433,noHit
SMc02434,SMc02434,noHit
SMc02435,SMc02435,noHit
SMc02436,SMc02436,noHit
SMc02437,SMc02437,noHit
SMc02438,SMc02438,noHit
SMc02439,SMc02439,noHit
SMc02440,SMc02440,noHit
SMc02441,SMc02441,noHit
SMc02442,SMc02442,noHit
SMc02443,SMc02443,noHit
SMc02444,SMc02444,noHit
SMc02445,SMc02445,noHit
SMc02446,SMc02446,noHit
SMc02447,SMc02447,noHit
SMc02448,SMc02448,noHit
SMc02449,SMc02449,noHit
SMc02450,SMc02450,noHit
SMc02451,SMc02451,noHit
SMc04458,SMc04458,noHit
SMc00744,SMc00744,noHit
SMc00743,SMc00743,noHit
SMc00742,SMc00742,noHit
SMc00741,SMc00741,noHit
SMc00740,SMc00740,noHit
SMc00739,SMc00739,noHit
SMc00738,SMc00738,noHit
SMc00737,SMc00737,noHit
SMc00736,SMc00736,noHit
SMc00735,SMc00735,noHit
SMc00734,SMc00734,noHit
SMc00733,SMc00733,SMa0326
SMc00732,SMc00732,noHit
SMc00731,SMc00731,noHit
SMc00730,SMc00730,noHit
SMc00729,SMc00729,SMa1391
SMc00728,SMc00728,SMa1389
SMc00727,SMc00727,noHit
SMc00726,SMc00726,noHit
SMc00725,SMc00725,SM_b21094
SMc00724,SMc00724,noHit
SMc00723,SMc00723,noHit
SMc00722,SMc00722,noHit
SMc00721,noHit,noHit
SMc00720,SMc00720,noHit
SMc00719,SMc00719,noHit
SMc00718,SMc00718,noHit
SMc00717,SMc00717,noHit
SMc00716,SMc00716,noHit
SMc00715,SMc00715,noHit
SMc00714,SMc00714,noHit
SMc00713,SMc00713,noHit
SMc00712,SMc00712,noHit
SMc00711,SMc00711,noHit
SMc00710,SMc00710,SMa0387
SMc00709,SMc00709,noHit
SMc00708,SMc00708,noHit
SMc00707,SMc00707,noHit
SMc00706,SMc00706,noHit
SMc00705,SMc00705,noHit
SMc00704,SMc00704,noHit
SMc00703,SMc00703,noHit
SMc00702,SMc00702,noHit
SMc00701,SMc00701,noHit
SMc00700,SMc00700,noHit
SMc00699,SMc00699,noHit
SMc00698,SMc00698,noHit
SMc00697,SMc00697,noHit
SMc00696,SMc00696,noHit
SMc00695,SMc00695,noHit
SMc00694,SMc00694,noHit
SMc00693,SMc00693,SM_b20121
SMc00692,SMc00692,noHit
SMc00691,SMc00691,noHit
SMc00690,SMc00690,noHit
SMc00689,SMc00689,noHit
SMc00688,SMc00688,noHit
SMc00687,SMc00687,noHit
SMc00686,SMc00686,noHit
SMc00684,SMc00684,noHit
SMc00683,SMc00683,noHit
SMc00682,SMc00682,noHit
SMc00681,SMc00681,SM_b20425
SMc00680,SMc00680,SMa1296
SMc00679,SMc00679,SM_b20344
SMc00678,SMc00678,noHit
SMc00677,SMc00677,SM_b20973
SMc00676,SMc00676,noHit
SMc00675,SMc00675,noHit
SMc00674,SMc00674,SMa0402
SMc00673,SMc00673,noHit
SMc00672,SMc00672,noHit
SMc00671,SMc00671,noHit
SMc00670,SMc00670,noHit
SMc00669,SMc00669,SM_b21165
SMc00668,SMc00668,noHit
SMc00667,SMc00667,noHit
SMc00666,SMc00666,noHit
SMc00665,SMc00665,noHit
SMc00664,SMc00664,noHit
SMc00663,SMc00663,noHit
SMc00662,SMc00662,noHit
SMc00661,SMc00661,noHit
SMc00660,SMc00660,noHit
SMc00659,SMc00659,noHit
SMc00658,SMc00658,noHit
SMc00657,SMc00657,noHit
SMc00656,SMc00656,noHit
SMc00655,SMc00655,noHit
SMc00654,SMc00654,noHit
SMc00653,SMc00653,noHit
SMc00652,SMc00652,noHit
SMc00651,SMc00651,noHit
SMc00650,SMc00650,noHit
SMc00649,SMc00649,noHit
SMc00648,SMc00648,noHit
SMc00647,SMc00647,noHit
SMc00646,SMc00646,noHit
SMc00644,SMc00644,noHit
SMc00643,SMc00643,noHit
SMc00642,SMc00642,noHit
SMc00641,SMc00641,noHit
SMc00640,SMc00640,noHit
SMc00639,SMc00639,noHit
SMc00638,SMc00638,noHit
SMc00637,SMc00637,noHit
SMc04459,SMc04459,noHit
SMc02940,SMc02940,noHit
SMc02941,SMc02941,noHit
SMc02942,SMc02942,noHit
SMc04461,SMc04461,noHit
SMc03956,SMc03956,noHit
SMc03957,SMc03957,noHit
SMc03958,SMc03958,noHit
SMc03959,SMc03959,SM_b20685
SMc03960,SMc03960,noHit
SMc03961,SMc03961,noHit
SMc04081,SMc04081,noHit
SMc03963,SMc03963,noHit
SMc03964,SMc03964,noHit
SMc03965,SMc03965,noHit
SMc03966,SMc03966,noHit
SMc03967,SMc03967,noHit
SMc03968,SMc03968,noHit
SMc03969,SMc03969,noHit
SMc03970,SMc03970,noHit
SMc03971,SMc03971,noHit
SMc03972,SMc03972,SMa1664
SMc03973,SMc03973,noHit
SMc03974,SMc03974,noHit
SMc03975,SMc03975,noHit
SMc03976,SMc03976,noHit
SMc03977,SMc03977,noHit
SMc03978,SMc03978,SM_b20200
SMc03979,SMc03979,noHit
SMc03980,SMc03980,noHit
SMc03981,SMc03981,noHit
SMc03982,noHit,noHit
SMc03983,SMc03983,noHit
SMc03984,SMc03984,noHit
SMc03985,SMc03985,SM_b20539
SMc03986,SMc03986,noHit
SMc03987,SMc03987,noHit
SMc03988,SMc03988,noHit
SMc03989,SMc03989,noHit
SMc03990,SMc03990,noHit
SMc03991,SMc03991,noHit
SMc03992,SMc03992,noHit
SMc03993,SMc03993,noHit
SMc03994,SMc03994,SM_b20150
SMc03995,SMc03995,SMa0013
SMc03996,SMc03996,noHit
SMc03997,SMc03997,noHit
SMc03998,SMc03998,noHit
SMc03999,SMc03999,noHit
SMc04000,SMc04000,noHit
SMc04001,SMc04001,noHit
SMc04002,SMc04002,noHit
SMc04003,SMc04003,noHit
SMc04004,SMc04004,noHit
SMc04005,SMc04005,noHit
SMc04006,SMc04006,noHit
SMc04007,SMc04007,noHit
SMc04008,SMc04008,noHit
SMc04009,SMc04009,noHit
SMc04010,SMc04010,noHit
SMc04011,SMc04011,noHit
SMc04012,SMc04012,noHit
SMc04013,SMc04013,noHit
SMc04014,SMc04014,noHit
SMc04015,SMc04015,noHit
SMc04016,SMc04016,noHit
SMc04017,SMc04017,noHit
SMc04018,SMc04018,noHit
SMc04019,SMc04019,noHit
SMc04020,SMc04020,SM_b20989
SMc04021,SMc04021,noHit
SMc04022,SMc04022,noHit
SMc04023,SMc04023,SM_b20960
SMc04024,SMc04024,noHit
SMc04025,SMc04025,noHit
SMc04026,SMc04026,noHit
SMc04028,SMc04028,noHit
SMc04029,SMc04029,noHit
SMc04030,SMc04030,noHit
SMc04031,SMc04031,noHit
SMc04032,SMc04032,noHit
SMc04033,SMc04033,noHit
SMc04034,SMc04034,noHit
SMc04035,SMc04035,noHit
SMc04036,SMc04036,noHit
SMc04037,SMc04037,noHit
SMc04038,noHit,noHit
SMc04039,SMc04039,noHit
SMc04040,SMc04040,SM_b21295
SMc04041,SMc04041,noHit
SMc04042,SMc04042,SMa0483
SMc04043,SMc04043,noHit
SMc04044,SMc04044,noHit
SMc04045,SMc04045,noHit
SMc04046,SMc04046,SM_b20606
SMc04047,SMc04047,SMa1243
SMc04048,SMc04048,noHit
SMc04049,SMc04049,SMa2103
SMc04050,SMc04050,noHit
SMc04051,SMc04051,noHit
SMc04052,SMc04052,noHit
SMc04053,SMc04053,noHit
SMc04054,SMc04054,noHit
SMc04055,SMc04055,noHit
SMc04056,SMc04056,SMa2077
SMc04057,SMc04057,noHit
SMc04058,SMc04058,noHit
SMc04059,SMc04059,noHit
SMc04460,SMc04460,noHit
SMc03922,SMc03922,noHit
SMc03923,SMc03923,noHit
SMc03924,SMc03924,SM_b20704
SMc03925,SMc03925,noHit
SMc03926,SMc03926,SM_b21446
SMc03927,SMc03927,SMa0874
SMc03928,SMc03928,noHit
SMc03929,SMc03929,noHit
SMc03930,SMc03930,noHit
SMc03931,SMc03931,noHit
SMc03932,SMc03932,noHit
SMc03933,SMc03933,noHit
SMc03934,SMc03934,noHit
SMc03935,SMc03935,noHit
SMc03936,SMc03936,SM_b21642
SMc03937,SMc03937,SM_b20707
SMc03938,SMc03938,noHit
SMc03939,SMc03939,noHit
SMc03950,SMc03950,noHit
SMc03941,SMc03941,noHit
SMc03942,SMc03942,noHit
SMc03943,SMc03943,noHit
SMc04462,SMc04462,SMa0085
SMc02975,SMc02975,noHit
SMc02976,SMc02976,noHit
SMc02977,SMc02977,noHit
SMc02978,SMc02978,SM_b20133
SMc02979,SMc02979,noHit
SMc02980,SMc02980,noHit
SMc02981,SMc02981,noHit
SMc02982,SMc02982,noHit
SMc02983,SMc02983,noHit
SMc02984,SMc02984,noHit
SMc02985,SMc02985,noHit
SMc02986,SMc02986,noHit
SMc02987,SMc02987,noHit
SMc02988,SMc02988,noHit
SMc02989,SMc02989,noHit
SMc03151,SMc03151,noHit
SMc03152,SMc03152,noHit
SMc03153,SMc03153,noHit
SMc03154,SMc03154,noHit
SMc03155,SMc03155,noHit
SMc03156,SMc03156,noHit
SMc03157,SMc03157,noHit
SMc03158,SMc03158,noHit
SMc03159,SMc03159,noHit
SMc03160,SMc03160,noHit
SMc03161,SMc03161,noHit
SMc03162,SMc03162,noHit
SMc03163,SMc03163,noHit
SMc03164,SMc03164,noHit
SMc03165,SMc03165,SM_b20817
SMc03166,SMc03166,noHit
SMc03167,SMc03167,noHit
SMc03168,SMc03168,SM_b20699
SMc03169,SMc03169,noHit
SMc03170,SMc03170,noHit
SMc03171,SMc03171,noHit
SMc03172,SMc03172,noHit
SMc03173,SMc03173,noHit
SMc03174,SMc03174,noHit
SMc03175,SMc03175,noHit
SMc03176,SMc03176,noHit
SMc03177,SMc03177,noHit
SMc03178,SMc03178,noHit
SMc03179,SMc03179,noHit
SMc03180,SMc03180,noHit
SMc03181,SMc03181,noHit
SMc03182,SMc03182,noHit
SMc03183,SMc03183,noHit
SMc03184,SMc03184,noHit
SMc03185,SMc03185,noHit
SMc03186,SMc03186,noHit
SMc03187,SMc03187,noHit
SMc03188,SMc03188,noHit
SMc03189,SMc03189,noHit
SMc03190,SMc03190,noHit
SMc03191,SMc03191,noHit
SMc03192,SMc03192,noHit
SMc03193,SMc03193,noHit
SMc03194,SMc03194,noHit
SMc03195,SMc03195,noHit
SMc03196,SMc03196,noHit
SMc03197,SMc03197,SM_b21132
SMc03198,SMc03198,noHit
SMc03199,SMc03199,noHit
SMc03200,SMc03200,SMa1869
SMc03201,SMc03201,noHit
SMc03202,SMc03202,noHit
SMc03203,SMc03203,noHit
SMc03204,SMc03204,noHit
SMc03205,SMc03205,noHit
SMc03206,SMc03206,noHit
SMc03207,SMc03207,noHit
SMc03208,SMc03208,noHit
SMc03209,SMc03209,noHit
SMc03210,SMc03210,noHit
SMc03211,SMc03211,noHit
SMc03150,SMc03150,noHit
SMc03149,SMc03149,noHit
SMc03148,SMc03148,noHit
SMc03147,SMc03147,noHit
SMc03146,SMc03146,noHit
SMc03145,SMc03145,noHit
SMc03144,SMc03144,noHit
SMc03143,SMc03143,noHit
SMc03142,SMc03142,noHit
SMc03141,SMc03141,noHit
SMc03140,SMc03140,noHit
SMc03139,SMc03139,noHit
SMc03138,SMc03138,noHit
SMc03137,SMc03137,noHit
SMc03136,SMc03136,noHit
SMc03135,SMc03135,SMa0083
SMc03134,SMc03134,noHit
SMc03133,SMc03133,SMa2197
SMc03132,SMc03132,noHit
SMc03131,SMc03131,noHit
SMc03130,SMc03130,noHit
SMc03129,SMc03129,noHit
SMc03128,SMc03128,noHit
SMc03127,SMc03127,SMa1437
SMc03126,SMc03126,SMa2079
SMc03125,SMc03125,SMa2081
SMc03124,SMc03124,noHit
SMc03123,SMc03123,noHit
SMc03122,SMc03122,noHit
SMc03121,SMc03121,noHit
SMc03120,SMc03120,SM_b20785
SMc03119,SMc03119,SM_b20784
SMc03118,SMc03118,noHit
SMc03117,SMc03117,SM_b20786
SMc03116,SMc03116,SM_b20496
SMc03115,noHit,noHit
SMc03114,noHit,noHit
SMc03113,SMc03113,noHit
SMc03112,SMc03112,noHit
SMc03111,SMc03111,noHit
SMc03110,SMc03110,noHit
SMc03109,SMc03109,noHit
SMc03108,SMc03108,SM_b21229
SMc03107,SMc03107,noHit
SMc03106,SMc03106,noHit
SMc03105,SMc03105,noHit
SMc03104,SMc03104,noHit
SMc03103,SMc03103,noHit
SMc03102,SMc03102,SM_b20132
SMc03101,SMc03101,SM_b21337
SMc03100,SMc03100,noHit
SMc03099,SMc03099,noHit
SMc03098,SMc03098,noHit
SMc03097,SMc03097,noHit
SMc03096,SMc03096,noHit
SMc03095,SMc03095,noHit
SMc03094,SMc03094,noHit
SMc03093,SMc03093,noHit
SMc03092,SMc03092,SM_b21493
SMc03091,SMc03091,noHit
SMc03090,SMc03090,noHit
SMc03089,noHit,noHit
SMc03088,noHit,noHit
SMc03087,SMc03087,noHit
SMc03086,SMc03086,noHit
SMc03085,SMc03085,noHit
SMc04444,SMc04444,noHit
SMc02525,SMc02525,noHit
SMc02524,SMc02524,noHit
SMc02523,SMc02523,noHit
SMc02522,SMc02522,noHit
SMc02521,SMc02521,SM_b21533
SMc02520,SMc02520,noHit
SMc02519,SMc02519,noHit
SMc02518,SMc02518,noHit
SMc02517,SMc02517,noHit
SMc02516,SMc02516,noHit
SMc02515,SMc02515,noHit
SMc02514,SMc02514,noHit
SMc02513,SMc02513,noHit
SMc02512,SMc02512,SM_b20134
SMc02511,SMc02511,noHit
SMc02510,SMc02510,noHit
SMc02509,SMc02509,noHit
SMc02508,SMc02508,noHit
SMc02507,SMc02507,noHit
SMc02506,SMc02506,noHit
SMc02505,SMc02505,noHit
SMc02504,SMc02504,noHit
SMc02503,SMc02503,noHit
SMc02502,SMc02502,noHit
SMc02501,SMc02501,noHit
SMc02500,SMc02500,noHit
SMc02499,SMc02499,noHit
SMc02498,SMc02498,noHit
SMc02497,SMc02497,noHit
SMc02496,SMc02496,noHit
SMc02495,SMc02495,noHit
SMc02494,SMc02494,noHit
SMc02493,SMc02493,noHit
SMc02492,SMc02492,noHit
SMc02491,SMc02491,noHit
SMc02490,SMc02490,noHit
SMc02489,SMc02489,noHit
SMc02488,SMc02488,noHit
SMc02487,SMc02487,SM_b21143
SMc02486,SMc02486,SM_b20493
SMc02485,SMc02485,noHit
SMc02484,SMc02484,noHit
SMc02483,SMc02483,SM_b20019
SMc02482,SMc02482,noHit
SMc02481,SMc02481,noHit
SMc02480,SMc02480,noHit
SMc02479,SMc02479,noHit
SMc02478,SMc02478,noHit
SMc02477,SMc02477,noHit
SMc02476,SMc02476,noHit
SMc02475,SMc02475,noHit
SMc02474,SMc02474,SM_b20661
SMc02473,SMc02473,noHit
SMc02472,SMc02472,SM_b20633
SMc02471,SMc02471,noHit
SMc02470,SMc02470,noHit
SMc02469,SMc02469,noHit
SMc02468,SMc02468,noHit
SMc02467,SMc02467,noHit
SMc02466,SMc02466,noHit
SMc02465,SMc02465,noHit
SMc02464,SMc02464,noHit
SMc02463,SMc02463,noHit
SMc03225,SMc03225,noHit
SMc03226,SMc03226,noHit
SMc03227,SMc03227,noHit
SMc03228,SMc03228,noHit
SMc03229,SMc03229,noHit
SMc03230,SMc03230,noHit
SMc03231,SMc03231,noHit
SMc03232,SMc03232,noHit
SMc03233,SMc03233,noHit
SMc03234,SMc03234,noHit
SMc03235,SMc03235,noHit
SMc03236,SMc03236,noHit
SMc03237,SMc03237,noHit
SMc03238,SMc03238,noHit
SMc03239,SMc03239,noHit
SMc03240,SMc03240,noHit
SMc03241,SMc03241,noHit
SMc03242,SMc03242,noHit
SMc03243,SMc03243,noHit
SMc03244,SMc03244,noHit
SMc03245,SMc03245,noHit
SMc03746,SMc03746,noHit
SMc03747,SMc03747,noHit
SMc03748,SMc03748,noHit
SMc03312,SMc03312,noHit
SMc03313,noHit,noHit
SMc03246,SMc03246,noHit
SMc03247,SMc03247,SMa2175
SMc03248,SMc03248,noHit
SMc03249,SMc03249,noHit
SMc03751,SMc03751,noHit
SMc03250,SMc03250,noHit
SMc03251,SMc03251,noHit
SMc03252,SMc03252,noHit
SMc03253,SMc03253,noHit
SMc03254,SMc03254,SMa1226
SMc03256,SMc03256,noHit
SMc03257,SMc03257,noHit
SMc03258,SMc03258,SM_b20323
SMc03259,SMc03259,noHit
SMc03260,noHit,noHit
SMc03262,SMc03262,noHit
SMc03263,SMc03263,noHit
SMc03264,SMc03264,noHit
SMc03265,SMc03265,SM_b20267
SMc03267,SMc03267,SM_b20384
SMc03268,SMc03268,SM_b20111
